iso3,year,u5mr,dtp3,mcv1,pol3,gdp_pc,health_exp_pc,fertility,female_secondary_enrollment,basic_water,basic_sanitation,physicians_per_1000
BDI,2001,147.5,81,73,73,132.15955454193212,7.50815582,6.849,NA,50.6076370665848,45.9762261657477,NA
BDI,2002,142.3,81,75,74,120.95230857546832,6.46998882,6.819,NA,51.3135864667635,46.0714530473161,NA
BDI,2003,136.6,82,76,75,111.4066828043908,5.87316799,6.785,8.93451976776123,52.0224447392286,46.1690271798233,NA
BDI,2004,130.4,83,78,76,125.19496518453332,8.88248062,6.746,10.1669101715088,52.7341459347256,46.0744530371063,0.027
BDI,2005,123.7,87,87,82,147.23461929422513,11.13118172,6.708,11.0440502166748,53.4486364755219,45.9780778470214,NA
BDI,2006,116.6,92,92,88,161.89275564031908,14.10514736,6.659,12.2075300216675,54.1661932522389,45.8797490696037,NA
BDI,2007,109.5,99,88,93,166.16274490675522,15.26294613,6.588,12.8603200912476,54.8864129509112,45.7793823625363,NA
BDI,2008,102.6,92,84,89,189.50207457076775,14.67025566,6.515,NA,55.6098997229937,45.6767816936833,NA
BDI,2009,96.1,94,91,96,198.43152404822504,18.31996346,6.409,17.5529193878174,56.3355825265759,45.5719158266356,NA
BDI,2010,90.2,96,92,94,216.72770530197636,24.45114708,6.26,19.8866806030273,57.0647160568921,45.4645083129414,0.045
BDI,2011,84.7,96,93,95,230.0697613811321,23.16802216,6.108,22.7597904205322,57.7968901680733,45.354450786345,0.037
BDI,2012,79.6,96,93,96,231.09878781150672,20.01195908,5.991,25.6550006866455,58.5316929409599,45.2416177840798,0.049
BDI,2013,74.9,96,98,96,234.8447701508713,20.26322556,5.889,30.7229452018777,59.2700188901238,45.125751746761,0.053
BDI,2014,70.6,95,94,95,250.54449215518548,18.06601143,5.794,37.6532236992696,60.0108002103421,45.0067757440714,0.056
BDI,2015,66.9,94,93,94,254.4025852267877,17.67629051,5.695,42.5848131340896,60.754598685409,44.8844503584829,0.046
BDI,2016,63.7,94,93,94,232.9378121001527,18.59472847,5.587,47.4670778135604,61.5013152508053,44.7585847024572,NA
BDI,2017,60.9,91,90,91,246.06072571418372,19.16676521,5.481,49.4867506946943,62.2508547109649,44.6289841238283,0.094
BDI,2018,58.5,90,88,90,245.6616783320092,18.67819214,5.38,48.9246508069948,63.0031105309043,44.4954380894811,0.094
BDI,2019,56.2,93,92,93,234.31061590724977,22.2435379,5.271,44.8293939228029,63.7579908768374,44.3577388229315,NA
BDI,2020,54.3,93,90,93,255.8324539388995,26.21934319,5.177,49.2576387332398,64.4028716190814,44.4548070620661,0.069
BDI,2021,52.3,94,90,94,264.98037926965486,23.11420059,5.078,NA,65.0493033882129,44.5545225988873,0.076
BDI,2022,50.3,91,89,91,302.99250526355235,25.52155113,4.98,NA,65.6975597350143,44.6569603684061,0.078
BDI,2023,48.7,89,86,89,250.62725309725457,28.14028931,4.878,NA,65.8069881708757,44.6456125902738,NA
BDI,2024,47.1,89,86,89,219.42483088269827,NA,4.789,NA,65.9191041847553,44.6339890793582,NA
BEN,2000,135,78,70,78,487.4241413842425,14.42371464,5.937,12.5444002151489,61.053428974703,8.52812393636387,NA
BEN,2001,131.7,76,68,77,492.401499509072,16.26979828,5.848,13.908769607544,61.4110451186381,8.93975126867492,NA
BEN,2002,128.5,75,66,76,546.4638296581587,16.9179287,5.793,15.1186399459839,61.7826864714812,9.37391256843619,NA
BEN,2003,125.4,73,65,75,676.0028780842815,21.06955719,5.763,15.833459854126,62.177768242791,9.83877331929082,NA
BEN,2004,122.5,72,63,74,758.6958037863709,24.52665329,5.718,17.0808696746826,62.5694755970266,10.3155921363995,0.038
BEN,2005,119.7,70,61,73,779.4377777532677,25.12485313,5.692,NA,62.9572986699117,10.8039533008181,NA
BEN,2006,117,74,66,76,809.1470725062209,26.60264206,5.673,NA,63.3414202893598,11.3039620341641,NA
BEN,2007,114.4,82,70,82,912.3382471883424,26.79680061,5.627,NA,63.722003378885,11.8157291558234,NA
BEN,2008,112,75,66,77,1060.6025450209872,28.12486076,5.548,NA,64.0987736405784,12.3390077692944,0.059
BEN,2009,109.7,79,71,80,1024.1027785811184,29.69425583,5.491,NA,64.471280030876,12.8733600744969,NA
