iso3,year,u5mr,dtp3,mcv1,pol3,gdp_pc,health_exp_pc,fertility,basic_water,basic_sanitation,log_gdp_pc,log_health_exp_pc
COM,2009,57.3,83,79,84,1410.3051695947322,69.4848938,4.778,86.6788340551763,38.1124210259684,7.251561392290804,4.241109373549955
COM,2010,55.6,74,72,82,1386.574242845299,69.21523285,4.755,86.5693640440455,39.5290364231299,7.234591410571614,4.237220966289208
COM,2011,54,83,79,85,1531.4378937295123,81.19863892,4.722,86.4595303039768,40.9270162396415,7.3339623728743275,4.396898484958181
COM,2012,52.5,86,85,85,1490.315113512812,77.10220337,4.652,86.3494754574658,42.3060704892515,7.306742862158651,4.345131858241353
COM,2013,51.2,83,82,82,1603.327971073032,81.81765747,4.572,86.2393591823008,43.665877233981,7.37983672998101,4.404493081805405
COM,2014,50,80,80,79,1615.717236620122,84.63935852,4.489,86.1291911979684,45.005792347169,7.387534246431687,4.438399389158774
COM,2015,48.9,80,81,81,1329.3704823598596,61.16300201,4.42,86.0191792490847,46.3255872493184,7.192460787629863,4.11354246438863
COM,2016,47.9,75,77,75,1365.4840344449694,63.53099442,4.348,85.9094298430236,47.6248040673008,7.219264248750913,4.151527887918413
COM,2017,46.9,79,75,79,1423.9248027796975,75.01337433,4.278,85.8000023194019,48.9029223957365,7.261172283540851,4.317666422038404
COM,2018,45.8,77,74,77,1527.4052712528485,74.89152527,4.208,85.6910036830202,50.159514854681,7.33132567357629,4.316040736858522
COM,2019,44.8,78,76,71,1510.232181515922,78.23674774,4.138,85.582654605357,51.3942491790653,7.32001868058204,4.359739457122313
COM,2020,43.7,74,75,64,1519.3466555620607,89.67817688,4.071,85.4750115485724,52.6066035113726,7.32603568956906,4.496227449386881
COM,2021,42.6,72,68,72,1554.9728919015288,100.50016785,3.999,85.368182871054,53.7961210274577,7.349213391600627,4.6101593976469895
COM,2022,41.4,78,71,72,1465.479642861996,124.14363861,3.935,85.2623417962655,54.9623663372908,7.289937869138054,4.821439271092452
COM,2023,40.2,75,70,62,1560.2737847685466,102.23101807,3.878,85.1575256557465,56.104836588019,7.352616587901483,4.627235135342049
CPV,2000,36,90,86,90,1189.5147934589058,59.54011154,3.545,79.3677594529209,36.827954010232,7.081300766369255,4.086650228948321
CPV,2001,32.8,90,88,91,1223.3305533157543,63.55782318,3.366,79.6627777965322,39.1910554393962,7.10933237988399,4.151950092812678
CPV,2002,30.5,91,89,92,1328.5787427066589,69.12203979,3.192,79.9527732071617,41.5375071985025,7.191865035333957,4.235873634911058
CPV,2003,29,92,90,93,1717.9756536965494,84.6628952,3.033,80.2372000142623,43.8664094982459,7.448901931137937,4.438677432476385
CPV,2004,28.2,93,91,94,1929.490814687812,93.43228912,2.9,80.6602617486896,46.1784728572733,7.565011420503949,4.537236993414494
CPV,2005,28,95,93,95,2004.1468041756325,96.08917999,2.726,81.0817210123183,48.4726022548582,7.60297371509836,4.56527671848234
CPV,2006,28,96,94,97,2256.9966619107527,113.13097382,2.555,81.5021226151102,50.7498010778296,7.721790297822535,4.728546207874455
CPV,2007,28.1,98,96,98,3324.5767521249763,127.73626709,2.409,81.920929167246,53.0093493269466,8.109097652393572,4.8499677249884305
CPV,2008,27.9,99,97,99,3908.648858225763,127.79390717,2.298,82.3386902741848,55.2521980462488,8.270947032703534,4.850418866080824
CPV,2009,27.5,99,97,99,3659.720463616276,130.23704529,2.246,82.754314077093,57.4769284411617,8.205142047417485,4.869356215341479
CPV,2010,26.7,99,97,99,3579.46006137809,146.07247925,2.329,83.1663318440796,59.6818514080991,8.18296724717603,4.98410293174531
CPV,2011,25.6,90,96,90,4002.0138688878537,157.08999634,2.329,83.522244248535,61.8006547143134,8.294552980626893,5.056818866213102
CPV,2012,24.2,94,91,94,3736.8151701108713,174.66062927,2.153,83.8774934810221,63.9530735782999,8.225988968832535,5.162844829807449
CPV,2013,22.6,93,91,93,3960.975967913446,191.1048584,2.067,84.2318960930689,66.0992428842147,8.284245730426901,5.252822274261626
CPV,2014,20.9,95,93,95,3985.607065481337,193.39482117,2.031,84.5854646017969,68.2388818808702,8.290444917258586,5.264733804842668
CPV,2015,19.2,93,92,93,3415.0626673093116,150.28823853,1.968,84.9382015962204,70.3717073692285,8.13595112243954,5.012555040403567
CPV,2016,17.6,96,93,95,3608.9660523490647,157.39906311,1.966,85.581322426682,72.496932762021,8.191176598211479,5.058784383678422
CPV,2017,16.2,96,96,96,3893.095713825062,174.43547058,1.93,86.333068742186,74.6142580571751,8.266959933443609,5.16155487714789
CPV,2018,15.1,98,99,98,4294.965100357294,205.5345459,1.804,87.0755452684611,76.7237249815456,8.365198708740941,5.325614126377307
CPV,2019,14.1,96,98,97,4380.781173311284,211.24963379,1.698,87.808568861158,78.8249549430518,8.384982337539078,5.353040532697319
CPV,2020,13.3,93,95,94,3539.226612482986,249.71989441,1.591,88.5325658069206,80.9181460926349,8.17166351120954,5.520339867359881
CPV,2021,12.7,93,95,94,3971.4440920342254,262.42272949,1.554,89.2475125078835,83.0030877232497,8.28688505868195,5.569956674850518
CPV,2022,12.1,93,95,94,4323.313620327087,297.08233643,1.533,90.0089261333879,83.045304882988,8.371777428954363,5.694009327419423
CPV,2023,11.6,93,95,94,4794.901219172586,290.12619019,1.522,91.14605423466,83.0869470550891,8.47530838630713,5.670315966921387
DJI,2000,98.5,46,50,46,737.6121836440517,35.48954773,4.601,74.3096347205208,43.8005585471414,6.603418190061566,3.5692382229874613
DJI,2001,96.3,53,49,49,742.1337911070628,33.61427689,4.518,74.527572653683,43.8212949493816,6.609529538378267,3.514950884162032
DJI,2002,94,62,62,62,743.0132704203476,39.49966431,4.41,74.7450869974976,43.8420347636871,6.610713905150923,3.6762921733899514
