iso3,year,physicians_per_1000
CYM,2024,NA
CYP,2000,1.899
CYP,2001,1.908
CYP,2002,1.87
CYP,2003,1.851
CYP,2004,1.898
CYP,2005,1.881
CYP,2006,1.822
CYP,2007,1.974
CYP,2008,2.007
CYP,2009,2.046
CYP,2010,2.127
CYP,2011,2.206
CYP,2012,2.236
CYP,2013,2.326
CYP,2014,2.396
CYP,2015,2.498
CYP,2016,2.594
CYP,2017,2.651
CYP,2018,2.789
CYP,2019,2.928
CYP,2020,3.197
CYP,2021,3.355
CYP,2022,3.556
CYP,2023,NA
CYP,2024,NA
CZE,2000,3.38
CZE,2001,3.442
CZE,2002,3.491
CZE,2003,3.509
CZE,2004,3.499
CZE,2005,3.539
CZE,2006,3.551
CZE,2007,3.561
CZE,2008,3.558
CZE,2009,3.584
CZE,2010,3.599
CZE,2011,3.637
CZE,2012,3.676
CZE,2013,3.689
CZE,2014,3.9345
CZE,2015,3.9516
CZE,2016,4.0194
CZE,2017,4.0676
CZE,2018,4.069
CZE,2019,4.112
CZE,2020,4.153
CZE,2021,4.246
CZE,2022,4.352
CZE,2023,NA
CZE,2024,NA
DEU,2000,3.263
DEU,2001,3.31
DEU,2002,3.338
DEU,2003,3.369
DEU,2004,3.392
DEU,2005,3.413
DEU,2006,3.465
DEU,2007,3.528
DEU,2008,3.584
DEU,2009,3.662
DEU,2010,3.757
DEU,2011,3.849
DEU,2012,3.922
DEU,2013,4.015
DEU,2014,4.088
DEU,2015,4.12
DEU,2016,4.166
DEU,2017,4.226
DEU,2018,4.287
DEU,2019,4.373
DEU,2020,4.443
DEU,2021,4.503
DEU,2022,4.534
DEU,2023,NA
DEU,2024,NA
DJI,2000,NA
DJI,2001,NA
DJI,2002,NA
DJI,2003,NA
DJI,2004,0.156
DJI,2005,0.167
DJI,2006,0.216
DJI,2007,NA
DJI,2008,NA
DJI,2009,NA
DJI,2010,NA
DJI,2011,NA
DJI,2012,NA
DJI,2013,NA
DJI,2014,0.201
DJI,2015,NA
DJI,2016,NA
DJI,2017,NA
DJI,2018,NA
DJI,2019,NA
DJI,2020,NA
DJI,2021,NA
DJI,2022,0.211
DJI,2023,NA
DJI,2024,NA
DMA,2000,NA
DMA,2001,1.816
DMA,2002,NA
DMA,2003,NA
DMA,2004,NA
DMA,2005,NA
DMA,2006,NA
DMA,2007,NA
DMA,2008,NA
DMA,2009,NA
DMA,2010,NA
DMA,2011,NA
DMA,2012,NA
DMA,2013,NA
DMA,2014,NA
DMA,2015,NA
DMA,2016,NA
DMA,2017,1.168
DMA,2018,1.158
DMA,2019,NA
DMA,2020,NA
DMA,2021,NA
DMA,2022,NA
DMA,2023,NA
DMA,2024,NA
DNK,2000,2.913
DNK,2001,2.933
DNK,2002,3.037
DNK,2003,3.081
DNK,2004,3.227
DNK,2005,3.335
DNK,2006,3.424
DNK,2007,3.458
DNK,2008,3.579
DNK,2009,3.651
DNK,2010,3.726
DNK,2011,3.789
DNK,2012,3.837
DNK,2013,3.849
DNK,2014,3.877
DNK,2015,3.93
DNK,2016,3.999
DNK,2017,4.109
DNK,2018,4.196
DNK,2019,4.251
DNK,2020,4.377
DNK,2021,4.498
DNK,2022,NA
DNK,2023,NA
DNK,2024,NA
DOM,2000,1.825
DOM,2001,NA
DOM,2002,NA
DOM,2003,NA
DOM,2004,NA
DOM,2005,NA
DOM,2006,NA
DOM,2007,NA
DOM,2008,1.085
DOM,2009,NA
DOM,2010,NA
DOM,2011,1.507
DOM,2012,NA
DOM,2013,NA
DOM,2014,NA
DOM,2015,NA
DOM,2016,NA
DOM,2017,NA
DOM,2018,1.426
DOM,2019,1.431
DOM,2020,1.948
DOM,2021,2.029
DOM,2022,2.234
DOM,2023,2.426
DOM,2024,NA
DZA,2000,NA
DZA,2001,NA
DZA,2002,1.114
DZA,2003,NA
DZA,2004,NA
DZA,2005,1.026
DZA,2006,NA
DZA,2007,1.195
DZA,2008,NA
DZA,2009,NA
DZA,2010,NA
DZA,2011,NA
DZA,2012,NA
DZA,2013,NA
DZA,2014,NA
DZA,2015,NA
DZA,2016,1.819
DZA,2017,NA
DZA,2018,1.708
DZA,2019,0.973
DZA,2020,NA
DZA,2021,NA
DZA,2022,1.66
DZA,2023,NA
DZA,2024,NA
EAP,2000,1.1344944095012457
EAP,2001,NA
EAP,2002,NA
EAP,2003,NA
EAP,2004,NA
EAP,2005,NA
EAP,2006,NA
EAP,2007,NA
EAP,2008,NA
EAP,2009,NA
EAP,2010,1.1710842611245897
EAP,2011,NA
EAP,2012,NA
EAP,2013,NA
EAP,2014,NA
EAP,2015,NA
EAP,2016,NA
EAP,2017,NA
EAP,2018,NA
EAP,2019,NA
EAP,2020,NA
EAP,2021,NA
EAP,2022,2.354171047968665
EAP,2023,NA
EAP,2024,NA
EAR,2000,NA
EAR,2001,NA
EAR,2002,NA
EAR,2003,NA
EAR,2004,NA
EAR,2005,NA
EAR,2006,NA
EAR,2007,NA
EAR,2008,NA
EAR,2009,NA
EAR,2010,NA
EAR,2011,NA
EAR,2012,NA
EAR,2013,NA
EAR,2014,NA
EAR,2015,NA
EAR,2016,NA
EAR,2017,NA
EAR,2018,NA
EAR,2019,NA
EAR,2020,NA
EAR,2021,NA
EAR,2022,1.0220225502547369
EAR,2023,NA
EAR,2024,NA
EAS,2000,1.2130777822234144
EAS,2001,NA
EAS,2002,NA
EAS,2003,NA
EAS,2004,NA
EAS,2005,NA
EAS,2006,NA
EAS,2007,NA
EAS,2008,NA
EAS,2009,NA
EAS,2010,1.277628022770276
EAS,2011,NA
EAS,2012,NA
EAS,2013,NA
EAS,2014,NA
EAS,2015,NA
EAS,2016,NA
EAS,2017,NA
EAS,2018,NA
EAS,2019,NA
EAS,2020,NA
EAS,2021,NA
EAS,2022,2.398509201212948
EAS,2023,NA
EAS,2024,NA
ECA,2000,2.3814452716395933
ECA,2001,NA
ECA,2002,NA
ECA,2003,NA
ECA,2004,NA
ECA,2005,NA
ECA,2006,NA
ECA,2007,NA
ECA,2008,NA
ECA,2009,NA
ECA,2010,2.594699789355356
ECA,2011,NA
ECA,2012,NA
ECA,2013,NA
ECA,2014,NA
ECA,2015,NA
ECA,2016,NA
ECA,2017,NA
ECA,2018,NA
ECA,2019,NA
ECA,2020,NA
ECA,2021,NA
ECA,2022,2.853031710713099
ECA,2023,NA
ECA,2024,NA
ECS,2000,3.099817113397709
ECS,2001,NA
ECS,2002,NA
ECS,2003,NA
ECS,2004,NA
ECS,2005,NA
ECS,2006,NA
ECS,2007,NA
ECS,2008,NA
ECS,2009,NA
ECS,2010,3.4369224931500884
ECS,2011,NA
ECS,2012,NA
ECS,2013,NA
ECS,2014,NA
ECS,2015,NA
ECS,2016,NA
ECS,2017,NA
ECS,2018,NA
ECS,2019,NA
ECS,2020,NA
ECS,2021,NA
ECS,2022,3.8969574607446598
ECS,2023,NA
ECS,2024,NA
ECU,2000,0.812
ECU,2001,0.851
ECU,2002,0.849
ECU,2003,0.808
ECU,2004,0.884
ECU,2005,0.902
ECU,2006,0.895
ECU,2007,0.978
ECU,2008,1.096
ECU,2009,1.216
ECU,2010,1.283
ECU,2011,1.382
ECU,2012,1.561
ECU,2013,1.645
ECU,2014,1.684
ECU,2015,1.806
ECU,2016,2.055
ECU,2017,2.225
ECU,2018,2.341
ECU,2019,2.32
ECU,2020,2.313
ECU,2021,NA
ECU,2022,NA
ECU,2023,NA
ECU,2024,NA
EGY,2000,NA
EGY,2001,NA
EGY,2002,NA
EGY,2003,0.494
EGY,2004,NA
EGY,2005,NA
EGY,2006,NA
EGY,2007,NA
EGY,2008,NA
EGY,2009,NA
EGY,2010,NA
EGY,2011,NA
EGY,2012,NA
EGY,2013,NA
EGY,2014,0.73
EGY,2015,0.763
EGY,2016,0.763
EGY,2017,0.743
EGY,2018,0.716
EGY,2019,0.697
EGY,2020,0.671
EGY,2021,NA
EGY,2022,NA
EGY,2023,NA
EGY,2024,NA
EMU,2000,3.2290851626398145
EMU,2001,NA
EMU,2002,NA
EMU,2003,NA
EMU,2004,NA
EMU,2005,NA
EMU,2006,NA
EMU,2007,NA
EMU,2008,NA
EMU,2009,NA
EMU,2010,3.6705050424248125
EMU,2011,NA
EMU,2012,NA
EMU,2013,NA
EMU,2014,NA
EMU,2015,NA
EMU,2016,NA
EMU,2017,NA
EMU,2018,NA
EMU,2019,NA
EMU,2020,NA
EMU,2021,NA
EMU,2022,4.1888917956196785
EMU,2023,NA
EMU,2024,NA
ERI,2000,0.045
ERI,2001,0.041
ERI,2002,0.055
ERI,2003,0.042
ERI,2004,0.055
ERI,2005,0.046
ERI,2006,0.05
ERI,2007,0.045
ERI,2008,0.045
ERI,2009,0.044
ERI,2010,0.044
ERI,2011,0.045
ERI,2012,0.05
ERI,2013,0.056
ERI,2014,0.066
ERI,2015,0.068
ERI,2016,0.072
ERI,2017,0.071
ERI,2018,0.088
ERI,2019,0.077
ERI,2020,0.088
ERI,2021,0.085
ERI,2022,0.088
ERI,2023,NA
ERI,2024,NA
ESP,2000,3.101
ESP,2001,3.106
ESP,2002,3.105
ESP,2003,3.2
ESP,2004,3.419
ESP,2005,3.521
ESP,2006,3.601
ESP,2007,3.538
ESP,2008,3.523
ESP,2009,3.577
ESP,2010,3.737
ESP,2011,3.814
ESP,2012,3.804
ESP,2013,3.791
ESP,2014,3.781
ESP,2015,3.826
ESP,2016,3.803
ESP,2017,3.854
ESP,2018,3.996
ESP,2019,4.376
ESP,2020,4.546
ESP,2021,4.457
ESP,2022,4.294
ESP,2023,NA
ESP,2024,NA
EST,2000,2.942
EST,2001,2.783
EST,2002,2.964
EST,2003,2.996
EST,2004,3.023
EST,2005,3.142
EST,2006,3.182
EST,2007,3.26
EST,2008,3.342
EST,2009,3.281
EST,2010,3.244
EST,2011,3.294
EST,2012,3.284
EST,2013,3.335
EST,2014,3.361
EST,2015,3.417
EST,2016,3.457
EST,2017,3.468
EST,2018,3.483
EST,2019,3.469
EST,2020,3.479
EST,2021,3.43
EST,2022,3.469
EST,2023,NA
EST,2024,NA
ETH,2000,0.021
ETH,2001,0.028
ETH,2002,0.029
ETH,2003,0.026
ETH,2004,0.026
ETH,2005,0.031
ETH,2006,0.026
ETH,2007,0.022
ETH,2008,0.024
ETH,2009,0.025
ETH,2010,NA
ETH,2011,NA
ETH,2012,NA
ETH,2013,NA
ETH,2014,NA
ETH,2015,NA
ETH,2016,NA
ETH,2017,NA
ETH,2018,0.075
ETH,2019,0.089
ETH,2020,0.102
ETH,2021,0.1
ETH,2022,0.105
ETH,2023,0.143
ETH,2024,NA
EUU,2000,3.0674920930879344
EUU,2001,NA
EUU,2002,NA
EUU,2003,NA
EUU,2004,NA
EUU,2005,NA
EUU,2006,NA
EUU,2007,NA
EUU,2008,NA
EUU,2009,NA
EUU,2010,3.4734978536935306
EUU,2011,NA
EUU,2012,NA
EUU,2013,NA
EUU,2014,NA
EUU,2015,NA
EUU,2016,NA
EUU,2017,NA
EUU,2018,NA
EUU,2019,NA
EUU,2020,NA
EUU,2021,NA
EUU,2022,4.15125312082381
EUU,2023,NA
EUU,2024,NA
FCS,2000,0.6103370362933489
FCS,2001,NA
FCS,2002,NA
FCS,2003,NA
FCS,2004,NA
FCS,2005,NA
FCS,2006,NA
FCS,2007,NA
FCS,2008,NA
FCS,2009,NA
FCS,2010,0.49667688318087255
FCS,2011,NA
FCS,2012,NA
FCS,2013,NA
FCS,2014,NA
FCS,2015,NA
FCS,2016,NA
FCS,2017,NA
FCS,2018,NA
FCS,2019,NA
FCS,2020,NA
FCS,2021,NA
FCS,2022,0.5275140092264098
FCS,2023,NA
FCS,2024,NA
FIN,2000,2.499
FIN,2001,2.5
FIN,2002,2.527
FIN,2003,2.564
FIN,2004,3.653
FIN,2005,3.674
FIN,2006,3.691
FIN,2007,3.729
FIN,2008,3.742
FIN,2009,3.775
FIN,2010,3.44
FIN,2011,3.543
FIN,2012,3.556
FIN,2013,3.386
FIN,2014,3.448
FIN,2015,3.421
FIN,2016,3.42
FIN,2017,3.437
FIN,2018,3.463
FIN,2019,3.566
FIN,2020,3.61
FIN,2021,3.609
FIN,2022,NA
FIN,2023,NA
FIN,2024,NA
FJI,2000,NA
FJI,2001,NA
FJI,2002,NA
FJI,2003,0.439
FJI,2004,NA
FJI,2005,NA
FJI,2006,NA
FJI,2007,NA
FJI,2008,0.373
FJI,2009,0.41
FJI,2010,NA
FJI,2011,NA
FJI,2012,NA
FJI,2013,0.77
FJI,2014,NA
FJI,2015,0.813
FJI,2016,NA
FJI,2017,NA
FJI,2018,NA
FJI,2019,NA
FJI,2020,NA
FJI,2021,NA
FJI,2022,NA
FJI,2023,NA
FJI,2024,NA
FRA,2000,3.328
FRA,2001,3.358
FRA,2002,3.381
FRA,2003,3.396
FRA,2004,3.413
FRA,2005,3.413
FRA,2006,3.406
FRA,2007,3.388
FRA,2008,3.385
FRA,2009,3.339
FRA,2010,3.345
FRA,2011,3.124
FRA,2012,3.139
FRA,2013,3.156
FRA,2014,3.169
FRA,2015,3.184
FRA,2016,3.2
FRA,2017,3.217
FRA,2018,3.214
FRA,2019,3.243
FRA,2020,3.252
FRA,2021,3.264
FRA,2022,3.281
FRA,2023,NA
FRA,2024,NA
FRO,2000,NA
FRO,2001,NA
FRO,2002,NA
FRO,2003,NA
FRO,2004,NA
FRO,2005,NA
FRO,2006,NA
FRO,2007,NA
FRO,2008,NA
FRO,2009,NA
FRO,2010,NA
FRO,2011,NA
FRO,2012,NA
FRO,2013,NA
FRO,2014,NA
FRO,2015,NA
FRO,2016,NA
FRO,2017,NA
FRO,2018,NA
FRO,2019,NA
FRO,2020,NA
FRO,2021,NA
FRO,2022,NA
FRO,2023,NA
FRO,2024,NA
FSM,2000,0.571
FSM,2001,NA
FSM,2002,NA
FSM,2003,0.534
FSM,2004,NA
FSM,2005,0.557
FSM,2006,NA
FSM,2007,NA
FSM,2008,0.588
FSM,2009,0.1942
FSM,2010,NA
FSM,2011,NA
FSM,2012,0.667
FSM,2013,NA
FSM,2014,NA
FSM,2015,NA
FSM,2016,NA
FSM,2017,NA
FSM,2018,NA
FSM,2019,0.762
FSM,2020,0.974
FSM,2021,NA
FSM,2022,NA
FSM,2023,NA
FSM,2024,NA
GAB,2000,NA
GAB,2001,NA
GAB,2002,NA
GAB,2003,NA
GAB,2004,0.278
GAB,2005,NA
GAB,2006,NA
GAB,2007,NA
GAB,2008,0.0968
GAB,2009,NA
GAB,2010,NA
GAB,2011,NA
GAB,2012,NA
GAB,2013,NA
GAB,2014,NA
GAB,2015,NA
GAB,2016,0.34
GAB,2017,0.653
GAB,2018,0.618
GAB,2019,0.603
GAB,2020,0.586
GAB,2021,NA
GAB,2022,0.521
GAB,2023,NA
GAB,2024,NA
GBR,2000,1.987
GBR,2001,2.036
GBR,2002,2.107
GBR,2003,2.194
GBR,2004,2.324
GBR,2005,2.4
GBR,2006,2.45
GBR,2007,2.481
GBR,2008,2.559
GBR,2009,2.642
GBR,2010,2.645
GBR,2011,2.682
GBR,2012,2.69
GBR,2013,2.702
GBR,2014,2.738
GBR,2015,2.767
GBR,2016,2.773
GBR,2017,2.802
GBR,2018,2.828
GBR,2019,2.932
GBR,2020,3.028
GBR,2021,3.16
GBR,2022,3.143
GBR,2023,3.301
GBR,2024,NA
GEO,2000,3.867
GEO,2001,3.793
GEO,2002,3.928
GEO,2003,3.97
GEO,2004,3.96
GEO,2005,3.991
GEO,2006,4.055
GEO,2007,4.099
GEO,2008,4.205
GEO,2009,4.438
GEO,2010,4.679
GEO,2011,4.747
GEO,2012,4.75
GEO,2013,4.799
GEO,2014,5.081
GEO,2015,5.313
GEO,2016,6.351
GEO,2017,6.478
GEO,2018,7.51
GEO,2019,7.452
GEO,2020,5.121
GEO,2021,5.287
GEO,2022,5.538
GEO,2023,5.642
GEO,2024,NA
GHA,2000,NA
GHA,2001,NA
GHA,2002,0.09
GHA,2003,NA
GHA,2004,0.148
GHA,2005,NA
GHA,2006,NA
GHA,2007,0.07
GHA,2008,0.077
GHA,2009,0.082
GHA,2010,0.091
GHA,2011,0.095
GHA,2012,0.093
GHA,2013,0.1
GHA,2014,0.108
GHA,2015,0.114
GHA,2016,0.123
GHA,2017,0.089
GHA,2018,0.144
GHA,2019,0.104
GHA,2020,0.166
GHA,2021,0.128
GHA,2022,0.143
GHA,2023,0.266
GHA,2024,NA
GIB,2000,NA
GIB,2001,NA
GIB,2002,NA
GIB,2003,NA
GIB,2004,NA
GIB,2005,NA
GIB,2006,NA
GIB,2007,NA
GIB,2008,NA
GIB,2009,NA
GIB,2010,NA
GIB,2011,NA
GIB,2012,NA
GIB,2013,NA
GIB,2014,NA
GIB,2015,NA
GIB,2016,NA
GIB,2017,NA
GIB,2018,NA
GIB,2019,NA
GIB,2020,NA
GIB,2021,NA
GIB,2022,NA
GIB,2023,NA
GIB,2024,NA
GIN,2000,0.091
GIN,2001,NA
GIN,2002,NA
GIN,2003,NA
GIN,2004,0.109
GIN,2005,0.102
GIN,2006,NA
GIN,2007,NA
GIN,2008,NA
GIN,2009,NA
GIN,2010,NA
GIN,2011,NA
GIN,2012,NA
GIN,2013,NA
GIN,2014,0.161
GIN,2015,0.083
GIN,2016,0.081
GIN,2017,NA
GIN,2018,0.219
GIN,2019,NA
GIN,2020,NA
GIN,2021,NA
GIN,2022,0.21
GIN,2023,NA
GIN,2024,NA
GMB,2000,NA
GMB,2001,NA
GMB,2002,NA
GMB,2003,0.099
GMB,2004,0.102
GMB,2005,0.1
GMB,2006,0.102
GMB,2007,0.09
GMB,2008,0.096
GMB,2009,NA
GMB,2010,NA
GMB,2011,NA
GMB,2012,NA
GMB,2013,NA
GMB,2014,NA
GMB,2015,0.096
GMB,2016,NA
GMB,2017,0.099
GMB,2018,0.124
GMB,2019,0.077
GMB,2020,0.078
GMB,2021,0.104
GMB,2022,0.104
GMB,2023,0.09
GMB,2024,NA
GNB,2000,NA
GNB,2001,NA
GNB,2002,NA
GNB,2003,NA
GNB,2004,0.139
GNB,2005,NA
GNB,2006,NA
GNB,2007,NA
GNB,2008,0.052
GNB,2009,0.081
GNB,2010,NA
GNB,2011,0.062
GNB,2012,NA
GNB,2013,NA
GNB,2014,NA
GNB,2015,0.198
GNB,2016,0.1
GNB,2017,NA
GNB,2018,0.301
GNB,2019,NA
GNB,2020,0.191
GNB,2021,0.22
GNB,2022,0.252
GNB,2023,NA
GNB,2024,NA
GNQ,2000,NA
GNQ,2001,NA
GNQ,2002,NA
GNQ,2003,NA
GNQ,2004,0.17
GNQ,2005,NA
GNQ,2006,NA
GNQ,2007,NA
GNQ,2008,NA
GNQ,2009,NA
GNQ,2010,NA
GNQ,2011,NA
GNQ,2012,NA
GNQ,2013,NA
GNQ,2014,NA
GNQ,2015,NA
GNQ,2016,NA
GNQ,2017,0.325
GNQ,2018,NA
GNQ,2019,NA
GNQ,2020,NA
GNQ,2021,NA
GNQ,2022,0.153
GNQ,2023,NA
GNQ,2024,NA
GRC,2000,4.382
GRC,2001,4.422
GRC,2002,4.623
GRC,2003,4.783
GRC,2004,4.928
GRC,2005,5.059
GRC,2006,5.41
GRC,2007,5.632
GRC,2008,5.71
GRC,2009,5.791
GRC,2010,5.756
GRC,2011,5.774
GRC,2012,5.778
GRC,2013,5.811
GRC,2014,5.867
GRC,2015,5.902
GRC,2016,6.122
GRC,2017,6.067
GRC,2018,6.105
GRC,2019,6.163
GRC,2020,6.186
GRC,2021,6.366
GRC,2022,6.576
GRC,2023,NA
GRC,2024,NA
GRD,2000,0.54
GRD,2001,0.537
GRD,2002,0.535
GRD,2003,0.533
GRD,2004,NA
GRD,2005,NA
GRD,2006,0.627
GRD,2007,NA
GRD,2008,NA
GRD,2009,NA
GRD,2010,NA
GRD,2011,NA
GRD,2012,NA
GRD,2013,NA
GRD,2014,NA
GRD,2015,NA
GRD,2016,NA
GRD,2017,1.352
GRD,2018,1.383
GRD,2019,NA
GRD,2020,NA
GRD,2021,NA
GRD,2022,NA
GRD,2023,NA
GRD,2024,NA
GRL,2000,NA
GRL,2001,NA
GRL,2002,NA
GRL,2003,NA
GRL,2004,NA
GRL,2005,NA
GRL,2006,NA
GRL,2007,NA
GRL,2008,NA
GRL,2009,NA
GRL,2010,NA
GRL,2011,NA
GRL,2012,NA
GRL,2013,NA
GRL,2014,NA
GRL,2015,NA
GRL,2016,NA
GRL,2017,NA
GRL,2018,NA
GRL,2019,NA
GRL,2020,NA
GRL,2021,NA
GRL,2022,NA
GRL,2023,NA
GRL,2024,NA
GTM,2000,NA
GTM,2001,NA
GTM,2002,NA
GTM,2003,NA
GTM,2004,NA
GTM,2005,NA
GTM,2006,NA
GTM,2007,NA
GTM,2008,NA
GTM,2009,0.91
GTM,2010,NA
GTM,2011,NA
GTM,2012,NA
GTM,2013,NA
GTM,2014,NA
GTM,2015,NA
GTM,2016,NA
GTM,2017,0.286
GTM,2018,0.363
GTM,2019,NA
GTM,2020,1.281
GTM,2021,NA
GTM,2022,NA
GTM,2023,NA
GTM,2024,NA
GUM,2000,NA
GUM,2001,NA
GUM,2002,NA
GUM,2003,NA
GUM,2004,NA
GUM,2005,NA
GUM,2006,NA
GUM,2007,NA
GUM,2008,NA
GUM,2009,NA
GUM,2010,NA
GUM,2011,NA
GUM,2012,NA
GUM,2013,NA
GUM,2014,NA
GUM,2015,NA
GUM,2016,NA
GUM,2017,NA
GUM,2018,NA
GUM,2019,NA
GUM,2020,NA
GUM,2021,NA
GUM,2022,NA
GUM,2023,NA
GUM,2024,NA
GUY,2000,0.479
GUY,2001,NA
GUY,2002,NA
GUY,2003,NA
GUY,2004,NA
GUY,2005,NA
GUY,2006,NA
GUY,2007,NA
GUY,2008,NA
GUY,2009,0.214
GUY,2010,0.687
GUY,2011,NA
GUY,2012,NA
GUY,2013,NA
GUY,2014,NA
GUY,2015,NA
GUY,2016,NA
GUY,2017,NA
GUY,2018,1.79
GUY,2019,NA
GUY,2020,1.387
GUY,2021,NA
GUY,2022,NA
GUY,2023,NA
GUY,2024,NA
HIC,2000,2.788564942988182
HIC,2001,NA
HIC,2002,NA
HIC,2003,NA
HIC,2004,NA
HIC,2005,NA
HIC,2006,NA
HIC,2007,NA
HIC,2008,NA
HIC,2009,NA
HIC,2010,3.2374313173357505
HIC,2011,NA
HIC,2012,NA
HIC,2013,NA
HIC,2014,NA
HIC,2015,NA
HIC,2016,NA
HIC,2017,NA
HIC,2018,NA
HIC,2019,NA
HIC,2020,NA
HIC,2021,NA
HIC,2022,3.7818027672656056
HIC,2023,NA
HIC,2024,NA
HKG,2000,NA
HKG,2001,NA
HKG,2002,NA
HKG,2003,NA
HKG,2004,NA
HKG,2005,NA
HKG,2006,NA
HKG,2007,NA
HKG,2008,NA
HKG,2009,NA
HKG,2010,NA
HKG,2011,NA
HKG,2012,NA
HKG,2013,NA
HKG,2014,NA
HKG,2015,NA
HKG,2016,NA
HKG,2017,NA
HKG,2018,NA
HKG,2019,NA
HKG,2020,NA
HKG,2021,NA
HKG,2022,NA
HKG,2023,NA
HKG,2024,NA
HND,2000,0.559
HND,2001,NA
HND,2002,NA
HND,2003,NA
HND,2004,NA
HND,2005,0.358
HND,2006,NA
HND,2007,NA
HND,2008,NA
HND,2009,NA
HND,2010,0.293
HND,2011,NA
HND,2012,NA
HND,2013,NA
HND,2014,NA
HND,2015,NA
HND,2016,0.589
HND,2017,0.304
HND,2018,NA
HND,2019,NA
HND,2020,0.489
HND,2021,NA
HND,2022,NA
HND,2023,NA
HND,2024,NA
HPC,2000,0.11247938293800366
HPC,2001,NA
HPC,2002,NA
HPC,2003,NA
HPC,2004,NA
HPC,2005,NA
HPC,2006,NA
HPC,2007,NA
HPC,2008,NA
HPC,2009,NA
HPC,2010,0.106407444908056
HPC,2011,NA
HPC,2012,NA
HPC,2013,NA
HPC,2014,NA
HPC,2015,NA
HPC,2016,NA
HPC,2017,NA
HPC,2018,NA
HPC,2019,NA
HPC,2020,NA
HPC,2021,NA
HPC,2022,0.20020266562935649
HPC,2023,NA
HPC,2024,NA
HRV,2000,2.413
HRV,2001,2.453
HRV,2002,2.459
HRV,2003,2.512
HRV,2004,2.574
HRV,2005,2.573
HRV,2006,2.607
HRV,2007,2.734
HRV,2008,2.735
HRV,2009,2.741
HRV,2010,2.861
HRV,2011,2.918
HRV,2012,2.999
HRV,2013,3.042
HRV,2014,3.153
HRV,2015,3.21
HRV,2016,3.265
HRV,2017,3.404
HRV,2018,3.497
HRV,2019,3.59
HRV,2020,3.606
HRV,2021,3.734
HRV,2022,3.909
HRV,2023,NA
HRV,2024,NA
HTI,2000,NA
HTI,2001,NA
HTI,2002,NA
HTI,2003,NA
HTI,2004,NA
HTI,2005,NA
HTI,2006,NA
HTI,2007,NA
HTI,2008,NA
HTI,2009,NA
HTI,2010,NA
HTI,2011,0.14
HTI,2012,NA
HTI,2013,0.234
HTI,2014,NA
HTI,2015,0.087
HTI,2016,NA
HTI,2017,NA
HTI,2018,0.238
HTI,2019,NA
HTI,2020,NA
HTI,2021,NA
HTI,2022,0.292
HTI,2023,NA
HTI,2024,NA
HUN,2000,3.012
HUN,2001,3.255
HUN,2002,3.679
HUN,2003,3.783
HUN,2004,3.344
HUN,2005,2.787
HUN,2006,3.042
HUN,2007,2.809
HUN,2008,3.097
HUN,2009,3.027
HUN,2010,2.875
HUN,2011,2.966
HUN,2012,3.09
HUN,2013,3.21
HUN,2014,3.325
HUN,2015,3.098
HUN,2016,3.212
HUN,2017,3.326
HUN,2018,3.384
HUN,2019,3.494
HUN,2020,3.14
HUN,2021,3.299
HUN,2022,3.456
HUN,2023,NA
HUN,2024,NA
IBD,2000,NA
IBD,2001,NA
IBD,2002,NA
IBD,2003,NA
IBD,2004,NA
IBD,2005,NA
IBD,2006,NA
IBD,2007,NA
IBD,2008,NA
IBD,2009,NA
IBD,2010,1.5990669383076368
IBD,2011,NA
IBD,2012,NA
IBD,2013,NA
IBD,2014,NA
IBD,2015,NA
IBD,2016,NA
IBD,2017,NA
IBD,2018,NA
IBD,2019,NA
IBD,2020,NA
IBD,2021,NA
IBD,2022,1.9404641297458451
IBD,2023,NA
IBD,2024,NA
IBT,2000,1.2144225019894688
IBT,2001,NA
IBT,2002,NA
IBT,2003,NA
IBT,2004,NA
IBT,2005,NA
IBT,2006,NA
IBT,2007,NA
IBT,2008,NA
IBT,2009,NA
IBT,2010,1.2048711907490948
IBT,2011,NA
IBT,2012,NA
IBT,2013,NA
IBT,2014,NA
IBT,2015,NA
IBT,2016,NA
IBT,2017,NA
IBT,2018,NA
IBT,2019,NA
IBT,2020,NA
IBT,2021,NA
IBT,2022,1.5510701444107469
IBT,2023,NA
IBT,2024,NA
IDA,2000,0.352519116020521
IDA,2001,NA
IDA,2002,NA
IDA,2003,NA
IDA,2004,NA
IDA,2005,NA
IDA,2006,NA
IDA,2007,NA
IDA,2008,NA
IDA,2009,NA
IDA,2010,0.3746299091496531
IDA,2011,NA
IDA,2012,NA
IDA,2013,NA
IDA,2014,NA
IDA,2015,NA
IDA,2016,NA
IDA,2017,NA
IDA,2018,NA
IDA,2019,NA
IDA,2020,NA
IDA,2021,NA
IDA,2022,0.511390512085274
IDA,2023,NA
IDA,2024,NA
IDB,2000,0.5795786229213634
IDB,2001,NA
IDB,2002,NA
IDB,2003,NA
IDB,2004,NA
IDB,2005,NA
IDB,2006,NA
IDB,2007,NA
IDB,2008,NA
IDB,2009,NA
IDB,2010,0.5777970981850828
IDB,2011,NA
IDB,2012,NA
IDB,2013,NA
IDB,2014,NA
IDB,2015,NA
IDB,2016,NA
IDB,2017,NA
IDB,2018,NA
IDB,2019,NA
IDB,2020,NA
IDB,2021,NA
IDB,2022,0.7654228481108409
IDB,2023,NA
IDB,2024,NA
IDN,2000,NA
IDN,2001,NA
