iso3,year,physicians_per_1000
IDN,2002,NA
IDN,2003,0.131
IDN,2004,NA
IDN,2005,NA
IDN,2006,NA
IDN,2007,NA
IDN,2008,NA
IDN,2009,0.259
IDN,2010,0.239
IDN,2011,NA
IDN,2012,0.197
IDN,2013,NA
IDN,2014,NA
IDN,2015,0.27
IDN,2016,NA
IDN,2017,0.373
IDN,2018,0.421
IDN,2019,0.462
IDN,2020,0.62
IDN,2021,0.688
IDN,2022,0.681
IDN,2023,0.524
IDN,2024,NA
IDX,2000,0.21596960069369914
IDX,2001,NA
IDX,2002,NA
IDX,2003,NA
IDX,2004,NA
IDX,2005,NA
IDX,2006,NA
IDX,2007,NA
IDX,2008,NA
IDX,2009,NA
IDX,2010,0.2594126542053724
IDX,2011,NA
IDX,2012,NA
IDX,2013,NA
IDX,2014,NA
IDX,2015,NA
IDX,2016,NA
IDX,2017,NA
IDX,2018,NA
IDX,2019,NA
IDX,2020,NA
IDX,2021,NA
IDX,2022,0.37301548892929237
IDX,2023,NA
IDX,2024,NA
IMN,2000,NA
IMN,2001,NA
IMN,2002,NA
IMN,2003,NA
IMN,2004,NA
IMN,2005,NA
IMN,2006,NA
IMN,2007,NA
IMN,2008,NA
IMN,2009,NA
IMN,2010,1.449
IMN,2011,NA
IMN,2012,NA
IMN,2013,NA
IMN,2014,NA
IMN,2015,NA
IMN,2016,NA
IMN,2017,NA
IMN,2018,NA
IMN,2019,NA
IMN,2020,NA
IMN,2021,NA
IMN,2022,NA
IMN,2023,NA
IMN,2024,NA
IND,2000,NA
IND,2001,NA
IND,2002,NA
IND,2003,NA
IND,2004,NA
IND,2005,NA
IND,2006,NA
IND,2007,NA
IND,2008,NA
IND,2009,NA
IND,2010,NA
IND,2011,NA
IND,2012,NA
IND,2013,NA
IND,2014,0.715
IND,2015,0.723
IND,2016,0.748
IND,2017,0.766
IND,2018,0.84
IND,2019,0.889
IND,2020,0.723
IND,2021,NA
IND,2022,NA
IND,2023,NA
IND,2024,NA
INX,2000,NA
INX,2001,NA
INX,2002,NA
INX,2003,NA
INX,2004,NA
INX,2005,NA
INX,2006,NA
INX,2007,NA
INX,2008,NA
INX,2009,NA
INX,2010,NA
INX,2011,NA
INX,2012,NA
INX,2013,NA
INX,2014,NA
INX,2015,NA
INX,2016,NA
INX,2017,NA
INX,2018,NA
INX,2019,NA
INX,2020,NA
INX,2021,NA
INX,2022,NA
INX,2023,NA
INX,2024,NA
IRL,2000,2.219
IRL,2001,2.373
IRL,2002,2.404
IRL,2003,2.572
IRL,2004,2.74
IRL,2005,3.531
IRL,2006,3.631
IRL,2007,3.838
IRL,2008,3.952
IRL,2009,4.004
IRL,2010,4.128
IRL,2011,4.104
IRL,2012,3.949
IRL,2013,3.927
IRL,2014,3.012
IRL,2015,3.119
IRL,2016,3.193
IRL,2017,3.256
IRL,2018,3.276
IRL,2019,3.317
IRL,2020,3.458
IRL,2021,4.028
IRL,2022,3.362
IRL,2023,3.875
IRL,2024,NA
IRN,2000,NA
IRN,2001,NA
IRN,2002,NA
IRN,2003,NA
IRN,2004,0.865
IRN,2005,0.861
IRN,2006,0.515
IRN,2007,NA
IRN,2008,NA
IRN,2009,NA
IRN,2010,NA
IRN,2011,NA
IRN,2012,NA
IRN,2013,NA
IRN,2014,1.43
IRN,2015,1.095
IRN,2016,NA
IRN,2017,1.071
IRN,2018,1.505
IRN,2019,NA
IRN,2020,NA
IRN,2021,NA
IRN,2022,NA
IRN,2023,1.811
IRN,2024,NA
IRQ,2000,NA
IRQ,2001,0.543
IRQ,2002,NA
IRQ,2003,NA
IRQ,2004,0.658
IRQ,2005,0.66
IRQ,2006,NA
IRQ,2007,0.528
IRQ,2008,NA
IRQ,2009,NA
IRQ,2010,0.636
IRQ,2011,NA
IRQ,2012,NA
IRQ,2013,NA
IRQ,2014,0.823
IRQ,2015,0.718
IRQ,2016,0.707
IRQ,2017,0.8
IRQ,2018,0.676
IRQ,2019,0.881
IRQ,2020,0.923
IRQ,2021,0.983
IRQ,2022,1.022
IRQ,2023,NA
IRQ,2024,NA
ISL,2000,3.441
ISL,2001,3.473
ISL,2002,3.578
ISL,2003,3.615
ISL,2004,4.192
ISL,2005,3.612
ISL,2006,3.603
ISL,2007,3.612
ISL,2008,3.641
ISL,2009,3.647
ISL,2010,3.589
ISL,2011,3.504
ISL,2012,3.56
ISL,2013,3.606
ISL,2014,3.643
ISL,2015,3.773
ISL,2016,3.85
ISL,2017,3.872
ISL,2018,3.891
ISL,2019,3.892
ISL,2020,4.318
ISL,2021,4.377
ISL,2022,4.44
ISL,2023,4.373
ISL,2024,NA
ISR,2000,3.697
ISR,2001,3.693
ISR,2002,3.698
ISR,2003,3.699
ISR,2004,3.67
ISR,2005,3.626
ISR,2006,3.593
ISR,2007,3.558
ISR,2008,3.52
ISR,2009,3.526
ISR,2010,3.515
ISR,2011,3.52
ISR,2012,3.503
ISR,2013,3.472
ISR,2014,3.442
ISR,2015,3.431
ISR,2016,3.422
ISR,2017,3.43
ISR,2018,3.477
ISR,2019,3.521
ISR,2020,3.567
ISR,2021,3.636
ISR,2022,3.686
ISR,2023,3.797
ISR,2024,NA
ITA,2000,3.424
ITA,2001,3.487
ITA,2002,9.344
ITA,2003,3.604
ITA,2004,3.667
ITA,2005,3.687
ITA,2006,3.685
ITA,2007,3.752
ITA,2008,3.74
ITA,2009,3.739
ITA,2010,3.763
ITA,2011,3.835
ITA,2012,3.81
ITA,2013,3.873
ITA,2014,3.888
ITA,2015,3.848
ITA,2016,3.963
ITA,2017,3.999
ITA,2018,3.987
ITA,2019,4.024
ITA,2020,3.97
ITA,2021,4.064
ITA,2022,4.191
ITA,2023,NA
ITA,2024,NA
JAM,2000,NA
JAM,2001,NA
JAM,2002,NA
JAM,2003,0.848
JAM,2004,NA
JAM,2005,NA
JAM,2006,NA
JAM,2007,NA
JAM,2008,0.405
JAM,2009,NA
JAM,2010,NA
JAM,2011,NA
JAM,2012,0.363
JAM,2013,0.48
JAM,2014,0.391
JAM,2015,0.428
JAM,2016,0.471
JAM,2017,NA
JAM,2018,0.548
JAM,2019,NA
JAM,2020,NA
JAM,2021,NA
JAM,2022,NA
JAM,2023,0.46
JAM,2024,NA
JOR,2000,1.778
JOR,2001,1.933
JOR,2002,2.086
JOR,2003,2.155
JOR,2004,1.938
JOR,2005,2.141
JOR,2006,2.136
JOR,2007,2.238
JOR,2008,2.085
JOR,2009,2.055
JOR,2010,2.222
JOR,2011,NA
JOR,2012,NA
JOR,2013,2.34
JOR,2014,2.236
JOR,2015,2.726
JOR,2016,NA
JOR,2017,2.222
JOR,2018,NA
JOR,2019,2.519
JOR,2020,NA
JOR,2021,NA
JOR,2022,2.851
JOR,2023,NA
JOR,2024,NA
JPN,2000,1.931
JPN,2001,NA
JPN,2002,1.976
JPN,2003,NA
JPN,2004,2.029
JPN,2005,NA
JPN,2006,2.082
JPN,2007,NA
JPN,2008,2.146
JPN,2009,NA
JPN,2010,2.212
JPN,2011,NA
JPN,2012,2.283
JPN,2013,NA
JPN,2014,2.354
JPN,2015,NA
JPN,2016,2.423
JPN,2017,NA
JPN,2018,2.485
JPN,2019,NA
JPN,2020,2.592
JPN,2021,NA
JPN,2022,2.649
JPN,2023,NA
JPN,2024,NA
KAZ,2000,3.158
KAZ,2001,3.293
KAZ,2002,3.427
KAZ,2003,3.468
KAZ,2004,3.455
KAZ,2005,3.476
KAZ,2006,3.572
KAZ,2007,3.53
KAZ,2008,3.588
KAZ,2009,3.65
KAZ,2010,3.791
KAZ,2011,3.815
KAZ,2012,3.786
KAZ,2013,3.832
KAZ,2014,3.865
KAZ,2015,3.726
KAZ,2016,3.707
KAZ,2017,3.6
KAZ,2018,3.531
KAZ,2019,3.62
KAZ,2020,3.663
KAZ,2021,3.711
KAZ,2022,3.719
KAZ,2023,3.754
KAZ,2024,NA
KEN,2000,NA
KEN,2001,NA
KEN,2002,0.138
KEN,2003,NA
KEN,2004,NA
KEN,2005,NA
KEN,2006,NA
KEN,2007,NA
KEN,2008,0.169
KEN,2009,0.171
KEN,2010,0.171
KEN,2011,0.177
KEN,2012,0.184
KEN,2013,0.193
KEN,2014,0.199
KEN,2015,NA
KEN,2016,NA
KEN,2017,NA
KEN,2018,0.16
KEN,2019,NA
KEN,2020,0.074
KEN,2021,0.098
KEN,2022,0.236
KEN,2023,0.289
KEN,2024,NA
KGZ,2000,1.803
KGZ,2001,1.745
KGZ,2002,2.017
KGZ,2003,2.081
KGZ,2004,1.984
KGZ,2005,2.02
KGZ,2006,1.958
KGZ,2007,1.886
KGZ,2008,1.892
KGZ,2009,1.88
KGZ,2010,1.871
KGZ,2011,1.897
KGZ,2012,1.878
KGZ,2013,1.87
KGZ,2014,1.837
KGZ,2015,1.846
KGZ,2016,1.853
KGZ,2017,1.835
KGZ,2018,1.787
KGZ,2019,1.759
KGZ,2020,1.692
KGZ,2021,1.651
KGZ,2022,1.6
KGZ,2023,1.568
KGZ,2024,NA
KHM,2000,0.164
KHM,2001,NA
KHM,2002,NA
KHM,2003,NA
KHM,2004,NA
KHM,2005,NA
KHM,2006,NA
KHM,2007,NA
KHM,2008,0.241
KHM,2009,0.235
KHM,2010,0.227
KHM,2011,0.224
KHM,2012,0.163
KHM,2013,0.14
KHM,2014,0.167
KHM,2015,0.15
KHM,2016,0.197
KHM,2017,0.195
KHM,2018,0.211
KHM,2019,0.211
KHM,2020,NA
KHM,2021,NA
KHM,2022,NA
KHM,2023,NA
KHM,2024,NA
KIR,2000,NA
KIR,2001,NA
KIR,2002,NA
KIR,2003,NA
KIR,2004,NA
KIR,2005,NA
KIR,2006,NA
KIR,2007,NA
KIR,2008,0.24
KIR,2009,NA
KIR,2010,0.377
KIR,2011,0.136
KIR,2012,NA
KIR,2013,0.193
KIR,2014,NA
KIR,2015,NA
KIR,2016,NA
KIR,2017,NA
KIR,2018,NA
KIR,2019,NA
KIR,2020,NA
KIR,2021,NA
KIR,2022,NA
KIR,2023,NA
KIR,2024,NA
KNA,2000,NA
KNA,2001,1.07
KNA,2002,NA
KNA,2003,NA
KNA,2004,NA
KNA,2005,NA
KNA,2006,NA
KNA,2007,NA
KNA,2008,NA
KNA,2009,NA
KNA,2010,NA
KNA,2011,NA
KNA,2012,NA
KNA,2013,NA
KNA,2014,NA
KNA,2015,2.909
KNA,2016,NA
KNA,2017,NA
KNA,2018,3.085
KNA,2019,NA
KNA,2020,NA
KNA,2021,NA
KNA,2022,NA
KNA,2023,NA
KNA,2024,NA
KOR,2000,1.302
KOR,2001,1.397
KOR,2002,1.5
KOR,2003,1.579
KOR,2004,1.577
KOR,2005,1.637
KOR,2006,1.701
KOR,2007,1.753
KOR,2008,1.872
KOR,2009,1.95
KOR,2010,2.016
KOR,2011,2.063
KOR,2012,2.099
KOR,2013,2.175
KOR,2014,2.21
KOR,2015,2.242
KOR,2016,2.29
KOR,2017,2.343
KOR,2018,2.386
KOR,2019,2.458
KOR,2020,2.507
KOR,2021,2.517
KOR,2022,2.61
KOR,2023,NA
KOR,2024,NA
KWT,2000,NA
KWT,2001,NA
KWT,2002,NA
KWT,2003,1.9
KWT,2004,1.5
KWT,2005,1.8
KWT,2006,1.46
KWT,2007,1.879
KWT,2008,1.884
KWT,2009,1.91
KWT,2010,2.47
KWT,2011,2.484
KWT,2012,2.475
KWT,2013,2.547
KWT,2014,2.67
KWT,2015,2.647
KWT,2016,2.106
KWT,2017,2.106
KWT,2018,2.03
KWT,2019,2.087
KWT,2020,2.273
KWT,2021,NA
KWT,2022,NA
KWT,2023,NA
KWT,2024,NA
LAC,2000,1.6110013495388786
LAC,2001,NA
LAC,2002,NA
LAC,2003,NA
LAC,2004,NA
LAC,2005,NA
LAC,2006,NA
LAC,2007,NA
LAC,2008,NA
LAC,2009,NA
LAC,2010,2.006525443493776
LAC,2011,NA
LAC,2012,NA
LAC,2013,NA
LAC,2014,NA
LAC,2015,NA
LAC,2016,NA
LAC,2017,NA
LAC,2018,NA
LAC,2019,NA
LAC,2020,NA
LAC,2021,NA
LAC,2022,2.584850462740828
LAC,2023,NA
LAC,2024,NA
LAO,2000,0.279
LAO,2001,NA
LAO,2002,NA
LAO,2003,NA
LAO,2004,0.346
LAO,2005,0.267
LAO,2006,NA
LAO,2007,NA
LAO,2008,NA
LAO,2009,0.197
LAO,2010,0.332
LAO,2011,NA
LAO,2012,0.321
LAO,2013,0.326
LAO,2014,0.377
LAO,2015,0.4
LAO,2016,0.371
LAO,2017,0.44
LAO,2018,0.361
LAO,2019,0.363
LAO,2020,0.356
LAO,2021,0.325
LAO,2022,0.331
LAO,2023,NA
LAO,2024,NA
LBN,2000,NA
LBN,2001,2.614
LBN,2002,NA
LBN,2003,NA
LBN,2004,NA
LBN,2005,NA
LBN,2006,2.475
LBN,2007,2.309
LBN,2008,NA
LBN,2009,NA
LBN,2010,2.298
LBN,2011,2.675
LBN,2012,NA
LBN,2013,2.315
LBN,2014,2.045
LBN,2015,2.123
LBN,2016,2.136
LBN,2017,2.242
LBN,2018,2.412
LBN,2019,2.611
LBN,2020,2.68
LBN,2021,NA
LBN,2022,NA
LBN,2023,NA
LBN,2024,NA
LBR,2000,NA
LBR,2001,NA
LBR,2002,NA
LBR,2003,NA
LBR,2004,0.033
LBR,2005,NA
LBR,2006,NA
LBR,2007,NA
LBR,2008,0.013
LBR,2009,0.023
LBR,2010,0.022
LBR,2011,NA
LBR,2012,NA
LBR,2013,NA
LBR,2014,NA
LBR,2015,0.036
LBR,2016,0.049
LBR,2017,0.051
LBR,2018,0.14
LBR,2019,0.145
LBR,2020,0.151
LBR,2021,0.169
LBR,2022,0.178
LBR,2023,NA
LBR,2024,NA
LBY,2000,NA
LBY,2001,NA
LBY,2002,NA
LBY,2003,NA
LBY,2004,1.232
LBY,2005,NA
LBY,2006,NA
LBY,2007,NA
LBY,2008,1.79
LBY,2009,1.886
LBY,2010,NA
LBY,2011,NA
LBY,2012,NA
LBY,2013,NA
LBY,2014,2.037
LBY,2015,1.861
LBY,2016,NA
LBY,2017,2.042
LBY,2018,NA
LBY,2019,NA
LBY,2020,NA
LBY,2021,NA
LBY,2022,NA
LBY,2023,NA
LBY,2024,NA
LCA,2000,NA
LCA,2001,0.819
LCA,2002,0.4391
LCA,2003,0.4673
LCA,2004,0.4203
LCA,2005,0.508
LCA,2006,NA
LCA,2007,NA
LCA,2008,NA
LCA,2009,NA
LCA,2010,1.679
LCA,2011,1.845
LCA,2012,2.19
LCA,2013,2.497
LCA,2014,1.901
LCA,2015,NA
LCA,2016,5.672
LCA,2017,6.245
LCA,2018,6.367
LCA,2019,6.168
LCA,2020,4.234
LCA,2021,NA
LCA,2022,NA
LCA,2023,NA
LCA,2024,NA
LCN,2000,1.6089720502574412
LCN,2001,NA
LCN,2002,NA
LCN,2003,NA
LCN,2004,NA
LCN,2005,NA
LCN,2006,NA
LCN,2007,NA
LCN,2008,NA
LCN,2009,NA
LCN,2010,1.996488804879453
LCN,2011,NA
LCN,2012,NA
LCN,2013,NA
LCN,2014,NA
LCN,2015,NA
LCN,2016,NA
LCN,2017,NA
LCN,2018,NA
LCN,2019,NA
LCN,2020,NA
LCN,2021,NA
LCN,2022,2.574215219405735
LCN,2023,NA
LCN,2024,NA
LDC,2000,0.13470410579404107
LDC,2001,NA
LDC,2002,NA
LDC,2003,NA
LDC,2004,NA
LDC,2005,NA
LDC,2006,NA
LDC,2007,NA
LDC,2008,NA
LDC,2009,NA
LDC,2010,0.19013946886787597
LDC,2011,NA
LDC,2012,NA
LDC,2013,NA
LDC,2014,NA
LDC,2015,NA
LDC,2016,NA
LDC,2017,NA
LDC,2018,NA
LDC,2019,NA
LDC,2020,NA
LDC,2021,NA
LDC,2022,0.3083650191887054
LDC,2023,NA
LDC,2024,NA
LIC,2000,NA
LIC,2001,NA
LIC,2002,NA
LIC,2003,NA
LIC,2004,NA
LIC,2005,NA
LIC,2006,NA
LIC,2007,NA
LIC,2008,NA
LIC,2009,NA
LIC,2010,0.3967871395848591
LIC,2011,NA
LIC,2012,NA
LIC,2013,NA
LIC,2014,NA
LIC,2015,NA
LIC,2016,NA
LIC,2017,NA
LIC,2018,NA
LIC,2019,NA
LIC,2020,NA
LIC,2021,NA
LIC,2022,0.380341544310346
LIC,2023,NA
LIC,2024,NA
LIE,2000,NA
LIE,2001,NA
LIE,2002,NA
LIE,2003,NA
LIE,2004,NA
LIE,2005,NA
LIE,2006,NA
LIE,2007,NA
LIE,2008,NA
LIE,2009,NA
LIE,2010,NA
LIE,2011,NA
LIE,2012,NA
LIE,2013,NA
LIE,2014,NA
LIE,2015,NA
LIE,2016,NA
LIE,2017,NA
LIE,2018,NA
LIE,2019,NA
LIE,2020,NA
LIE,2021,NA
LIE,2022,NA
LIE,2023,NA
LIE,2024,NA
LKA,2000,0.413
LKA,2001,0.428
LKA,2002,NA
LKA,2003,NA
LKA,2004,0.522
LKA,2005,0.504
LKA,2006,0.505
LKA,2007,0.538
LKA,2008,0.605
LKA,2009,0.662
LKA,2010,0.703
LKA,2011,0.718
LKA,2012,0.742
LKA,2013,0.772
LKA,2014,0.807
LKA,2015,0.83
LKA,2016,0.856
LKA,2017,0.887
LKA,2018,0.958
LKA,2019,1.098
LKA,2020,1.167
LKA,2021,1.144
LKA,2022,NA
LKA,2023,1.136
LKA,2024,NA
LMC,2000,NA
LMC,2001,NA
LMC,2002,NA
LMC,2003,NA
LMC,2004,NA
LMC,2005,NA
LMC,2006,NA
LMC,2007,NA
LMC,2008,NA
LMC,2009,NA
LMC,2010,NA
LMC,2011,NA
LMC,2012,NA
LMC,2013,NA
LMC,2014,NA
LMC,2015,NA
LMC,2016,NA
LMC,2017,NA
LMC,2018,NA
LMC,2019,NA
LMC,2020,NA
LMC,2021,NA
LMC,2022,0.7336391537179606
LMC,2023,NA
LMC,2024,NA
LMY,2000,NA
LMY,2001,NA
LMY,2002,NA
LMY,2003,NA
LMY,2004,NA
LMY,2005,NA
LMY,2006,NA
LMY,2007,NA
LMY,2008,NA
LMY,2009,NA
LMY,2010,1.1010167596369618
LMY,2011,NA
LMY,2012,NA
LMY,2013,NA
LMY,2014,NA
LMY,2015,NA
LMY,2016,NA
LMY,2017,NA
LMY,2018,NA
LMY,2019,NA
LMY,2020,NA
LMY,2021,NA
LMY,2022,1.487493901226803
LMY,2023,NA
LMY,2024,NA
LSO,2000,NA
LSO,2001,NA
LSO,2002,NA
LSO,2003,0.045
LSO,2004,NA
LSO,2005,NA
LSO,2006,NA
LSO,2007,NA
LSO,2008,NA
LSO,2009,NA
LSO,2010,0.069
LSO,2011,NA
LSO,2012,NA
LSO,2013,NA
LSO,2014,NA
LSO,2015,NA
LSO,2016,NA
LSO,2017,NA
LSO,2018,0.457
LSO,2019,NA
LSO,2020,NA
LSO,2021,NA
LSO,2022,0.235
LSO,2023,NA
LSO,2024,NA
LTE,2000,1.5118036158882282
LTE,2001,NA
LTE,2002,NA
LTE,2003,NA
LTE,2004,NA
LTE,2005,NA
LTE,2006,NA
LTE,2007,NA
LTE,2008,NA
LTE,2009,NA
LTE,2010,1.7562362697647105
LTE,2011,NA
LTE,2012,NA
LTE,2013,NA
LTE,2014,NA
LTE,2015,NA
LTE,2016,NA
LTE,2017,NA
LTE,2018,NA
LTE,2019,NA
LTE,2020,NA
LTE,2021,NA
LTE,2022,2.9396581836512268
LTE,2023,NA
LTE,2024,NA
LTU,2000,3.626
LTU,2001,3.628
LTU,2002,3.702
LTU,2003,3.669
LTU,2004,3.627
LTU,2005,3.721
LTU,2006,3.791
LTU,2007,3.884
LTU,2008,3.881
LTU,2009,3.854
LTU,2010,3.947
LTU,2011,4.097
LTU,2012,4.218
LTU,2013,4.276
LTU,2014,4.306
LTU,2015,4.338
LTU,2016,4.466
LTU,2017,4.555
LTU,2018,4.596
LTU,2019,4.568
LTU,2020,4.481
LTU,2021,4.485
LTU,2022,4.466
LTU,2023,NA
LTU,2024,NA
LUX,2000,2.151
LUX,2001,2.209
LUX,2002,2.256
LUX,2003,2.377
LUX,2004,2.422
LUX,2005,2.557
LUX,2006,2.605
LUX,2007,2.711
LUX,2008,2.716
LUX,2009,2.708
LUX,2010,2.771
LUX,2011,2.777
LUX,2012,2.807
LUX,2013,2.83
LUX,2014,2.882
LUX,2015,2.908
LUX,2016,2.884
LUX,2017,2.984
LUX,2018,NA
LUX,2019,NA
LUX,2020,NA
LUX,2021,NA
LUX,2022,NA
LUX,2023,NA
LUX,2024,NA
LVA,2000,2.879
LVA,2001,2.686
LVA,2002,2.788
LVA,2003,2.83
LVA,2004,2.916
LVA,2005,2.959
LVA,2006,3.028
LVA,2007,3.143
LVA,2008,3.233
LVA,2009,3.153
LVA,2010,3.107
LVA,2011,3.134
LVA,2012,3.144
LVA,2013,3.19
LVA,2014,3.216
LVA,2015,3.197
LVA,2016,3.212
LVA,2017,3.205
LVA,2018,3.303
LVA,2019,3.267
LVA,2020,3.338
LVA,2021,3.356
LVA,2022,3.398
LVA,2023,NA
LVA,2024,NA
MAC,2000,NA
MAC,2001,NA
MAC,2002,NA
MAC,2003,NA
MAC,2004,NA
MAC,2005,NA
MAC,2006,NA
MAC,2007,NA
MAC,2008,NA
MAC,2009,NA
MAC,2010,NA
MAC,2011,NA
MAC,2012,NA
MAC,2013,NA
MAC,2014,NA
MAC,2015,NA
MAC,2016,NA
MAC,2017,NA
MAC,2018,NA
MAC,2019,NA
MAC,2020,NA
MAC,2021,NA
MAC,2022,NA
MAC,2023,NA
MAC,2024,NA
MAF,2000,NA
MAF,2001,NA
MAF,2002,NA
MAF,2003,NA
MAF,2004,NA
MAF,2005,NA
MAF,2006,NA
MAF,2007,NA
MAF,2008,NA
MAF,2009,NA
MAF,2010,NA
MAF,2011,NA
MAF,2012,NA
MAF,2013,NA
MAF,2014,NA
MAF,2015,NA
MAF,2016,NA
MAF,2017,NA
MAF,2018,NA
MAF,2019,NA
MAF,2020,NA
MAF,2021,NA
MAF,2022,NA
MAF,2023,NA
MAF,2024,NA
MAR,2000,NA
MAR,2001,0.483
MAR,2002,NA
MAR,2003,NA
MAR,2004,0.534
MAR,2005,NA
MAR,2006,NA
MAR,2007,0.586
MAR,2008,NA
MAR,2009,0.646
MAR,2010,NA
MAR,2011,NA
MAR,2012,NA
MAR,2013,0.631
MAR,2014,0.913
MAR,2015,NA
MAR,2016,NA
MAR,2017,0.734
MAR,2018,NA
MAR,2019,NA
MAR,2020,NA
MAR,2021,0.74
MAR,2022,NA
MAR,2023,NA
MAR,2024,NA
MCO,2000,NA
MCO,2001,NA
MCO,2002,NA
MCO,2003,NA
MCO,2004,NA
MCO,2005,NA
MCO,2006,NA
MCO,2007,NA
MCO,2008,NA
MCO,2009,NA
MCO,2010,NA
MCO,2011,7.375
MCO,2012,7.32
MCO,2013,8.107
MCO,2014,7.756
MCO,2015,NA
MCO,2016,NA
MCO,2017,NA
MCO,2018,8.298
MCO,2019,8.609
MCO,2020,8.609
MCO,2021,NA
MCO,2022,NA
MCO,2023,NA
MCO,2024,NA
MDA,2000,2.437
MDA,2001,2.291
MDA,2002,2.33
MDA,2003,2.326
MDA,2004,2.247
MDA,2005,2.515
MDA,2006,2.573
MDA,2007,2.62
MDA,2008,2.623
MDA,2009,2.709
MDA,2010,2.743
MDA,2011,2.828
MDA,2012,2.889
MDA,2013,3.06
MDA,2014,3.091
MDA,2015,3.159
MDA,2016,3.239
MDA,2017,3.285
MDA,2018,3.204
MDA,2019,4.033
MDA,2020,4.038
MDA,2021,4.039
MDA,2022,4.145
MDA,2023,4.016
MDA,2024,NA
MDG,2000,NA
MDG,2001,0.087
MDG,2002,0.13
MDG,2003,0.141
MDG,2004,0.149
MDG,2005,0.172
MDG,2006,0.163
MDG,2007,0.173
MDG,2008,0.178
MDG,2009,0.173
MDG,2010,0.186
MDG,2011,0.137
MDG,2012,0.136
MDG,2013,0.146
MDG,2014,0.173
MDG,2015,NA
MDG,2016,NA
MDG,2017,NA
MDG,2018,0.195
MDG,2019,NA
MDG,2020,NA
MDG,2021,NA
MDG,2022,0.172
MDG,2023,NA
MDG,2024,NA
MDV,2000,NA
MDV,2001,NA
MDV,2002,NA
MDV,2003,NA
MDV,2004,1.002
MDV,2005,NA
MDV,2006,NA
MDV,2007,1.701
MDV,2008,NA
MDV,2009,1.51
MDV,2010,1.455
MDV,2011,NA
MDV,2012,NA
MDV,2013,NA
MDV,2014,1.862
MDV,2015,NA
MDV,2016,1.32
MDV,2017,1.894
MDV,2018,1.862
MDV,2019,2.235
MDV,2020,NA
MDV,2021,NA
MDV,2022,NA
MDV,2023,NA
MDV,2024,NA
MEA,2000,0.8368728816398608
MEA,2001,NA
MEA,2002,NA
MEA,2003,NA
MEA,2004,NA
MEA,2005,NA
MEA,2006,NA
MEA,2007,NA
MEA,2008,NA
MEA,2009,NA
MEA,2010,0.95570555441206
MEA,2011,NA
MEA,2012,NA
MEA,2013,NA
MEA,2014,NA
MEA,2015,NA
MEA,2016,NA
MEA,2017,NA
MEA,2018,NA
MEA,2019,NA
MEA,2020,NA
MEA,2021,NA
MEA,2022,1.2987837772274746
MEA,2023,NA
MEA,2024,NA
MEX,2000,1.631
MEX,2001,1.519
MEX,2002,1.529
MEX,2003,1.58
MEX,2004,1.655
MEX,2005,1.768
MEX,2006,1.886
MEX,2007,1.929
MEX,2008,1.957
MEX,2009,1.987
MEX,2010,2.007
MEX,2011,2.109
MEX,2012,2.12
MEX,2013,2.164
MEX,2014,2.237
MEX,2015,2.34
MEX,2016,2.345
MEX,2017,2.409
MEX,2018,2.456
MEX,2019,2.46
MEX,2020,2.425
MEX,2021,2.541
MEX,2022,2.588
MEX,2023,NA
MEX,2024,NA
MHL,2000,0.471
MHL,2001,NA
MHL,2002,NA
MHL,2003,NA
MHL,2004,NA
MHL,2005,NA
MHL,2006,NA
MHL,2007,0.596
MHL,2008,NA
MHL,2009,NA
MHL,2010,0.615
MHL,2011,0.636
MHL,2012,0.467
MHL,2013,NA
MHL,2014,NA
MHL,2015,NA
MHL,2016,NA
MHL,2017,NA
MHL,2018,NA
MHL,2019,NA
MHL,2020,NA
MHL,2021,NA
MHL,2022,NA
MHL,2023,NA
MHL,2024,NA
MIC,2000,1.1224424947701621
MIC,2001,NA
MIC,2002,NA
MIC,2003,NA
MIC,2004,NA
MIC,2005,NA
MIC,2006,NA
MIC,2007,NA
MIC,2008,NA
MIC,2009,NA
MIC,2010,1.179492979505932
MIC,2011,NA
MIC,2012,NA
MIC,2013,NA
MIC,2014,NA
MIC,2015,NA
MIC,2016,NA
MIC,2017,NA
MIC,2018,NA
MIC,2019,NA
MIC,2020,NA
MIC,2021,NA
MIC,2022,1.5961873589232416
MIC,2023,NA
MIC,2024,NA
MKD,2000,2.166
MKD,2001,2.158
MKD,2002,2.204
MKD,2003,2.137
MKD,2004,2.152
MKD,2005,2.102
MKD,2006,2.483
MKD,2007,2.427
MKD,2008,2.59
MKD,2009,2.603
MKD,2010,2.701
MKD,2011,2.769
MKD,2012,2.839
MKD,2013,2.883
MKD,2014,3.021
MKD,2015,3.017
MKD,2016,3.166
MKD,2017,3.204
MKD,2018,3.315
MKD,2019,3.409
MKD,2020,3.343
MKD,2021,NA
MKD,2022,2.944
MKD,2023,NA
MKD,2024,NA
MLI,2000,0.044
MLI,2001,NA
MLI,2002,NA
MLI,2003,NA
MLI,2004,0.055
MLI,2005,0.06
MLI,2006,0.057
MLI,2007,0.06
MLI,2008,0.063
MLI,2009,0.116
MLI,2010,0.096
MLI,2011,0.111
MLI,2012,0.101
MLI,2013,0.113
MLI,2014,0.097
MLI,2015,0.094
MLI,2016,0.117
MLI,2017,0.113
MLI,2018,0.12
MLI,2019,NA
MLI,2020,NA
MLI,2021,NA
MLI,2022,0.191
MLI,2023,0.188
