iso3,year,health_exp_pc
SYC,2013,545.24871826
SYC,2014,588.18261719
SYC,2015,566.96704102
SYC,2016,673.19622803
SYC,2017,667.09515381
SYC,2018,685.10827637
SYC,2019,675.47839355
SYC,2020,670.88684082
SYC,2021,629.85974121
SYC,2022,707.34448242
SYC,2023,766.28778076
SYC,2024,NA
SYR,2000,53.69049835
SYR,2001,57.71026993
SYR,2002,62.74715805
SYR,2003,59.87030792
SYR,2004,60.20412827
SYR,2005,62.29284668
SYR,2006,64.00552368
SYR,2007,72.10467529
SYR,2008,82.92500305
SYR,2009,88.00678253
SYR,2010,91.5537796
SYR,2011,78.28834534
SYR,2012,66.27796173
SYR,2013,47.07229233
SYR,2014,48.91549683
SYR,2015,38.17871475
SYR,2016,27.40652657
SYR,2017,35.57104874
SYR,2018,46.24067307
SYR,2019,55.2208252
SYR,2020,37.03173065
SYR,2021,53.4726181
SYR,2022,53.26486588
SYR,2023,33.34017944
SYR,2024,NA
TCA,2000,NA
TCA,2001,NA
TCA,2002,NA
TCA,2003,NA
TCA,2004,NA
TCA,2005,NA
TCA,2006,NA
TCA,2007,NA
TCA,2008,NA
TCA,2009,NA
TCA,2010,NA
TCA,2011,NA
TCA,2012,NA
TCA,2013,NA
TCA,2014,NA
TCA,2015,NA
TCA,2016,NA
TCA,2017,NA
TCA,2018,NA
TCA,2019,NA
TCA,2020,NA
TCA,2021,NA
TCA,2022,NA
TCA,2023,NA
TCA,2024,NA
TCD,2000,10.07452297
TCD,2001,11.64042854
TCD,2002,18.01737785
TCD,2003,18.0202446
TCD,2004,27.74994278
TCD,2005,31.27608871
TCD,2006,33.8651123
TCD,2007,34.0423584
TCD,2008,36.89921951
TCD,2009,34.82435226
TCD,2010,35.26005936
TCD,2011,37.35868073
TCD,2012,36.20247269
TCD,2013,38.59413528
TCD,2014,42.16276169
TCD,2015,33.82092285
TCD,2016,31.96038055
TCD,2017,29.9935894
TCD,2018,31.2043705
TCD,2019,30.23690224
TCD,2020,37.73088074
TCD,2021,37.59156799
TCD,2022,40.17007446
TCD,2023,47.43893051
TCD,2024,NA
TEA,2000,38.396260665325684
TEA,2001,39.52677584323286
TEA,2002,44.08864286208822
TEA,2003,50.34308024393605
TEA,2004,56.648101849890814
TEA,2005,65.03107622251429
TEA,2006,74.6221373015156
TEA,2007,89.2684378120494
TEA,2008,116.59945723182011
TEA,2009,138.5221980876831
TEA,2010,160.37548959536025
TEA,2011,200.31168352069272
TEA,2012,233.51598051581055
TEA,2013,263.8300528946526
TEA,2014,287.34001603522324
TEA,2015,307.28501637845903
TEA,2016,312.5947006523468
TEA,2017,342.7690550600832
TEA,2018,388.6270169961566
TEA,2019,414.6270393156305
TEA,2020,446.4711166093616
TEA,2021,515.5455592480012
TEA,2022,566.0525355230328
TEA,2023,570.0651945205759
TEA,2024,NA
TEC,2000,105.56712274440878
TEC,2001,114.1597341230183
TEC,2002,133.79392524597964
TEC,2003,161.90070918597232
TEC,2004,202.02345761714284
TEC,2005,251.97156171272405
TEC,2006,303.2679054562387
TEC,2007,385.73682842196666
TEC,2008,485.8693362698419
TEC,2009,419.846879774389
TEC,2010,454.11080834159577
TEC,2011,505.5059524225904
TEC,2012,530.6444793168575
TEC,2013,565.4576503394215
TEC,2014,535.5081478368176
TEC,2015,416.8678673001756
TEC,2016,406.3638217858367
TEC,2017,454.56238580520966
TEC,2018,472.92294572172955
TEC,2019,499.11892500505934
TEC,2020,565.47187430609
TEC,2021,641.6920300730609
TEC,2022,732.6197329168004
TEC,2023,791.090004873467
TEC,2024,NA
TGO,2000,13.0541811
TGO,2001,13.04282379
TGO,2002,14.65135479
TGO,2003,17.7094574
TGO,2004,18.62999153
TGO,2005,20.9699707
TGO,2006,22.74487495
TGO,2007,22.34309769
TGO,2008,26.89384079
TGO,2009,28.3035717
TGO,2010,30.54597664
TGO,2011,34.41139603
TGO,2012,35.40290833
TGO,2013,39.56414795
TGO,2014,41.96416092
TGO,2015,46.92110825
TGO,2016,50.878349299999996
TGO,2017,51.5464592
TGO,2018,52.43610382
TGO,2019,48.85387421
TGO,2020,52.75213242
TGO,2021,52.72237015
TGO,2022,55.79545593
TGO,2023,59.60503769
TGO,2024,NA
THA,2000,62.21043015
THA,2001,57.19389343
THA,2002,69.68746185
THA,2003,76.13368225
THA,2004,82.91682434
THA,2005,90.61147308
THA,2006,103.26116943
THA,2007,125.10979462
THA,2008,149.06762695
THA,2009,149.67800903
THA,2010,168.61891174
THA,2011,191.74464417
THA,2012,201.70690918
THA,2013,207.81243896
THA,2014,213.74395752
THA,2015,219.15092468
THA,2016,229.7849884
THA,2017,247.08152771
THA,2018,274.71221924
THA,2019,288.31097412
THA,2020,304.3817749
THA,2021,363.72845459
THA,2022,369.97647095
THA,2023,326.50482178
THA,2024,NA
TJK,2000,5.90626955
TJK,2001,7.56599855
TJK,2002,8.21969986
TJK,2003,10.97546482
TJK,2004,14.6509676
TJK,2005,17.38472557
TJK,2006,20.04485893
TJK,2007,28.58950996
TJK,2008,41.35135651
TJK,2009,38.9187851
TJK,2010,42.28567886
TJK,2011,48.8431282
TJK,2012,56.97117615
TJK,2013,67.62356567
TJK,2014,73.06859589
TJK,2015,62.75804901
TJK,2016,54.9213562
TJK,2017,56.85092545
TJK,2018,58.51539993
TJK,2019,60.51568222
TJK,2020,74.17329407
TJK,2021,75.10315704
TJK,2022,78.61326599
TJK,2023,85.14702606
TJK,2024,NA
TKM,2000,75.52490234
TKM,2001,120.8463974
TKM,2002,128.08802795
TKM,2003,199.93019104
TKM,2004,302.85839844
TKM,2005,324.81155396
TKM,2006,349.6842041
TKM,2007,261.83258057
TKM,2008,235.91514587
TKM,2009,178.44587708
TKM,2010,202.7792511
TKM,2011,251.85777283
TKM,2012,289.13015747
TKM,2013,339.92349243
TKM,2014,393.86843872
TKM,2015,362.72949219
TKM,2016,376.65567017
TKM,2017,410.81082153
TKM,2018,411.32562256
TKM,2019,432.78118896
TKM,2020,420.0083313
TKM,2021,471.86325073
TKM,2022,579.15454102
TKM,2023,581.38220215
TKM,2024,NA
TLA,2000,284.08364673607
TLA,2001,274.9929055508947
TLA,2002,236.40442146045376
TLA,2003,247.4620508047726
TLA,2004,281.1745408917739
TLA,2005,339.67544850930403
TLA,2006,395.49529241149054
TLA,2007,469.17481554515484
TLA,2008,540.1654367390774
TLA,2009,534.4673136447266
TLA,2010,638.3407849837165
TLA,2011,726.976954542189
TLA,2012,727.9279314632677
TLA,2013,760.1953654962093
TLA,2014,761.9768018780571
TLA,2015,675.6377243052843
TLA,2016,648.4591813584594
TLA,2017,733.7655608929354
TLA,2018,671.9410890096494
TLA,2019,654.6352697504668
TLA,2020,579.294045090621
TLA,2021,672.7124812970877
TLA,2022,731.083036553733
TLA,2023,815.3002262974355
TLA,2024,NA
TLS,2000,NA
TLS,2001,NA
TLS,2002,NA
TLS,2003,15.18759537
TLS,2004,20.22569466
TLS,2005,25.72540092
TLS,2006,27.90169907
TLS,2007,30.51906586
TLS,2008,43.71953964
TLS,2009,50.18856049
TLS,2010,52.6151619
TLS,2011,64.43626404
TLS,2012,71.46888733
TLS,2013,102.79840851
TLS,2014,93.10574341
TLS,2015,101.4779892
TLS,2016,92.69400787
TLS,2017,86.16269684
TLS,2018,78.07413483
TLS,2019,78.01346588
TLS,2020,118.49451447
TLS,2021,132.07870483
TLS,2022,174.91529846
TLS,2023,144.21452332
TLS,2024,NA
TMN,2000,54.49682437271884
TMN,2001,56.52351210998208
TMN,2002,55.746385114208884
TMN,2003,55.18515943928887
TMN,2004,62.99183048553799
TMN,2005,71.33181140231798
TMN,2006,80.57320253487741
TMN,2007,96.42156608094562
TMN,2008,115.20539126036257
TMN,2009,126.78002607125067
TMN,2010,140.01820325657428
TMN,2011,157.78716341064955
TMN,2012,166.77722955891
TMN,2013,156.95869988117568
TMN,2014,160.5506917053187
TMN,2015,158.91248499838426
TMN,2016,157.3588116135114
TMN,2017,158.0552711632383
TMN,2018,138.6355364419695
TMN,2019,134.6863344313185
TMN,2020,124.4294757333507
TMN,2021,131.19471730862546
TMN,2022,135.66573767853092
TMN,2023,138.73807750718845
TMN,2024,NA
TON,2000,53.3949585
TON,2001,55.2772522
TON,2002,62.6541748
TON,2003,68.05188751
TON,2004,102.70134735
TON,2005,108.29302216
TON,2006,149.22753906
TON,2007,134.56217957
TON,2008,190.86582947
TON,2009,118.79367065
TON,2010,166.58139038
TON,2011,193.43716430999999
TON,2012,318.4196167
TON,2013,171.82066345
TON,2014,210.86004639
TON,2015,181.91452026
TON,2016,208.53982544
TON,2017,246.34036255
TON,2018,278.49508667
TON,2019,266.68792725
TON,2020,262.55459595
TON,2021,348.79745483
TON,2022,382.79116821
TON,2023,357.54415894
TON,2024,NA
TSA,2000,17.595250950492808
TSA,2001,18.661021698741145
TSA,2002,19.146394106519185
TSA,2003,20.740192554858456
TSA,2004,23.606283213249675
TSA,2005,25.996352141638432
TSA,2006,27.819739595016088
TSA,2007,33.61637146533922
TSA,2008,35.899178489983726
TSA,2009,36.60660434945915
TSA,2010,42.98757893280609
TSA,2011,46.372331984182686
TSA,2012,46.615263455610524
TSA,2013,53.36915118884254
TSA,2014,54.57702723047961
TSA,2015,56.741705220376744
TSA,2016,58.84707149539362
TSA,2017,56.50309292965338
TSA,2018,57.62719374965459
TSA,2019,60.40975479402492
TSA,2020,63.79953987120692
TSA,2021,75.46533440214826
TSA,2022,79.99196589363643
TSA,2023,82.48698595745246
TSA,2024,NA
TSS,2000,32.420258892750276
TSS,2001,29.79532691363395
TSS,2002,28.578413961437086
TSS,2003,42.429036919668285
TSS,2004,51.002650261260534
TSS,2005,57.35366381607
TSS,2006,63.95051704010553
TSS,2007,70.8957241476353
TSS,2008,75.5671245819759
TSS,2009,75.55416357806382
TSS,2010,85.65941874421355
TSS,2011,92.8034033427682
TSS,2012,92.00277852003114
TSS,2013,92.81516071958964
TSS,2014,90.34398073131968
TSS,2015,82.51378131544861
TSS,2016,75.80119973886907
TSS,2017,77.0775221839637
TSS,2018,76.24729305151283
TSS,2019,75.74456213003646
TSS,2020,74.61716110903907
TSS,2021,84.35947078838197
TSS,2022,84.9160346502374
TSS,2023,79.34846847445017
TSS,2024,NA
TTO,2000,266.16275024
TTO,2001,272.72851563
TTO,2002,324.36880493
TTO,2003,358.59500122
TTO,2004,431.37268066
TTO,2005,530.35229492
TTO,2006,568.72583008
TTO,2007,667.35321045
TTO,2008,751.54608154
TTO,2009,776.62243652
TTO,2010,825.16088867
TTO,2011,872.96398926
TTO,2012,895.08026123
TTO,2013,970.90222168
TTO,2014,1010.82769775
TTO,2015,1061.58666992
TTO,2016,1064.41772461
TTO,2017,1083.37609863
TTO,2018,1080.45397949
TTO,2019,1097.20556641
TTO,2020,1059.72583008
TTO,2021,1170.93859863
TTO,2022,1266.28820801
TTO,2023,1276.33862305
TTO,2024,NA
TUN,2000,111.01378632
TUN,2001,114.00454712
TUN,2002,124.64620972
TUN,2003,148.93447876
TUN,2004,167.27586365
TUN,2005,169.84550476
TUN,2006,178.82592773
TUN,2007,202.32022095
TUN,2008,230.50152588
TUN,2009,231.3591156
TUN,2010,240.75447083
TUN,2011,270.67507935
TUN,2012,270.29055786
TUN,2013,284.64538574
TUN,2014,287.60955811
TUN,2015,249.46418762
TUN,2016,240.40258789
TUN,2017,223.85903931000001
TUN,2018,215.418396
TUN,2019,212.60031128
TUN,2020,250.40145874
TUN,2021,285.25247192
TUN,2022,276.46380615
TUN,2023,317.70983887
TUN,2024,NA
TUR,2000,192.8344574
TUR,2001,148.86210632
TUR,2002,181.39144897
TUR,2003,232.5562439
TUR,2004,292.65307617
TUR,2005,357.40197754
TUR,2006,409.25881958
TUR,2007,504.37646484
TUR,2008,561.73529053
TUR,2009,492.30032349
TUR,2010,531.82861328
TUR,2011,525.89105225
TUR,2012,520.44274902
TUR,2013,547.95465088
TUR,2014,520.40753174
TUR,2015,444.70803833
TUR,2016,456.3659668
TUR,2017,432.13754272
TUR,2018,380.27835083
TUR,2019,388.67486572
TUR,2020,386.2593689
TUR,2021,431.33978271
TUR,2022,385.87997437
TUR,2023,547.8145752
TUR,2024,NA
TUV,2000,351.92758179
TUV,2001,261.71032715
TUV,2002,207.1824646
TUV,2003,274.99337769
TUV,2004,216.72221375
TUV,2005,232.03250122
TUV,2006,291.76730347
TUV,2007,292.23049927
TUV,2008,319.3182373
TUV,2009,349.2015686
TUV,2010,490.41107178
TUV,2011,536.10473633
TUV,2012,499.21899414
TUV,2013,484.58966064
TUV,2014,512.64215088
TUV,2015,451.35287476
TUV,2016,697.99798584
TUV,2017,1017.49633789
TUV,2018,819.41162109
TUV,2019,1138.82617188
TUV,2020,899.59460449
TUV,2021,1122.39929199
TUV,2022,1300.46679688
TUV,2023,1723.56542969
TUV,2024,NA
TZA,2000,12.33031845
TZA,2001,15.1739912
TZA,2002,17.0355854
TZA,2003,20.39437675
TZA,2004,23.4493866
TZA,2005,27.71374512
TZA,2006,35.59762955
TZA,2007,36.23610306
TZA,2008,36.26182556
TZA,2009,33.9993782
TZA,2010,37.18493271
TZA,2011,37.75179672
TZA,2012,41.99654007
TZA,2013,43.46931839
TZA,2014,39.85456848
TZA,2015,33.27184296
TZA,2016,36.65267563
TZA,2017,39.03767014
TZA,2018,41.27171326
TZA,2019,39.97783661
TZA,2020,31.7036171
TZA,2021,37.53121185
TZA,2022,35.93323135
TZA,2023,36.25619888
TZA,2024,NA
UGA,2000,16.42602158
UGA,2001,15.99579906
UGA,2002,15.74441719
UGA,2003,14.23364067
UGA,2004,18.60707474
UGA,2005,25.86819267
UGA,2006,31.60310555
UGA,2007,36.10126495
UGA,2008,40.04308701
UGA,2009,44.3670578
UGA,2010,51.88574982
UGA,2011,55.2076683
UGA,2012,55.03918457
UGA,2013,52.906353
UGA,2014,50.957798
UGA,2015,40.09843445
UGA,2016,39.08125305
UGA,2017,31.43818092
UGA,2018,32.9515686
UGA,2019,33.36559677
UGA,2020,44.733818049999996
UGA,2021,51.03484726
UGA,2022,44.47286224
UGA,2023,45.21318436
UGA,2024,NA
UKR,2000,34.62232971
UKR,2001,44.14328766
UKR,2002,52.11910248
UKR,2003,67.87039948
UKR,2004,83.23918915
UKR,2005,114.63265228
UKR,2006,146.27377318999999
UKR,2007,183.18217468
UKR,2008,212.75292969
UKR,2009,165.98542786
UKR,2010,199.49559021
UKR,2011,240.17747498
UKR,2012,270.76205444
UKR,2013,275.94143677
UKR,2014,208.94400024
UKR,2015,154.75454712
UKR,2016,154.5546875
UKR,2017,183.69506836
UKR,2018,217.73760986
UKR,2019,242.81388855
UKR,2020,265.07846069
UKR,2021,369.90487671
UKR,2022,NA
UKR,2023,NA
UKR,2024,NA
UMC,2000,97.99290584597719
UMC,2001,96.63956286196891
UMC,2002,94.05379018198128
UMC,2003,105.2745554896805
UMC,2004,121.96808088251524
UMC,2005,144.6249126329547
UMC,2006,166.81482759218142
UMC,2007,200.2972000846555
UMC,2008,240.81953551026342
UMC,2009,255.7166307335228
UMC,2010,299.04776507160625
UMC,2011,352.60660996963463
UMC,2012,377.45425994031353
UMC,2013,404.8061383631913
UMC,2014,420.23318779972715
UMC,2015,410.77703772160015
UMC,2016,407.7184370736481
UMC,2017,449.4747748862221
UMC,2018,469.1646139976045
UMC,2019,484.74432733918434
UMC,2020,490.7563504565689
UMC,2021,562.4582659152431
UMC,2022,618.84502765484
UMC,2023,647.6687857641713
UMC,2024,NA
URY,2000,699.20495605
URY,2001,679.4229126
URY,2002,436.44049072
URY,2003,383.55554199
URY,2004,375.93881226
URY,2005,445.28201294
URY,2006,500.65515137
URY,2007,578.34454346
URY,2008,811.7020874
URY,2009,826.05682373
URY,2010,1043.26000977
URY,2011,1244.93884277
URY,2012,1347.02868652
URY,2013,1516.80664063
URY,2014,1495.59777832
URY,2015,1424.8939209
URY,2016,1469.38964844
URY,2017,1672.3314209
URY,2018,1713.26611328
URY,2019,1692.50195313
URY,2020,1432.00463867
URY,2021,1594.98059082
URY,2022,1850.80737305
URY,2023,2076.09423828
URY,2024,NA
USA,2000,4548.5546875
USA,2001,4901.67529297
USA,2002,5327.93701172
USA,2003,5732.24365234
USA,2004,6071.84423828
USA,2005,6428.60205078
USA,2006,6802.47509766
USA,2007,7153.73144531
USA,2008,7364.93847656
USA,2009,7614.82421875
USA,2010,7836.08837891
USA,2011,8015.78076172
USA,2012,8262.29296875
USA,2013,8412.25195313
USA,2014,8796.33886719
USA,2015,9200.93164063
USA,2016,9535.60058594
USA,2017,9822.60644531
USA,2018,10180.48242188
USA,2019,10550.22070313
USA,2020,11648.49511719
USA,2021,12080.07324219
USA,2022,12586.19628906
USA,2023,13473.19335938
USA,2024,NA
UZB,2000,35.72119904
UZB,2001,30.46290398
UZB,2002,24.50708961
UZB,2003,25.61911011
UZB,2004,28.02430153
UZB,2005,32.512611390000004
UZB,2006,37.97257233
UZB,2007,46.89629364
UZB,2008,61.29156876
UZB,2009,71.95819092
UZB,2010,92.87456512
UZB,2011,109.86156464
UZB,2012,127.94210052
UZB,2013,140.71011353
UZB,2014,118.44307709
UZB,2015,132.60565186
UZB,2016,129.82177734
UZB,2017,93.4151535
UZB,2018,82.53038788
UZB,2019,98.6240387
UZB,2020,120.29019165
UZB,2021,156.44789124
UZB,2022,170.64073181
UZB,2023,192.11869812
UZB,2024,NA
VCT,2000,149.9225769
VCT,2001,162.93431091
VCT,2002,175.48046875
VCT,2003,178.1368866
VCT,2004,188.43644714
VCT,2005,197.63206482
VCT,2006,209.83639526
VCT,2007,244.32910156
VCT,2008,256.13983154
VCT,2009,264.6159668
VCT,2010,281.91867065
VCT,2011,276.15722656
VCT,2012,298.78082275
VCT,2013,300.01953125
VCT,2014,299.33129883
VCT,2015,302.58422852
VCT,2016,313.66229248
VCT,2017,337.89614868
VCT,2018,358.53372192
VCT,2019,372.05615234
VCT,2020,406.3571167
VCT,2021,454.784729
VCT,2022,437.94085693
VCT,2023,469.20709229
VCT,2024,NA
VEN,2000,NA
VEN,2001,NA
VEN,2002,NA
VEN,2003,NA
VEN,2004,NA
VEN,2005,NA
VEN,2006,NA
VEN,2007,NA
VEN,2008,NA
VEN,2009,NA
VEN,2010,NA
VEN,2011,NA
VEN,2012,NA
VEN,2013,NA
VEN,2014,NA
VEN,2015,NA
VEN,2016,NA
VEN,2017,NA
VEN,2018,164.68154907
VEN,2019,112.72974396
VEN,2020,153.21711731
VEN,2021,162.43952942
VEN,2022,208.66654968
VEN,2023,185.99124146
VEN,2024,NA
VGB,2000,NA
VGB,2001,NA
VGB,2002,NA
VGB,2003,NA
VGB,2004,NA
VGB,2005,NA
VGB,2006,NA
VGB,2007,NA
VGB,2008,NA
VGB,2009,NA
VGB,2010,NA
VGB,2011,NA
VGB,2012,NA
VGB,2013,NA
VGB,2014,NA
VGB,2015,NA
VGB,2016,NA
VGB,2017,NA
VGB,2018,NA
VGB,2019,NA
VGB,2020,NA
VGB,2021,NA
VGB,2022,NA
VGB,2023,NA
VGB,2024,NA
VIR,2000,NA
VIR,2001,NA
VIR,2002,NA
VIR,2003,NA
VIR,2004,NA
VIR,2005,NA
VIR,2006,NA
VIR,2007,NA
VIR,2008,NA
VIR,2009,NA
VIR,2010,NA
VIR,2011,NA
VIR,2012,NA
VIR,2013,NA
VIR,2014,NA
VIR,2015,NA
VIR,2016,NA
VIR,2017,NA
VIR,2018,NA
VIR,2019,NA
VIR,2020,NA
VIR,2021,NA
VIR,2022,NA
VIR,2023,NA
VIR,2024,NA
VNM,2000,21.0719223
VNM,2001,25.55491257
VNM,2002,21.87733841
VNM,2003,24.88381386
VNM,2004,31.97719193
VNM,2005,38.96974945
VNM,2006,46.86905289
VNM,2007,54.40701294
VNM,2008,64.433815
VNM,2009,69.82720184
VNM,2010,85.36088562
VNM,2011,97.05238342
VNM,2012,109.29483795
VNM,2013,104.10972595
VNM,2014,119.44549561
VNM,2015,121.43981171
VNM,2016,133.1960144
VNM,2017,147.51425171
VNM,2018,161.97871399
VNM,2019,171.15296936
VNM,2020,153.10160828
VNM,2021,168.09350586
VNM,2022,188.22650146
VNM,2023,197.19210815
VNM,2024,NA
VUT,2000,48.28763199
VUT,2001,45.73453903
VUT,2002,52.34658813
VUT,2003,54.93638229
VUT,2004,62.80937958
VUT,2005,61.93361664
VUT,2006,67.60163116
VUT,2007,72.5284729
VUT,2008,81.72294617
VUT,2009,82.80382538
VUT,2010,99.27418518
VUT,2011,113.80240631
VUT,2012,118.27751923
VUT,2013,130.88458252
VUT,2014,108.2263031
VUT,2015,118.71543121
VUT,2016,88.35998535
VUT,2017,91.04128265
VUT,2018,110.32492065
VUT,2019,112.13746643
VUT,2020,125.41011047
VUT,2021,142.56698608
VUT,2022,136.79508972
VUT,2023,143.43753052
VUT,2024,NA
WLD,2000,475.619580145089
WLD,2001,487.9355415619268
WLD,2002,518.8440337681076
WLD,2003,582.8371010530082
WLD,2004,640.4486897954827
WLD,2005,679.4715130542171
WLD,2006,720.3168700582565
WLD,2007,788.474987945052
WLD,2008,853.600856003886
WLD,2009,863.2094611872025
WLD,2010,899.8195877529143
WLD,2011,973.8283958498364
WLD,2012,982.0647692057863
WLD,2013,992.4797771439213
WLD,2014,1016.2110518572532
WLD,2015,974.6399264063417
WLD,2016,991.6963920781891
WLD,2017,1028.3271582725292
WLD,2018,1067.383487104738
WLD,2019,1084.4930643909738
WLD,2020,1159.5728531122727
WLD,2021,1257.4739162847256
WLD,2022,1266.0555528082798
WLD,2023,1317.1671582956014
WLD,2024,NA
WSM,2000,60.4606514
WSM,2001,56.09679031
WSM,2002,72.41275024
WSM,2003,81.95996094
WSM,2004,104.42662811
WSM,2005,121.24176788
WSM,2006,133.41867065
WSM,2007,147.84771729
WSM,2008,156.89399719
WSM,2009,172.45288086
WSM,2010,185.43850708
WSM,2011,211.88684082
WSM,2012,197.01564026
WSM,2013,247.41108704
WSM,2014,252.30943298
WSM,2015,232.50479126
WSM,2016,238.35044861
WSM,2017,220.82336426
WSM,2018,200.40919495
WSM,2019,242.91064453
WSM,2020,252.77748108
WSM,2021,285.65393066
WSM,2022,259.95404053
WSM,2023,292.81085205
WSM,2024,NA
XKX,2000,NA
XKX,2001,NA
XKX,2002,NA
XKX,2003,NA
XKX,2004,NA
XKX,2005,NA
XKX,2006,NA
XKX,2007,NA
XKX,2008,NA
XKX,2009,NA
XKX,2010,NA
XKX,2011,NA
XKX,2012,NA
XKX,2013,NA
XKX,2014,NA
XKX,2015,NA
XKX,2016,NA
XKX,2017,NA
XKX,2018,NA
XKX,2019,NA
XKX,2020,NA
XKX,2021,NA
XKX,2022,NA
XKX,2023,NA
XKX,2024,NA
YEM,2000,22.91244888
YEM,2001,24.09247589
YEM,2002,24.80142403
YEM,2003,31.60428619
YEM,2004,34.62483978
YEM,2005,38.27000809
YEM,2006,44.81512451
YEM,2007,51.83703613
YEM,2008,61.74676514
YEM,2009,58.02085114
YEM,2010,59.60072327
YEM,2011,56.58930588
YEM,2012,64.677566530000007
YEM,2013,68.39746857
YEM,2014,83.48936462
YEM,2015,88.40743256
YEM,2016,75.22454071
YEM,2017,87.29970551
YEM,2018,143.68727112
YEM,2019,80.94759369
YEM,2020,65.17704773
YEM,2021,49.30105209
YEM,2022,54.29036331
YEM,2023,47.78109741
YEM,2024,NA
ZAF,2000,236.08114624
ZAF,2001,202.81065369
ZAF,2002,179.5135498
ZAF,2003,286.01998901
ZAF,2004,362.28662109
ZAF,2005,400.5355835
ZAF,2006,417.91174316
ZAF,2007,455.17498779
ZAF,2008,442.10626221
ZAF,2009,487.62774658
ZAF,2010,621.41906738
ZAF,2011,686.87243652
ZAF,2012,646.49920654
ZAF,2013,593.80157471
ZAF,2014,539.30780029
ZAF,2015,491.90652466
ZAF,2016,456.56936646
ZAF,2017,527.52026367
ZAF,2018,558.80145264
ZAF,2019,538.80438232
ZAF,2020,503.46759033
ZAF,2021,592.9465332
ZAF,2022,570.48028564
ZAF,2023,536.58843994
ZAF,2024,NA
ZMB,2000,14.80953312
ZMB,2001,18.94953918
ZMB,2002,23.19246864
ZMB,2003,26.75762367
ZMB,2004,29.99057961
ZMB,2005,44.99598694
ZMB,2006,58.68175507
ZMB,2007,51.02414322
ZMB,2008,61.82287216
ZMB,2009,59.38909531
ZMB,2010,59.98767853
ZMB,2011,64.3181076
ZMB,2012,69.17604828
ZMB,2013,83.29361725
ZMB,2014,65.39261627
ZMB,2015,57.38765335
ZMB,2016,55.39532089
ZMB,2017,70.93283844
ZMB,2018,69.82767487
ZMB,2019,85.02349854
ZMB,2020,60.01779938
ZMB,2021,74.83802795
ZMB,2022,75.40128326
ZMB,2023,79.55635071
ZMB,2024,NA
ZWE,2000,NA
ZWE,2001,NA
ZWE,2002,NA
ZWE,2003,NA
ZWE,2004,NA
ZWE,2005,NA
ZWE,2006,NA
ZWE,2007,NA
ZWE,2008,NA
ZWE,2009,NA
ZWE,2010,94.44809723
ZWE,2011,83.82868195
ZWE,2012,85.69155121
ZWE,2013,96.86148834
ZWE,2014,111.61201477
ZWE,2015,103.31652832
ZWE,2016,102.15909576
ZWE,2017,91.87199402
ZWE,2018,114.76815033
ZWE,2019,55.10725403
ZWE,2020,51.14250565
ZWE,2021,60.89874268
ZWE,2022,68.90727997
ZWE,2023,62.92946243
ZWE,2024,NA
