iso3,year,female_secondary_enrollment
NLD,2009,121.743392944336
NLD,2010,123.655319213867
NLD,2011,128.919281005859
NLD,2012,110.343353271484
NLD,2013,NA
NLD,2014,NA
NLD,2015,114.759147644043
NLD,2016,113.61457824707
NLD,2017,115.796371459961
NLD,2018,114.827590942383
NLD,2019,115.097122192383
NLD,2020,136.940444946289
NLD,2021,136.865417480469
NLD,2022,140.989440917969
NLD,2023,140.839157104492
NLD,2024,NA
NOR,2000,NA
NOR,2001,116.061431884766
NOR,2002,114.660079956055
NOR,2003,114.726753234863
NOR,2004,115.898513793945
NOR,2005,112.202201843262
NOR,2006,111.259620666504
NOR,2007,110.908531188965
NOR,2008,110.293609619141
NOR,2009,109.753890991211
NOR,2010,112.210998535156
NOR,2011,112.686630249023
NOR,2012,111.270492553711
NOR,2013,112.620422363281
NOR,2014,111.358840942383
NOR,2015,113.49649810791
NOR,2016,114.915069580078
NOR,2017,115.061729431152
NOR,2018,115.596313476562
NOR,2019,116.849769592285
NOR,2020,117.254188537598
NOR,2021,117.828887939453
NOR,2022,117.932258605957
NOR,2023,116.642189025879
NOR,2024,115.499160766602
NPL,2000,28.1299896240234
NPL,2001,30.6444206237793
NPL,2002,34.2659187316895
NPL,2003,35.8331108093262
NPL,2004,NA
NPL,2005,40.9631500244141
NPL,2006,39.2674293518066
NPL,2007,39.5153884887695
NPL,2008,45.707649230957
NPL,2009,46.5078506469727
NPL,2010,55.0515098571777
NPL,2011,59.230411529541
NPL,2012,64.4251327514648
NPL,2013,67.1050796508789
NPL,2014,69.3774108886719
NPL,2015,70.6879119873047
NPL,2016,73.9553375244141
NPL,2017,77.7481231689453
NPL,2018,NA
NPL,2019,84.223991394043
NPL,2020,87.491828918457
NPL,2021,85.6409873713909
NPL,2022,84.9171356280891
NPL,2023,90.7214299008772
NPL,2024,90.8899312933145
NRU,2000,50.7757415771484
NRU,2001,45.1008605957031
NRU,2002,45.6166381835938
NRU,2003,49.0196113586426
NRU,2004,39.701488494873
NRU,2005,45.1038589477539
NRU,2006,62.7421798706055
NRU,2007,54.3778800964355
NRU,2008,66.8789825439453
NRU,2009,NA
NRU,2010,NA
NRU,2011,NA
NRU,2012,81.6326522827148
NRU,2013,NA
NRU,2014,84.7058792114258
NRU,2015,NA
NRU,2016,79.6178283691406
NRU,2017,NA
NRU,2018,NA
NRU,2019,91.0581207275391
NRU,2020,86.9172897338867
NRU,2021,NA
NRU,2022,100.421348571777
NRU,2023,93.0666732788086
NRU,2024,92.8211595890451
NZL,2000,115.455337524414
NZL,2001,NA
NZL,2002,121.638671875
NZL,2003,123.209617614746
NZL,2004,118.753517150879
NZL,2005,122.798377990723
NZL,2006,120.178230285645
NZL,2007,120.425506591797
NZL,2008,120.224601745605
NZL,2009,126.98787689209
NZL,2010,121.578903198242
NZL,2011,121.213340759277
NZL,2012,120.056953430176
NZL,2013,119.244888305664
NZL,2014,119.416603088379
NZL,2015,118.08772277832
NZL,2016,117.256340026855
NZL,2017,116.713752746582
NZL,2018,116.203987121582
NZL,2019,123.941261291504
NZL,2020,120.29231262207
NZL,2021,120.655471801758
NZL,2022,117.863876342773
NZL,2023,117.271408081055
NZL,2024,118.336837768555
OED,2000,94.2024307250977
OED,2001,95.4742736816406
OED,2002,96.2150573730469
OED,2003,97.2690963745117
OED,2004,97.0134887695312
OED,2005,97.7831192016602
OED,2006,97.8382797241211
OED,2007,98.331901550293
OED,2008,98.85888671875
OED,2009,98.6575469970703
OED,2010,99.7328720092773
OED,2011,99.9333724975586
OED,2012,99.7415237426758
OED,2013,104.245811462402
OED,2014,105.319473266602
OED,2015,105.935737609863
OED,2016,106.198120117188
OED,2017,106.952301025391
OED,2018,106.945007324219
OED,2019,106.935211181641
OED,2020,106.777572631836
OED,2021,107.016960144043
OED,2022,106.403388977051
OED,2023,106.005500793457
OED,2024,106.082550048828
OMN,2000,77.7238235473633
OMN,2001,79.8200912475586
OMN,2002,80.8610305786133
OMN,2003,82.2718811035156
OMN,2004,NA
OMN,2005,85.8983535766602
OMN,2006,88.3451995849609
OMN,2007,90.8690490722656
OMN,2008,92.0375289916992
OMN,2009,96.9309463500977
OMN,2010,NA
OMN,2011,115.394191525237
OMN,2012,111.024270475116
OMN,2013,110.312770028392
OMN,2014,NA
OMN,2015,101.587336228658
OMN,2016,100.638573236813
OMN,2017,101.150822367266
OMN,2018,103.041481138997
OMN,2019,101.22554053215
OMN,2020,93.5329595650697
OMN,2021,93.2710477870208
OMN,2022,91.191469277966
OMN,2023,NA
OMN,2024,94.5394515991211
OSS,2000,52.5268592834473
OSS,2001,53.4910202026367
OSS,2002,54.5168190002441
OSS,2003,57.3695793151855
OSS,2004,57.1097793579102
OSS,2005,58.4451484680176
OSS,2006,59.8727684020996
OSS,2007,61.3556213378906
OSS,2008,62.1403312683105
OSS,2009,63.6232299804688
OSS,2010,66.5085067749023
OSS,2011,65.3746337890625
OSS,2012,67.0391082763672
OSS,2013,68.0531921386719
OSS,2014,69.3246002197266
OSS,2015,70.2543182373047
OSS,2016,71.1938934326172
OSS,2017,72.4134902954102
OSS,2018,73.3735961914062
OSS,2019,74.3477325439453
OSS,2020,74.9267196655273
OSS,2021,75.5489273071289
OSS,2022,75.7426071166992
OSS,2023,NA
OSS,2024,NA
PAK,2000,NA
PAK,2001,NA
PAK,2002,NA
PAK,2003,NA
PAK,2004,NA
PAK,2005,NA
PAK,2006,23.8528308868408
PAK,2007,25.1138095855713
PAK,2008,25.1925296783447
PAK,2009,25.688850402832
PAK,2010,25.4582159212789
PAK,2011,25.3949380688813
PAK,2012,25.7528705596924
PAK,2013,26.3995425354199
PAK,2014,28.5600893522118
PAK,2015,30.3251040463428
PAK,2016,31.73991038953
PAK,2017,31.2563221783058
PAK,2018,33.7539426003326
PAK,2019,35.5736865644319
PAK,2020,NA
PAK,2021,36.7848892672203
PAK,2022,37.4490104990348
PAK,2023,39.5879695501278
PAK,2024,46.4835415439493
PAN,2000,66.3138732910156
PAN,2001,68.7314834594727
PAN,2002,70.0393371582031
PAN,2003,NA
PAN,2004,69.9115905761719
PAN,2005,70.0244979858398
PAN,2006,70.2012710571289
PAN,2007,70.260612487793
PAN,2008,71.5468597412109
PAN,2009,73.2163925170898
PAN,2010,74.4197850576201
PAN,2011,74.7238313177595
PAN,2012,NA
PAN,2013,79.2133026123047
PAN,2014,79.2297592163086
PAN,2015,79.0192337036133
PAN,2016,84.1366882324219
PAN,2017,79.0785217285156
PAN,2018,NA
PAN,2019,NA
PAN,2020,NA
PAN,2021,NA
PAN,2022,NA
PAN,2023,NA
PAN,2024,NA
PER,2000,77.7910308837891
PER,2001,80.6675033569336
PER,2002,81.8630523681641
PER,2003,75.7539367675781
PER,2004,80.4402313232422
PER,2005,81.2227935791016
PER,2006,84.4381866455078
PER,2007,87.3102722167969
PER,2008,88.6442031860352
PER,2009,91.3245620727539
PER,2010,93.7324676513672
PER,2011,94.8989334106445
PER,2012,92.8410034179688
PER,2013,98.5790786743164
PER,2014,97.2061767578125
PER,2015,98.0674209594727
PER,2016,100.164909362793
PER,2017,99.50537109375
PER,2018,98.6696395874023
PER,2019,98.8904113769531
PER,2020,100.080932617188
PER,2021,102.32568359375
PER,2022,103.652191162109
PER,2023,113.164916992188
PER,2024,108.98267364502
PHL,2000,NA
PHL,2001,74.767219543457
PHL,2002,79.5809020996094
PHL,2003,81.6581802368164
PHL,2004,83.6550674438477
PHL,2005,83.67626953125
PHL,2006,82.1593627929688
PHL,2007,81.8686599731445
PHL,2008,82.4900894165039
PHL,2009,84.3866271972656
PHL,2010,NA
PHL,2011,NA
PHL,2012,NA
PHL,2013,NA
PHL,2014,85.4555672434059
PHL,2015,85.5248692113886
PHL,2016,86.0883666592253
PHL,2017,84.2528228759766
PHL,2018,82.4822175600847
PHL,2019,87.6308727761127
PHL,2020,89.6099009594054
PHL,2021,87.9361520075232
PHL,2022,93.8565182415521
PHL,2023,92.2052107888903
PHL,2024,86.1154588164975
PLW,2000,91.9273529052734
PLW,2001,NA
PLW,2002,NA
PLW,2003,NA
PLW,2004,97.8632507324219
PLW,2005,NA
PLW,2006,NA
PLW,2007,NA
PLW,2008,NA
PLW,2009,NA
PLW,2010,NA
PLW,2011,NA
PLW,2012,NA
PLW,2013,109.33332824707
PLW,2014,112.464589235128
PLW,2015,NA
PLW,2016,NA
PLW,2017,NA
PLW,2018,NA
PLW,2019,NA
PLW,2020,160.326889038086
PLW,2021,105.06512301013
PLW,2022,88.5593220338983
PLW,2023,97.6190476190476
PLW,2024,94.839609483961
PNG,2000,NA
PNG,2001,NA
PNG,2002,NA
PNG,2003,NA
PNG,2004,NA
PNG,2005,NA
PNG,2006,NA
PNG,2007,NA
PNG,2008,NA
PNG,2009,NA
PNG,2010,NA
PNG,2011,NA
PNG,2012,32.6879479913319
PNG,2013,NA
PNG,2014,NA
PNG,2015,NA
PNG,2016,NA
PNG,2017,NA
PNG,2018,40.4233467116333
PNG,2019,41.5678577082811
PNG,2020,40.4603408609418
PNG,2021,48.9409565731442
PNG,2022,NA
PNG,2023,48.1780291095574
PNG,2024,NA
POL,2000,NA
POL,2001,100.486572265625
POL,2002,102.079460144043
POL,2003,104.052558898926
POL,2004,99.0511016845703
POL,2005,100.700813293457
POL,2006,99.7898635864258
POL,2007,99.5984573364258
POL,2008,99.4151229858398
POL,2009,99.1387176513672
POL,2010,99.6203994750977
POL,2011,99.9345169067383
POL,2012,99.8879928588867
POL,2013,109.392158508301
POL,2014,107.965179443359
POL,2015,107.555976867676
POL,2016,107.49730682373
POL,2017,108.001609802246
POL,2018,109.459831237793
POL,2019,108.760276794434
POL,2020,112.317840576172
POL,2021,109.834098815918
POL,2022,107.567939758301
POL,2023,107.910926818848
POL,2024,107.191352844238
PRE,2000,18.4421291351318
PRE,2001,19.4840602874756
PRE,2002,20.2954196929932
PRE,2003,21.8995800018311
PRE,2004,23.1740303039551
PRE,2005,24.1649799346924
PRE,2006,24.8874893188477
PRE,2007,25.1443195343018
PRE,2008,27.7371292114258
PRE,2009,29.8313694000244
PRE,2010,31.8350296020508
PRE,2011,32.9029388427734
PRE,2012,34.4295501708984
PRE,2013,37.1601486206055
PRE,2014,35.9321403503418
PRE,2015,36.8539009094238
PRE,2016,36.6112899780273
PRE,2017,37.5345191955566
PRE,2018,38.3734588623047
PRE,2019,39.3805389404297
PRE,2020,40.4143104553223
PRE,2021,41.0802612304688
PRE,2022,41.452709197998
PRE,2023,41.9789581298828
PRE,2024,42.2162017822266
PRI,2000,NA
PRI,2001,NA
PRI,2002,NA
PRI,2003,NA
PRI,2004,NA
PRI,2005,NA
PRI,2006,NA
PRI,2007,NA
PRI,2008,NA
PRI,2009,90.4561462402344
PRI,2010,89.8547134399414
PRI,2011,85.3739318847656
PRI,2012,88.7678070068359
PRI,2013,90.6086273193359
PRI,2014,92.2278671264648
PRI,2015,99.7742919921875
PRI,2016,87.7187728881836
PRI,2017,NA
PRI,2018,90.4226531982422
PRI,2019,NA
PRI,2020,NA
PRI,2021,NA
PRI,2022,NA
PRI,2023,112.479949951172
PRI,2024,82.970628221555
PRK,2000,NA
PRK,2001,NA
PRK,2002,NA
PRK,2003,NA
PRK,2004,NA
PRK,2005,NA
PRK,2006,NA
PRK,2007,NA
PRK,2008,NA
PRK,2009,NA
PRK,2010,NA
PRK,2011,NA
PRK,2012,NA
PRK,2013,NA
PRK,2014,NA
PRK,2015,94.8986968994141
PRK,2016,NA
PRK,2017,NA
PRK,2018,NA
PRK,2019,NA
PRK,2020,NA
PRK,2021,NA
PRK,2022,NA
PRK,2023,NA
PRK,2024,NA
PRT,2000,NA
PRT,2001,111.711250305176
PRT,2002,112.623863220215
PRT,2003,113.136199951172
PRT,2004,100.022537231445
PRT,2005,101.168586730957
PRT,2006,99.9085464477539
PRT,2007,103.064010620117
PRT,2008,104.721168518066
PRT,2009,107.557548522949
PRT,2010,109.032386779785
PRT,2011,109.955856323242
PRT,2012,110.881690979004
PRT,2013,119.206550598145
PRT,2014,114.940048217773
PRT,2015,116.3916015625
PRT,2016,115.198280334473
PRT,2017,117.064079284668
PRT,2018,118.86946105957
PRT,2019,120.158042907715
PRT,2020,118.972717285156
PRT,2021,119.506401062012
PRT,2022,121.729446411133
PRT,2023,121.013473510742
PRT,2024,NA
PRY,2000,65.8415679931641
PRY,2001,69.342658996582
PRY,2002,70.7528381347656
PRY,2003,68.4177780151367
PRY,2004,69.9641571044922
PRY,2005,70.1815185546875
PRY,2006,70.2643737792969
PRY,2007,70.6646575927734
PRY,2008,72.4440612792969
PRY,2009,73.5109176635742
PRY,2010,75.320072641356
PRY,2011,78.1639709472656
PRY,2012,85.5904312133789
PRY,2013,NA
PRY,2014,NA
PRY,2015,NA
PRY,2016,84.2714777594267
PRY,2017,NA
PRY,2018,NA
PRY,2019,NA
PRY,2020,88.6356499895332
PRY,2021,91.6603622436523
PRY,2022,87.3263168334961
PRY,2023,81.5245895544797
PRY,2024,80.8023312507795
PSE,2000,77.6240234375
PSE,2001,80.3880081176758
PSE,2002,82.0936126708984
PSE,2003,84.433952331543
PSE,2004,87.8212738037109
PSE,2005,89.1882629394531
PSE,2006,91.1926574707031
PSE,2007,91.6056976318359
PSE,2008,91.2910003662109
PSE,2009,91.1607971191406
PSE,2010,90.614418241199
PSE,2011,90.4789097664676
PSE,2012,89.7635136812524
PSE,2013,89.3845067710673
PSE,2014,89.2406335817968
PSE,2015,89.9287548247777
PSE,2016,90.2320188949519
PSE,2017,91.1514747935572
PSE,2018,91.43948440818
PSE,2019,92.1069779946866
PSE,2020,92.3509100224999
PSE,2021,92.9705244906805
PSE,2022,92.7547421358175
PSE,2023,92.1529721719084
PSE,2024,NA
PSS,2000,62.3544082641602
PSS,2001,62.2972602844238
PSS,2002,64.8164520263672
PSS,2003,65.9099807739258
PSS,2004,66.4432373046875
PSS,2005,66.5287170410156
PSS,2006,68.0545272827148
PSS,2007,67.9842300415039
PSS,2008,69.6907501220703
PSS,2009,72.1379470825195
PSS,2010,74.0303497314453
PSS,2011,74.1887435913086
PSS,2012,73.3126983642578
PSS,2013,73.6747207641602
PSS,2014,74.1507873535156
PSS,2015,74.3910293579102
PSS,2016,74.3553085327148
PSS,2017,74.5658721923828
PSS,2018,74.8235778808594
PSS,2019,75.1147079467773
PSS,2020,75.3268508911133
PSS,2021,76.0806198120117
PSS,2022,80.4202423095703
PSS,2023,85.149528503418
PSS,2024,84.8050689697266
PST,2000,100.875579833984
PST,2001,101.341667175293
PST,2002,101.486572265625
PST,2003,101.905502319336
PST,2004,101.426467895508
PST,2005,101.675567626953
PST,2006,101.169761657715
PST,2007,101.323890686035
PST,2008,101.652656555176
PST,2009,102.090309143066
PST,2010,102.783782958984
PST,2011,102.406517028809
PST,2012,102.461280822754
PST,2013,105.584037780762
PST,2014,105.992668151855
PST,2015,105.723571777344
PST,2016,105.410469055176
PST,2017,105.532516479492
PST,2018,104.895156860352
PST,2019,104.926292419434
PST,2020,104.928176879883
PST,2021,105.48853302002
PST,2022,104.618598937988
PST,2023,103.374778747559
PST,2024,103.405113220215
PYF,2000,NA
PYF,2001,NA
PYF,2002,NA
PYF,2003,NA
PYF,2004,NA
PYF,2005,NA
PYF,2006,NA
PYF,2007,NA
PYF,2008,NA
PYF,2009,NA
PYF,2010,NA
PYF,2011,NA
PYF,2012,NA
PYF,2013,NA
PYF,2014,NA
PYF,2015,NA
PYF,2016,NA
PYF,2017,NA
PYF,2018,NA
PYF,2019,NA
PYF,2020,NA
PYF,2021,NA
PYF,2022,NA
PYF,2023,NA
PYF,2024,NA
QAT,2000,NA
QAT,2001,98.1914596557617
QAT,2002,98.5448684692383
QAT,2003,100.580139160156
QAT,2004,101.124069213867
QAT,2005,102.335876464844
QAT,2006,101.799743652344
QAT,2007,100.888458251953
QAT,2008,102.374160766602
QAT,2009,99.5016098022461
QAT,2010,99.4061618062088
QAT,2011,96.5915891409608
QAT,2012,102.69592476489
QAT,2013,100.272006631781
QAT,2014,97.8229904174805
QAT,2015,102.855682373047
QAT,2016,101.471275105091
QAT,2017,102.250071204785
QAT,2018,101.167953667954
QAT,2019,106.114051818848
QAT,2020,104.936542983826
QAT,2021,94.4009874257502
QAT,2022,103.828099708644
QAT,2023,100.555801391602
QAT,2024,99.5586624145508
ROU,2000,NA
ROU,2001,83.997932434082
ROU,2002,85.8472137451172
ROU,2003,85.0776214599609
ROU,2004,83.237922668457
ROU,2005,81.6252365112305
ROU,2006,85.9666519165039
ROU,2007,83.9815826416016
ROU,2008,94.1028213500977
ROU,2009,103.092918395996
ROU,2010,101.837959289551
ROU,2011,99.8830795288086
ROU,2012,96.6138229370117
ROU,2013,94.7376480102539
ROU,2014,92.9854202270508
ROU,2015,91.041862487793
ROU,2016,88.5227890014648
ROU,2017,88.4959869384766
ROU,2018,86.5674591064453
ROU,2019,86.5128479003906
ROU,2020,86.8440933227539
ROU,2021,86.4143218994141
ROU,2022,83.2872314453125
ROU,2023,81.8756637573242
ROU,2024,NA
RUS,2000,NA
RUS,2001,NA
RUS,2002,NA
RUS,2003,94.4848098754883
RUS,2004,87.7309417724609
RUS,2005,86.1054534912109
RUS,2006,85.6202087402344
RUS,2007,85.5552978515625
RUS,2008,85.5771331787109
RUS,2009,88.4459609985352
RUS,2010,NA
RUS,2011,93.4703613490167
RUS,2012,94.4915054288516
RUS,2013,95.1585451333232
RUS,2014,94.7123193518247
RUS,2015,95.5388063257807
RUS,2016,95.5642562629198
RUS,2017,96.9046880348653
RUS,2018,98.3779350439121
RUS,2019,99.6904540870663
RUS,2020,91.1345354950116
RUS,2021,91.4263276032683
RUS,2022,91.9435067815037
RUS,2023,91.6148817164136
RUS,2024,NA
RWA,2000,9.83563995361328
RWA,2001,10.7198896408081
RWA,2002,11.7095804214478
RWA,2003,12.5666799545288
RWA,2004,14.3445196151733
RWA,2005,15.3492403030396
RWA,2006,17.1692695617676
RWA,2007,19.1066493988037
RWA,2008,20.7493991851807
RWA,2009,25.5202293395996
RWA,2010,32.039680480957
RWA,2011,36.7639312744141
RWA,2012,31.5941295623779
RWA,2013,31.6404940535794
RWA,2014,43.2179310615644
RWA,2015,40.5258619158058
RWA,2016,39.8630035289782
RWA,2017,41.5758285639592
RWA,2018,43.2482338226061
RWA,2019,46.5223774240521
RWA,2020,NA
RWA,2021,47.0146410981496
RWA,2022,47.5004278023246
RWA,2023,48.7785157251447
RWA,2024,53.3234802182678
SAS,2000,40.5729293823242
SAS,2001,40.8564796447754
SAS,2002,43.2442016601562
SAS,2003,46.8258094787598
SAS,2004,47.6684112548828
SAS,2005,50.1592597961426
SAS,2006,51.1434783935547
SAS,2007,53.7980499267578
SAS,2008,57.021728515625
SAS,2009,57.7675285339355
SAS,2010,61.3690986633301
SAS,2011,63.5410003662109
SAS,2012,66.3012619018555
SAS,2013,68.1774368286133
SAS,2014,73.1499404907227
SAS,2015,73.1828765869141
SAS,2016,74.9855804443359
SAS,2017,73.732780456543
SAS,2018,75.2186279296875
SAS,2019,75.2787170410156
SAS,2020,76.702880859375
SAS,2021,78.1247634887695
SAS,2022,79.9995727539062
SAS,2023,78.5853118896484
SAS,2024,78.1734237670898
SAU,2000,NA
SAU,2001,NA
SAU,2002,NA
SAU,2003,NA
SAU,2004,NA
SAU,2005,98.349739074707
SAU,2006,NA
SAU,2007,NA
SAU,2008,NA
SAU,2009,106.745018005371
SAU,2010,NA
SAU,2011,NA
SAU,2012,NA
SAU,2013,93.2386305984536
SAU,2014,98.8259666809098
SAU,2015,103.193475670071
SAU,2016,106.195082803448
SAU,2017,107.213197631228
SAU,2018,106.805095615016
SAU,2019,104.201619656228
SAU,2020,103.703644184464
SAU,2021,102.31567264971
SAU,2022,120.79801594321
SAU,2023,NA
SAU,2024,110.795878250097
SDN,2000,NA
SDN,2001,29.0130805969238
SDN,2002,31.4626502990723
SDN,2003,31.7940292358398
SDN,2004,34.8905601501465
SDN,2005,34.6907081604004
SDN,2006,33.4989814758301
SDN,2007,32.034049987793
SDN,2008,33.5710983276367
SDN,2009,36.356689453125
SDN,2010,36.596378326416
SDN,2011,33.5257797241211
SDN,2012,36.8792190551758
SDN,2013,39.7228088378906
SDN,2014,40.006519317627
SDN,2015,42.1506309509277
SDN,2016,40.467399597168
SDN,2017,43.3027687072754
SDN,2018,42.4490699768066
SDN,2019,44.8803787231445
SDN,2020,NA
SDN,2021,NA
SDN,2022,NA
SDN,2023,NA
SDN,2024,NA
SEN,2000,11.979640007019
SEN,2001,12.332010269165
SEN,2002,13.5592498779297
SEN,2003,NA
SEN,2004,16.6612892150879
SEN,2005,18.9345207214356
SEN,2006,20.7912902832031
SEN,2007,NA
SEN,2008,27.028829574585
SEN,2009,NA
SEN,2010,34.5189208984375
SEN,2011,40.7124286126975
SEN,2012,44.9835760823554
SEN,2013,48.301600402966
SEN,2014,50.5133794878854
SEN,2015,NA
SEN,2016,NA
SEN,2017,NA
SEN,2018,NA
SEN,2019,47.6122826558931
SEN,2020,48.7408134468399
SEN,2021,50.1069716907194
SEN,2022,51.0293572947889
SEN,2023,50.2150531512901
SEN,2024,NA
SGP,2000,NA
SGP,2001,NA
SGP,2002,NA
SGP,2003,NA
SGP,2004,NA
SGP,2005,NA
SGP,2006,NA
SGP,2007,NA
SGP,2008,NA
SGP,2009,NA
SGP,2010,NA
SGP,2011,NA
SGP,2012,NA
SGP,2013,NA
SGP,2014,NA
SGP,2015,NA
SGP,2016,107.364959262144
SGP,2017,106.88839463636
SGP,2018,105.214493204689
SGP,2019,104.181057515607
SGP,2020,102.619251241336
SGP,2021,102.820483763331
SGP,2022,102.73547410258
SGP,2023,102.676070813741
SGP,2024,NA
SLB,2000,16.835599899292
SLB,2001,20.6115093231201
SLB,2002,26.704740524292
SLB,2003,NA
SLB,2004,NA
SLB,2005,27.2854099273682
SLB,2006,31.7271194458008
SLB,2007,32.7333793640137
SLB,2008,NA
SLB,2009,NA
SLB,2010,47.2111701965332
SLB,2011,47.1220817565918
SLB,2012,47.6625213623047
SLB,2013,NA
SLB,2014,NA
SLB,2015,NA
SLB,2016,NA
SLB,2017,NA
SLB,2018,NA
SLB,2019,NA
SLB,2020,NA
SLB,2021,NA
SLB,2022,NA
SLB,2023,NA
SLB,2024,NA
SLE,2000,NA
SLE,2001,21.2856006622314
SLE,2002,NA
SLE,2003,NA
SLE,2004,NA
SLE,2005,NA
SLE,2006,NA
SLE,2007,NA
SLE,2008,NA
SLE,2009,NA
SLE,2010,NA
SLE,2011,34.7692489624023
SLE,2012,41.3290214538574
SLE,2013,36.7521209716797
SLE,2014,NA
SLE,2015,37.5164985656738
SLE,2016,40.7735595703125
SLE,2017,41.1011695861816
SLE,2018,42.5191192626953
SLE,2019,60.979808807373
SLE,2020,62.9357109069824
SLE,2021,74.4143295288086
SLE,2022,NA
SLE,2023,91.7119293212891
SLE,2024,NA
SLV,2000,53.2483711242676
SLV,2001,55.8607711791992
SLV,2002,59.3954086303711
SLV,2003,63.2922401428223
SLV,2004,67.1742630004883
SLV,2005,67.4095611572266
SLV,2006,67.9830932617188
SLV,2007,68.2611923217773
SLV,2008,67.0742568969727
SLV,2009,67.4736785888672
SLV,2010,68.8328162271063
SLV,2011,70.2541252159409
SLV,2012,71.454258159429
SLV,2013,73.3605507980312
SLV,2014,72.7385537934052
SLV,2015,72.0438162131663
SLV,2016,69.2825794984198
SLV,2017,66.9212075557367
SLV,2018,67.797487363072
SLV,2019,66.123873218959
SLV,2020,66.5137094782116
SLV,2021,67.7409182456172
SLV,2022,68.410512155513
SLV,2023,68.5344206950006
SLV,2024,61.1295384065253
SMR,2000,49.2416610717773
SMR,2001,NA
SMR,2002,NA
SMR,2003,NA
SMR,2004,NA
SMR,2005,NA
SMR,2006,NA
SMR,2007,NA
SMR,2008,63.7246208190918
SMR,2009,64.4038314819336
SMR,2010,66.8350219726562
SMR,2011,67.8209533691406
SMR,2012,64.1434326171875
SMR,2013,NA
SMR,2014,NA
SMR,2015,NA
SMR,2016,NA
SMR,2017,NA
SMR,2018,57.6923076923077
SMR,2019,59.4113090627421
SMR,2020,59.9095704596835
SMR,2021,59.5874713521772
SMR,2022,59.4007490636704
SMR,2023,59.8075499629904
SMR,2024,59.5952023988006
SOM,2000,NA
SOM,2001,NA
SOM,2002,NA
SOM,2003,NA
SOM,2004,NA
SOM,2005,NA
SOM,2006,NA
SOM,2007,3.84326004981995
SOM,2008,NA
SOM,2009,NA
SOM,2010,NA
SOM,2011,NA
SOM,2012,NA
SOM,2013,NA
SOM,2014,NA
SOM,2015,NA
SOM,2016,NA
SOM,2017,NA
SOM,2018,NA
SOM,2019,NA
SOM,2020,NA
SOM,2021,NA
SOM,2022,NA
SOM,2023,2.75847005844116
SOM,2024,NA
SRB,2000,92.3186569213867
SRB,2001,90.9246368408203
SRB,2002,90.5492401123047
SRB,2003,90.9021224975586
SRB,2004,89.8924789428711
SRB,2005,90.3657913208008
SRB,2006,91.3711624145508
SRB,2007,91.5406799316406
SRB,2008,92.2437896728516
SRB,2009,93.3237915039062
SRB,2010,93.4530868530273
SRB,2011,95.416130065918
SRB,2012,96.4776000976562
SRB,2013,96.5699691772461
SRB,2014,95.795036315918
SRB,2015,97.9315490722656
SRB,2016,97.4025421142578
SRB,2017,95.9280700683594
SRB,2018,95.5111312866211
SRB,2019,94.8361511230469
SRB,2020,93.3936004638672
SRB,2021,93.580436706543
SRB,2022,95.2010726928711
SRB,2023,NA
SRB,2024,88.5398788452148
SSA,2000,22.6678905487061
SSA,2001,23.7459506988525
SSA,2002,24.284460067749
SSA,2003,25.3785400390625
SSA,2004,26.6732807159424
SSA,2005,27.6099700927734
SSA,2006,28.4692993164062
SSA,2007,29.0852508544922
SSA,2008,31.1639308929443
SSA,2009,32.9944610595703
SSA,2010,34.9302597045898
SSA,2011,36.127140045166
SSA,2012,37.7186889648438
SSA,2013,40.247688293457
SSA,2014,39.3362312316895
SSA,2015,39.9736595153809
SSA,2016,39.7671089172363
SSA,2017,40.3692207336426
SSA,2018,40.8536911010742
SSA,2019,41.8304290771484
SSA,2020,42.7509613037109
SSA,2021,43.4608612060547
SSA,2022,43.7772483825684
SSA,2023,44.2103118896484
SSA,2024,44.4859504699707
SSD,2000,NA
SSD,2001,NA
SSD,2002,NA
SSD,2003,NA
SSD,2004,NA
SSD,2005,NA
SSD,2006,NA
SSD,2007,NA
SSD,2008,NA
SSD,2009,NA
SSD,2010,NA
SSD,2011,7.3020601272583
SSD,2012,NA
SSD,2013,NA
SSD,2014,NA
SSD,2015,8.0513801574707
SSD,2016,NA
SSD,2017,NA
SSD,2018,NA
SSD,2019,NA
SSD,2020,NA
SSD,2021,NA
SSD,2022,NA
SSD,2023,NA
SSD,2024,110.429168701172
SSF,2000,22.6744499206543
SSF,2001,23.7513294219971
SSF,2002,24.2899494171143
SSF,2003,25.3840808868408
SSF,2004,26.6784706115723
SSF,2005,27.6153392791748
SSF,2006,28.4737796783447
SSF,2007,29.0900192260742
SSF,2008,31.1681404113769
SSF,2009,32.9982681274414
SSF,2010,34.9334907531738
SSF,2011,36.1298713684082
SSF,2012,37.7216110229492
SSF,2013,40.2503395080566
SSF,2014,39.3387718200684
SSF,2015,39.976261138916
SSF,2016,39.7697906494141
SSF,2017,40.371768951416
SSF,2018,40.8560485839844
SSF,2019,41.8325309753418
SSF,2020,42.7530403137207
SSF,2021,43.4628715515137
SSF,2022,43.7793312072754
SSF,2023,44.2121391296387
SSF,2024,44.4877815246582
SST,2000,59.5752296447754
SST,2001,60.3716316223145
SST,2002,61.3390197753906
SST,2003,63.2497787475586
SST,2004,63.3338203430176
SST,2005,64.2955093383789
SST,2006,65.6151428222656
SST,2007,66.8766021728516
SST,2008,67.7862396240234
SST,2009,69.0761337280273
SST,2010,71.6559371948242
