iso3,year,gdp_pc
ARE,2017,43733.61922874352
ARE,2018,47135.35919439715
ARE,2019,45938.607358199384
ARE,2020,37991.74929716649
ARE,2021,44118.50471927712
ARE,2022,50759.75892311914
ARE,2023,49850.687217516395
ARE,2024,50273.506046983675
ARG,2000,7637.014892036284
ARG,2001,7141.475076628263
ARG,2002,2569.699635191236
ARG,2003,3320.477751339027
ARG,2004,4242.020990894215
ARG,2005,5067.653422932756
ARG,2006,5869.380289702044
ARG,2007,7185.251551470267
ARG,2008,8944.1102657357
ARG,2009,8150.235270282207
ARG,2010,10260.13131082542
ARG,2011,12704.283181968423
ARG,2012,12949.717486654019
ARG,2013,12963.67577332604
ARG,2014,12233.144411918582
ARG,2015,13679.626498095417
ARG,2016,12699.962313775635
ARG,2017,14532.500930851062
ARG,2018,11752.799892297908
ARG,2019,9955.974786804276
ARG,2020,8535.59938004389
ARG,2021,10738.017922338438
ARG,2022,13962.189408722319
ARG,2023,14261.84656679479
ARG,2024,13969.78366037374
ARM,2000,593.4505817422821
ARM,2001,659.5889885356293
ARM,2002,742.6511183198187
ARM,2003,882.0301676954736
ARM,2004,1130.0879144415808
ARM,2005,1557.4845890865474
ARM,2006,2041.6526706899692
ARM,2007,2962.7023459456896
ARM,2008,3777.6685931376724
ARM,2009,2820.592655334702
ARM,2010,3041.344507233394
ARM,2011,3349.5530977190615
ARM,2012,3511.563996874258
ARM,2013,3680.1669215888587
ARM,2014,3852.1180061038444
ARM,2015,3512.3935027670905
ARM,2016,3524.4247687470715
ARM,2017,3869.0537386775177
ARM,2018,4196.005623017693
ARM,2019,4597.228873995479
ARM,2020,4268.6809330458345
ARM,2021,4685.179971285085
ARM,2022,6571.974455450988
ARM,2023,8159.0872096799585
ARM,2024,8556.214069567193
ASM,2000,NA
ASM,2001,NA
ASM,2002,8972.69636535698
ASM,2003,9197.661968369872
ASM,2004,8958.428666971735
ASM,2005,8831.269759966088
ASM,2006,8745.166211374039
ASM,2007,9231.372409245629
ASM,2008,10030.808913090206
ASM,2009,12156.029390577727
ASM,2010,10375.172014195698
ASM,2011,10383.459331450951
ASM,2012,11745.489915395769
ASM,2013,11813.502203458875
ASM,2014,12026.33449294879
ASM,2015,12727.41026513862
ASM,2016,12843.334290362714
ASM,2017,11863.683945256465
ASM,2018,12552.054686886147
ASM,2019,12886.135951721802
ASM,2020,14489.258656377484
ASM,2021,15236.160487557136
ASM,2022,18017.458938397252
ASM,2023,NA
ASM,2024,NA
ATG,2000,12027.494976822187
ATG,2001,11539.182506330753
ATG,2002,11658.694991595603
ATG,2003,12173.231986030505
ATG,2004,13037.889577225696
ATG,2005,14368.570879605784
ATG,2006,16173.8136329968
ATG,2007,18204.51240430678
ATG,2008,18786.67431422159
ATG,2009,16472.247852856835
ATG,2010,15217.395079092219
ATG,2011,14911.72750844715
ATG,2012,15639.80781147868
ATG,2013,15051.511358742462
ATG,2014,15532.106206358443
ATG,2015,16077.634076940634
ATG,2016,16556.85518015876
ATG,2017,16965.728827381565
ATG,2018,18273.427068491186
ATG,2019,18896.372183224772
ATG,2020,15369.608225040141
ATG,2021,17348.600698718186
ATG,2022,20105.198908516442
ATG,2023,21494.547400072708
ATG,2024,23542.452694557796
AUS,2000,21908.996801978352
AUS,2001,19733.651010264537
AUS,2002,20335.096019102304
AUS,2003,23757.589847168372
AUS,2004,30886.05009494012
AUS,2005,34535.20727090995
AUS,2006,36658.82434761221
AUS,2007,41128.247661840236
AUS,2008,49811.206721898845
AUS,2009,42954.849488457294
AUS,2010,52313.893904121345
AUS,2011,62799.38950170316
AUS,2012,68301.44025125871
AUS,2013,68476.67884961178
AUS,2014,62817.20617517368
AUS,2015,56970.36130280944
AUS,2016,50084.44406063846
AUS,2017,54117.54771860902
AUS,2018,57410.173734600896
AUS,2019,55194.75850974282
AUS,2020,51983.4523666382
AUS,2021,60758.9044397144
AUS,2022,65169.519111865666
AUS,2023,65058.37731466737
AUS,2024,64603.985630846415
AUT,2000,24487.297468595614
AUT,2001,24430.495982840985
AUT,2002,26334.862215031993
AUT,2003,32110.115966142475
AUT,2004,36614.25065337066
AUT,2005,38157.37022862003
AUT,2006,40382.20782985749
AUT,2007,46622.96229136355
AUT,2008,51581.39823610713
AUT,2009,47857.44466352659
AUT,2010,46611.13934202319
AUT,2011,51116.89535220424
AUT,2012,48250.40591426372
AUT,2013,50305.35457749725
AUT,2014,51314.972261632225
AUT,2015,43915.22802085699
AUT,2016,45061.49939201917
AUT,2017,47163.7425775142
AUT,2018,51194.07498412994
AUT,2019,49885.99473552041
AUT,2020,48716.4098900349
AUT,2021,53648.643797621386
AUT,2022,52336.772522375766
AUT,2023,56579.50417546799
AUT,2024,58268.878765160116
AZE,2000,655.0972495799167
AZE,2001,703.6709985846863
AZE,2002,763.1088954634868
AZE,2003,883.6925807452558
AZE,2004,1045.0136328105998
AZE,2005,1578.3673303066716
AZE,2006,2472.957257322871
AZE,2007,3851.330151751412
AZE,2008,5574.468104325748
AZE,2009,4950.399490094231
AZE,2010,5843.5337683582
AZE,2011,7189.81869211976
AZE,2012,7495.865276580995
AZE,2013,7875.345366615495
AZE,2014,7890.840280620872
AZE,2015,5500.503646284862
AZE,2016,3880.685227683798
AZE,2017,4147.198142322201
AZE,2018,4739.794312340805
AZE,2019,4805.753717659173
AZE,2020,4229.910649045028
AZE,2021,5408.045351750229
AZE,2022,7770.594223350996
AZE,2023,7133.028380483284
AZE,2024,7283.849907617904
BDI,2000,134.53786175238898
BDI,2001,132.15955454193212
BDI,2002,120.95230857546832
BDI,2003,111.40668280439081
BDI,2004,125.19496518453332
BDI,2005,147.23461929422513
BDI,2006,161.89275564031908
BDI,2007,166.16274490675522
BDI,2008,189.50207457076775
BDI,2009,198.43152404822504
BDI,2010,216.72770530197636
BDI,2011,230.0697613811321
BDI,2012,231.09878781150672
BDI,2013,234.8447701508713
BDI,2014,250.54449215518548
BDI,2015,254.40258522678766
BDI,2016,232.9378121001527
BDI,2017,246.06072571418372
BDI,2018,245.66167833200922
BDI,2019,234.31061590724977
BDI,2020,255.8324539388995
BDI,2021,264.98037926965486
BDI,2022,302.99250526355235
BDI,2023,250.62725309725457
BDI,2024,219.42483088269827
BEL,2000,23098.88650774014
BEL,2001,23015.071263246195
BEL,2002,25006.191397109003
BEL,2003,30655.209267902366
BEL,2004,35429.40779333441
BEL,2005,36809.70134036188
BEL,2006,38705.10679591471
BEL,2007,44319.16544881302
BEL,2008,48303.397956285975
BEL,2009,44923.34001350815
BEL,2010,44197.39367116197
BEL,2011,47760.8298776546
BEL,2012,44874.17091821225
BEL,2013,46964.59467770559
BEL,2014,47995.778696133944
BEL,2015,40893.804537772005
BEL,2016,41854.5498296444
BEL,2017,44035.3239358548
BEL,2018,47487.21003925607
BEL,2019,46716.622746796435
BEL,2020,45906.287580524586
BEL,2021,51658.23829495799
BEL,2022,50605.74966770862
BEL,2023,55291.47545413294
BEL,2024,56614.56794990358
BEN,2000,487.4241413842425
BEN,2001,492.401499509072
BEN,2002,546.4638296581587
BEN,2003,676.0028780842815
BEN,2004,758.6958037863709
BEN,2005,779.4377777532677
BEN,2006,809.1470725062209
BEN,2007,912.3382471883423
BEN,2008,1060.6025450209872
BEN,2009,1024.1027785811184
BEN,2010,973.2442549315264
BEN,2011,1059.413588525885
BEN,2012,1071.5258366282956
BEN,2013,1168.926992792259
BEN,2014,1204.39918670094
BEN,2015,1002.4188687961384
BEN,2016,1010.533896199298
BEN,2017,1054.9740806681434
BEN,2018,1151.7409703472013
BEN,2019,1130.8213533979497
BEN,2020,1200.1942655778935
BEN,2021,1318.6515807519838
BEN,2022,1266.4271103190442
BEN,2023,1394.1778472183137
BEN,2024,1485.380188851343
BFA,2000,248.90852692175216
BFA,2001,259.48522338043597
BFA,2002,285.65408763753277
BFA,2003,362.3738999969534
BFA,2004,403.8128374346103
BFA,2005,441.16414801601206
BFA,2006,455.5136556200242
BFA,2007,514.6844511772381
BFA,2008,619.4375332562643
BFA,2009,601.5695206718585
BFA,2010,624.9572522247657
BFA,2011,725.0247677254749
BFA,2012,731.470138867833
BFA,2013,759.7620651684981
BFA,2014,764.8616751062254
BFA,2015,630.124750752312
BFA,2016,663.7423648428855
BFA,2017,709.0915358946953
BFA,2018,777.465618514048
BFA,2019,764.8530777749462
BFA,2020,825.2370387824751
BFA,2021,895.5352884429909
BFA,2022,827.3308434866611
BFA,2023,873.4825896510025
BFA,2024,981.9926497690815
BGD,2000,396.6707302497512
BGD,2001,394.65641001891026
BGD,2002,393.88642232762766
BGD,2003,426.7488075436204
BGD,2004,455.6140169097983
BGD,2005,480.08585075451964
BGD,2006,490.3880265332894
BGD,2007,537.9554927929107
BGD,2008,613.0620410412401
BGD,2009,679.2114774280559
BGD,2010,757.3852803615082
BGD,2011,837.3369446956473
BGD,2012,859.6805363754974
BGD,2013,958.2629897982829
BGD,2014,1094.461997028377
BGD,2015,1224.3864766816523
BGD,2016,1649.2838085860055
BGD,2017,1811.0822166864587
BGD,2018,1965.2437273146677
BGD,2019,2129.7989695460574
BGD,2020,2248.850788282327
BGD,2021,2482.849178433572
BGD,2022,2716.4859278043114
BGD,2023,2551.017738273069
BGD,2024,2593.4161168077444
BGR,2000,1621.2621073899165
BGR,2001,1770.9070491869052
BGR,2002,2092.9828862555814
BGR,2003,2719.4943685928665
BGR,2004,3389.6874336027363
BGR,2005,3899.8259633287844
BGR,2006,4523.146557880496
BGR,2007,5888.570814039323
BGR,2008,7271.3033885802515
BGR,2009,6988.273162964647
BGR,2010,6853.948055111706
BGR,2011,7849.580613028177
BGR,2012,7431.957895088705
BGR,2013,7795.9809210892845
BGR,2014,8069.600056676842
BGR,2015,7268.654454738727
BGR,2016,7822.499232929683
BGR,2017,8696.689304279236
BGR,2018,9849.383972251744
BGR,2019,10353.72045841272
BGR,2020,10760.211975413009
BGR,2021,12966.145754339632
BGR,2022,13999.194953095564
BGR,2023,15853.208636704016
BGR,2024,17596.017366352113
BHR,2000,14214.48368393432
BHR,2001,13573.233988759745
BHR,2002,13501.47088014247
BHR,2003,14486.026902982188
BHR,2004,15963.949317161685
BHR,2005,17966.165783762463
BHR,2006,19267.28261507196
BHR,2007,20908.404254807345
BHR,2008,23299.499278039202
BHR,2009,19465.31407450379
BHR,2010,21819.329109809907
BHR,2011,25032.786774333345
BHR,2012,26438.67332304283
BHR,2013,26989.760114846904
BHR,2014,26451.796564745277
BHR,2015,23734.05511430191
BHR,2016,23800.001440631015
BHR,2017,24784.76935146067
BHR,2018,26324.40665495586
BHR,2019,27259.743859932696
BHR,2020,24342.844455471797
BHR,2021,27147.80838822855
BHR,2022,30470.52192760228
BHR,2023,29290.12842150983
BHR,2024,29653.568273153414
BHS,2000,24940.077508607777
BHS,2001,25371.92376676143
BHS,2002,26781.619593865158
BHS,2003,26429.124778766334
BHS,2004,26650.293423430317
BHS,2005,28602.418186999483
BHS,2006,29184.786508790814
BHS,2007,30051.84895877555
BHS,2008,29392.382441639675
BHS,2009,27512.913095008407
BHS,2010,27473.100430501963
BHS,2011,27090.83768013795
BHS,2012,28552.024268315094
BHS,2013,27642.74197591786
BHS,2014,29137.217563262166
BHS,2015,30719.405417468977
BHS,2016,30616.53631572844
BHS,2017,31875.488174961905
BHS,2018,32642.335320345184
BHS,2019,33640.336986127826
BHS,2020,26178.75376077077
BHS,2021,30367.860575770803
BHS,2022,34957.16132797368
BHS,2023,38231.77448427799
BHS,2024,39455.44665485455
BIH,2000,1338.4805963626086
BIH,2001,1387.8936294212144
BIH,2002,1606.5467454132017
BIH,2003,2033.947009358639
BIH,2004,2452.686091738601
BIH,2005,2739.610768660567
BIH,2006,3166.128653448332
BIH,2007,3931.489487375052
BIH,2008,4841.693119346486
BIH,2009,4539.918637749675
BIH,2010,4506.478285483886
BIH,2011,4982.693757682627
BIH,2012,4693.788991153808
BIH,2013,5034.566348170675
BIH,2014,5206.065734751322
BIH,2015,4662.258692194478
BIH,2016,4928.566590311397
BIH,2017,5345.019787664728
BIH,2018,6047.847072073918
BIH,2019,6122.375413523533
BIH,2020,6130.311879682659
BIH,2021,7295.34378682258
BIH,2022,7655.5942102438285
BIH,2023,8663.023264586292
BIH,2024,9358.78768951134
BLR,2000,1276.288034099996
BLR,2001,1244.373185234307
BLR,2002,1479.3806633717477
BLR,2003,1819.5265311469911
BLR,2004,2378.337004701288
BLR,2005,3126.0717666524847
BLR,2006,3848.2235030016295
BLR,2007,4735.481075560663
BLR,2008,6376.175691620632
BLR,2009,5352.488091906969
BLR,2010,6034.67885177216
BLR,2011,6527.659342878603
BLR,2012,6953.215916831005
BLR,2013,7998.0802045456
BLR,2014,8341.318092948832
BLR,2015,5967.0559505877745
BLR,2016,5039.775609494454
BLR,2017,5785.544919351936
BLR,2018,6360.037502312003
BLR,2019,6837.773396456351
BLR,2020,6542.855799767677
BLR,2021,7489.718947138883
BLR,2022,7994.648060748886
BLR,2023,7896.753882955836
BLR,2024,8317.6339991379209
BLZ,2000,4726.506754596157
BLZ,2001,4718.777151047391
BLZ,2002,4858.860625993618
BLZ,2003,4959.740124346046
BLZ,2004,5153.713082653632
BLZ,2005,5270.4147913531215
BLZ,2006,5524.7816783498565
BLZ,2007,5762.210233029382
BLZ,2008,5711.8145885970935
BLZ,2009,5399.671000019193
BLZ,2010,5461.4073599900075
BLZ,2011,5596.052221522894
BLZ,2012,5732.665199423469
BLZ,2013,5957.349536190055
BLZ,2014,6128.12053089077
BLZ,2015,6154.622642303688
BLZ,2016,6140.867139194692
BLZ,2017,6071.854518464531
BLZ,2018,6011.990368885873
BLZ,2019,6171.614497614228
BLZ,2020,5238.540781756958
BLZ,2021,6142.9893055703105
BLZ,2022,7068.217280431452
BLZ,2023,7424.758213210218
BLZ,2024,7681.244005831128
BMU,2000,56542.9569455727
BMU,2001,59490.24520342024
BMU,2002,63358.5658652763
BMU,2003,67106.80280832238
BMU,2004,71692.15890016785
BMU,2005,77628.10352250801
BMU,2006,97781.45589967215
BMU,2007,107395.65148389144
BMU,2008,110268.56240126383
BMU,2009,104711.71242035711
BMU,2010,104111.82424480189
BMU,2011,99049.0169927667
BMU,2012,100213.49338528737
BMU,2013,101704.40746217007
BMU,2014,100961.57660281131
BMU,2015,104855.36682213539
BMU,2016,108747.35614430488
BMU,2017,112339.42558746737
BMU,2018,113204.82210837994
BMU,2019,115798.04077557832
BMU,2020,106976.5462396322
BMU,2021,112765.08167306027
BMU,2022,121613.9399836291
BMU,2023,132604.43908621595
BMU,2024,142855.37471378178
BOL,2000,975.7770603587506
BOL,2001,930.1682272143125
BOL,2002,888.2213289743515
BOL,2003,893.0137602111491
BOL,2004,953.1918932462771
BOL,2005,1020.1232620073686
BOL,2006,1202.7115044632694
BOL,2007,1354.5490594992878
BOL,2008,1692.6724845587646
BOL,2009,1731.181721122093
BOL,2010,1929.783730771584
BOL,2011,2315.5212193060715
BOL,2012,2575.598570980836
BOL,2013,2870.0237700075613
BOL,2014,3041.435031624083
BOL,2015,2996.0128981134417
BOL,2016,3035.8734773213155
BOL,2017,4048.4011973983856
BOL,2018,4206.855293666104
BOL,2019,4203.15492855788
BOL,2020,3580.9676177830274
BOL,2021,4010.7605368620434
BOL,2022,4219.461137424454
BOL,2023,4274.70820547613
BOL,2024,4421.166098899988
BRA,2000,3766.5478633983453
BRA,2001,3176.2897505252413
BRA,2002,2855.9401713704933
BRA,2003,3090.606890783902
BRA,2004,3663.8226249781133
BRA,2005,4827.781658902905
BRA,2006,5934.1456185745365
BRA,2007,7409.6900382286085
BRA,2008,8908.333384679483
BRA,2009,8678.658473065296
BRA,2010,11403.284003869394
BRA,2011,13396.626315804127
BRA,2012,12521.723845443394
BRA,2013,12458.890339662463
BRA,2014,12274.994163021336
BRA,2015,8936.195588944402
BRA,2016,8836.285460256942
BRA,2017,10080.507872282147
BRA,2018,9300.660729040037
BRA,2019,9029.83304401079
BRA,2020,7074.194074957075
BRA,2021,7972.536960806947
BRA,2022,9281.332821368642
BRA,2023,10377.58977191948
BRA,2024,10310.548877816553
BRB,2000,11674.673647176442
BRB,2001,11639.516052205392
BRB,2002,11760.452473613277
BRB,2003,12075.958702064896
BRB,2004,12886.366527246744
BRB,2005,14214.420221357172
BRB,2006,15619.600595551145
BRB,2007,17235.439643478516
BRB,2008,17565.692997059192
BRB,2009,16294.909949183395
BRB,2010,20610.51507213626
BRB,2011,20508.149881038174
BRB,2012,20804.11500046942
BRB,2013,20410.206543856806
BRB,2014,20192.70840817969
BRB,2015,20424.208753001898
BRB,2016,20295.56720720463
BRB,2017,20284.57620524608
BRB,2018,21381.242630320863
BRB,2019,21912.15012428567
BRB,2020,19194.491973673936
BRB,2021,21079.614527179096
BRB,2022,24387.038729376094
BRB,2023,25583.878782726963
BRB,2024,26544.870728262063
BRN,2000,20130.257234662356
BRN,2001,18287.827228191374
BRN,2002,18621.292257752495
BRN,2003,20677.90011431882
BRN,2004,24423.094699554782
BRN,2005,29386.27038228621
BRN,2006,34674.79952364521
BRN,2007,36217.329070601496
BRN,2008,42156.568583867185
BRN,2009,30946.467377382753
BRN,2010,34937.55553571547
BRN,2011,46382.827425534895
BRN,2012,46968.59711649224
BRN,2013,44003.064427346115
BRN,2014,41026.508424795655
BRN,2015,30625.128774465637
BRN,2016,26663.29729506015
BRN,2017,28024.382458025215
BRN,2018,30988.119026722685
BRN,2019,30426.573065652785
BRN,2020,26834.359223394298
BRN,2021,31006.963628978527
BRN,2022,36632.92809521554
BRN,2023,32890.54918120193
BRN,2024,33153.47389135133
BTN,2000,771.9249114106186
BTN,2001,812.2382107720562
BTN,2002,895.7994899309724
BTN,2003,1022.3824031101774
BTN,2004,1130.3593460679604
BTN,2005,1299.9493857835896
BTN,2006,1405.6071618158026
BTN,2007,1850.4157043339765
BTN,2008,1919.5977489639495
BTN,2009,1918.3959921109315
BTN,2010,2435.579805667197
BTN,2011,2787.979676085619
BTN,2012,2751.2128864293954
BTN,2013,2679.9521720153784
BTN,2014,2849.4999864730285
BTN,2015,2954.0408191109696
BTN,2016,3152.309051067865
BTN,2017,3435.2880473566224
BTN,2018,3400.204172453423
BTN,2019,3576.8798710050314
BTN,2020,3191.6690699933065
BTN,2021,3570.612579808724
BTN,2022,3711.327679815909
BTN,2023,3831.325354946087
BTN,2024,NA
BWA,2000,3450.811806229918
BWA,2001,3206.0712368985282
BWA,2002,3117.250871830112
BWA,2003,4230.123269099257
BWA,2004,4956.692877352137
BWA,2005,5391.070766196335
BWA,2006,5291.583791448487
BWA,2007,5529.125746325323
BWA,2008,5503.073953143129
BWA,2009,5082.933883324043
BWA,2010,6215.732160779186
BWA,2011,7287.382953349189
BWA,2012,6595.538450154237
BWA,2013,6666.912195834866
BWA,2014,7122.364234215034
BWA,2015,6141.203947266163
BWA,2016,6749.05994339013
BWA,2017,7104.964010880272
BWA,2018,7407.95940141786
BWA,2019,7172.089564800282
BWA,2020,6323.2974967658965
BWA,2021,7807.887945704713
BWA,2022,8328.7090572666
BWA,2023,7826.353764832983
BWA,2024,7695.75319445165
CAF,2000,239.1541337260706
CAF,2001,237.9517025447346
CAF,2002,248.63929097840338
CAF,2003,278.403992150941
CAF,2004,303.461321152782
CAF,2005,311.95002313868673
CAF,2006,333.94251990303104
CAF,2007,380.8870488394754
CAF,2008,437.24827472489
CAF,2009,456.47167389840394
CAF,2010,476.8737869507277
CAF,2011,534.0572814716355
CAF,2012,544.3958491427853
CAF,2013,364.36696260838005
CAF,2014,409.8504859646996
CAF,2015,366.3228539381206
CAF,2016,387.17620344431776
CAF,2017,432.3240256842626
CAF,2018,455.24396285953395
CAF,2019,449.2284676024388
CAF,2020,462.87907129401145
CAF,2021,492.26314283050743
CAF,2022,467.35982502623835
CAF,2023,495.9788972887206
CAF,2024,516.1609999960363
CAN,2000,24271.002056382138
CAN,2001,23822.09621093203
CAN,2002,24256.019233718485
CAN,2003,28301.864593742786
CAN,2004,32145.541262021703
CAN,2005,36383.66000680948
CAN,2006,40504.03709778064
CAN,2007,44660.08388922812
CAN,2008,46710.25268644837
CAN,2009,40874.883193290254
CAN,2010,47560.66660094058
CAN,2011,52223.85883985308
CAN,2012,52670.34473354148
CAN,2013,52638.11872352365
CAN,2014,50960.843117466145
CAN,2015,43594.194104539434
CAN,2016,42314.06158172182
CAN,2017,45129.62811662297
CAN,2018,46539.17615704053
CAN,2019,46352.869344521125
CAN,2020,43537.839298903986
CAN,2021,52886.66163727032
CAN,2022,56256.80072640145
CAN,2023,54220.328503987526
CAN,2024,54340.34772247326
CEB,2000,3959.6249489664524
CEB,2001,4360.962635220902
CEB,2002,4941.342514076482
CEB,2003,5948.849610485368
CEB,2004,7180.270370296584
CEB,2005,8352.507132082988
CEB,2006,9466.685261621968
CEB,2007,11997.274382835858
CEB,2008,14573.689270779152
CEB,2009,12302.039157410381
CEB,2010,12635.75412098686
CEB,2011,13997.300077148786
CEB,2012,13104.066588243006
CEB,2013,13712.674403081133
CEB,2014,14208.409078657452
CEB,2015,12596.886254746794
CEB,2016,12874.69995616595
CEB,2017,14339.82430593893
CEB,2018,16227.24847194895
CEB,2019,16534.92648704071
CEB,2020,16581.352611502767
CEB,2021,19223.927403065118
CEB,2022,19530.155323217215
CEB,2023,22690.373617421643
CEB,2024,24604.806859560387
CHE,2000,38865.02193968802
CHE,2001,39638.79110618639
CHE,2002,42458.73846791871
CHE,2003,49335.7456291067
CHE,2004,54659.45714882332
CHE,2005,56242.89336456386
CHE,2006,59011.03245920162
CHE,2007,64989.15532560305
CHE,2008,74175.19278985547
CHE,2009,71568.31238856722
CHE,2010,76531.37294076907
CHE,2011,90476.7589651577
CHE,2012,85836.2076767359
CHE,2013,87304.33058135571
CHE,2014,88724.99094026383
CHE,2015,83806.44760038373
CHE,2016,82153.07454478886
CHE,2017,82254.37692697672
CHE,2018,85217.36915122741
CHE,2019,84121.93103044144
CHE,2020,85897.7843338323
CHE,2021,93664.77366961108
CHE,2022,94394.51068035245
CHE,2023,100623.54962729648
CHE,2024,103998.18668560409
CHI,2000,43479.19407676891
CHI,2001,41873.74061461271
CHI,2002,44459.73181889767
CHI,2003,48570.77966321663
CHI,2004,56259.53442263336
CHI,2005,57647.11889080056
CHI,2006,62745.10065935568
CHI,2007,74139.97799443004
CHI,2008,NA
CHI,2009,57778.54070630521
CHI,2010,56123.459796345145
CHI,2011,60415.26320756576
CHI,2012,58809.569894541266
CHI,2013,59308.466658867386
CHI,2014,64697.54850243251
CHI,2015,61847.82122388566
CHI,2016,55947.579811974014
CHI,2017,55806.35542574283
CHI,2018,60784.812539716164
CHI,2019,60564.62939936814
CHI,2020,56785.940200503916
CHI,2021,66915.39639257225
CHI,2022,67627.1417347907
CHI,2023,74585.52240962943
CHI,2024,NA
CHL,2000,5052.992457663253
CHL,2001,4563.595298668896
CHL,2002,4430.847411579841
CHL,2003,4773.401775207537
CHL,2004,6120.59152055344
CHL,2005,7480.3233099863555
CHL,2006,9318.656552961205
CHL,2007,10346.413818453251
CHL,2008,10683.218877251113
CHL,2009,10098.801716728622
CHL,2010,12632.870472419238
CHL,2011,14487.392783203195
CHL,2012,15241.906998111876
CHL,2013,15683.548636915513
CHL,2014,14529.676720633584
CHL,2015,13433.920298703233
CHL,2016,13649.85204528032
CHL,2017,14879.90862271865
CHL,2018,15659.480867562766
CHL,2019,14495.716721686993
CHL,2020,13114.815470545014
CHL,2021,16206.832549342107
CHL,2022,15405.616577407298
CHL,2023,17067.036479915365
CHL,2024,16709.889397230672
CHN,2000,969.1995136962867
CHN,2001,1065.4059757451932
CHN,2002,1163.5595767342556
CHN,2003,1306.9724540855702
CHN,2004,1530.927262157233
CHN,2005,1777.644968284641
CHN,2006,2129.256969996132
CHN,2007,2734.727098776927
CHN,2008,3523.44302065213
CHN,2009,3898.2445915881062
CHN,2010,4629.245517100773
CHN,2011,5703.760279733456
CHN,2012,6405.057424134903
CHN,2013,7147.035186223441
CHN,2014,7781.065974849738
CHN,2015,8175.332850773929
CHN,2016,8254.868593203568
CHN,2017,8979.676527098563
CHN,2018,10085.663814881918
CHN,2019,10342.90095243346
CHN,2020,10627.463798961868
CHN,2021,12887.435724294062
CHN,2022,12970.605641432652
CHN,2023,12951.178239704273
CHN,2024,13303.148154386816
CIV,2000,936.6365413487983
CIV,2001,924.7272949620664
CIV,2002,967.8158644159911
CIV,2003,1111.1713508788687
CIV,2004,1199.8252452854629
CIV,2005,1197.746169794149
CIV,2006,1230.4305683858356
CIV,2007,1367.5381772232606
CIV,2008,1583.9706670137175
CIV,2009,1540.45393569596
CIV,2010,1553.5488704814325
CIV,2011,1596.6282656599792
CIV,2012,1546.9460184731029
CIV,2013,1786.1586203132365
CIV,2014,1991.3653942340416
CIV,2015,1814.7185508801674
CIV,2016,1862.5959708128676
CIV,2017,1964.299303383425
CIV,2018,2130.8661938114374
CIV,2019,2141.7683617011467
CIV,2020,2179.7293483293465
CIV,2021,2455.9812764114818
CIV,2022,2333.3712830125887
CIV,2023,2591.965904811898
CIV,2024,2727.8935220697044
CMR,2000,708.5657316259653
CMR,2001,715.4702964705854
CMR,2002,789.6238110725543
CMR,2003,988.2412767918462
CMR,2004,1133.3932674967289
CMR,2005,1142.6246625210579
CMR,2006,1191.4545899096834
CMR,2007,1325.672482159333
CMR,2008,1492.142698014529
CMR,2009,1461.3899923233657
CMR,2010,1398.5870202504714
CMR,2011,1513.9605699487818
CMR,2012,1449.0987436227924
CMR,2013,1575.9288211889684
CMR,2014,1649.443390594896
CMR,2015,1415.0000971056854
CMR,2016,1441.7201725688024
CMR,2017,1496.089517712422
CMR,2018,1610.6964159101708
CMR,2019,1555.2266047647743
CMR,2020,1555.6037066074864
CMR,2021,1672.3265734087217
CMR,2022,1604.8772695489472
CMR,2023,1720.4751015450624
CMR,2024,1830.0083368472697
COD,2000,377.9254214813948
COD,2001,142.67814260441207
COD,2002,162.38052907429022
COD,2003,161.4915535243958
COD,2004,180.66476496363273
COD,2005,214.5397404735186
COD,2006,255.44522956875124
COD,2007,294.1016151244193
COD,2008,352.9003633719953
COD,2009,280.1789910357925
COD,2010,352.4003987546921
COD,2011,372.5142738757892
COD,2012,409.93142478378354
COD,2013,460.37033493010705
COD,2014,489.17595209731945
COD,2015,495.8266330148833
COD,2016,459.76503659038764
COD,2017,431.05255912878806
COD,2018,518.1696268753709
COD,2019,504.00419142285995
COD,2020,486.4255726822558
COD,2021,595.743074403567
COD,2022,687.7385875546851
COD,2023,660.2120523899703
COD,2024,649.3833385567245
COG,2000,1024.3015910918073
COG,2001,854.5983144080948
COG,2002,905.5381355447045
COG,2003,1016.8236341214334
COG,2004,1306.1013632459944
COG,2005,1799.0515836615414
COG,2006,2103.5821381210976
COG,2007,2206.4710186341385
COG,2008,2832.0917777764325
COG,2009,2271.1521917596647
COG,2010,2946.557980677078
COG,2011,3396.16505817952
COG,2012,3732.327373203891
COG,2013,3697.417058842495
COG,2014,3601.236580871796
COG,2015,2439.351894036956
COG,2016,2093.107285588428
COG,2017,2211.633098747971
COG,2018,2694.4341319142677
COG,2019,2488.424667249158
COG,2020,1993.5866719310018
COG,2021,2516.1625514543157
COG,2022,2620.8380426740187
COG,2023,2477.978455448662
COG,2024,2482.248994845599
COL,2000,2555.0075103996796
COL,2001,2472.9908403583336
COL,2002,2428.9296977158447
COL,2003,2311.9421876029073
COL,2004,2818.5719541304416
COL,2005,3456.066108745124
COL,2006,3789.8536121702714
COL,2007,4769.926147194003
COL,2008,5541.836296658978
COL,2009,5250.972924335177
COL,2010,6398.295844710204
COL,2011,7400.994069566899
COL,2012,8108.598382442293
COL,2013,8279.102556429807
COL,2014,8187.208248900844
COL,2015,6248.514905345122
COL,2016,5959.842503675744
COL,2017,6479.532312924286
COL,2018,6816.968183095439
COL,2019,6472.545449247049
