iso3,year,basic_sanitation
ARG,2007,90.9270368517711
ARG,2008,91.3897117135692
ARG,2009,91.8516400553942
ARG,2010,92.3128332477506
ARG,2011,92.7707485221134
ARG,2012,93.2268060456617
ARG,2013,93.623132025003
ARG,2014,94.0211240402659
ARG,2015,94.4204076284931
ARG,2016,94.8209557204549
ARG,2017,NA
ARG,2018,NA
ARG,2019,NA
ARG,2020,NA
ARG,2021,NA
ARG,2022,NA
ARG,2023,NA
ARG,2024,NA
ARM,2000,88.0309026952269
ARM,2001,88.2341286586243
ARM,2002,88.4571722319779
ARM,2003,88.6878398317561
ARM,2004,88.9185327648482
ARM,2005,89.1491045548132
ARM,2006,89.3798500479523
ARM,2007,89.6104696374139
ARM,2008,89.8412620835162
ARM,2009,90.0719230280142
ARM,2010,90.3025970300034
ARM,2011,90.5332906665256
ARM,2012,90.7640014188273
ARM,2013,90.9987016315075
ARM,2014,91.2374729178599
ARM,2015,91.480572190435
ARM,2016,91.7279143880493
ARM,2017,91.9795911262643
ARM,2018,92.2358515104765
ARM,2019,92.4966218956113
ARM,2020,92.7619845664061
ARM,2021,93.0320229848765
ARM,2022,93.3068358390677
ARM,2023,93.5674537130871
ARM,2024,93.6649426520095
ASM,2000,62.2935163766246
ASM,2001,62.2856155405329
ASM,2002,62.2777147044412
ASM,2003,62.2698138683495
ASM,2004,62.2619130322578
ASM,2005,62.254012196166
ASM,2006,62.2461113600743
ASM,2007,62.2382105239826
ASM,2008,62.2303096878909
ASM,2009,62.2224088517992
ASM,2010,62.2145080157075
ASM,2011,62.2066071796158
ASM,2012,62.1987063435241
ASM,2013,62.1908055074324
ASM,2014,62.1829046713407
ASM,2015,62.1750038352489
ASM,2016,62.1671029991572
ASM,2017,62.1592021630655
ASM,2018,62.1513013269738
ASM,2019,62.1434004908821
ASM,2020,62.1354996547904
ASM,2021,62.1275988186987
ASM,2022,62.119697982607
ASM,2023,62.119697982607
ASM,2024,62.119697982607
ATG,2000,84.7653410086149
ATG,2001,85.5344312360032
ATG,2002,86.312524859028
ATG,2003,87.0891468581108
ATG,2004,87.8643554393161
ATG,2005,88.6381274061459
ATG,2006,89.410528383537
ATG,2007,90.181534098799
ATG,2008,90.9512112125374
ATG,2009,91.7194750028069
ATG,2010,92.4864478668601
ATG,2011,93.2510130109521
ATG,2012,94.0042537403254
ATG,2013,94.7571352497532
ATG,2014,95.5096665851238
ATG,2015,96.2618760462753
ATG,2016,97.0132411183707
ATG,2017,97.7638078582703
ATG,2018,98.5136876135771
ATG,2019,99.0899721182438
ATG,2020,99.6041813873018
ATG,2021,99.6050402706189
ATG,2022,99.605594345624
ATG,2023,99.6058209466968
ATG,2024,99.6057190215246
AUS,2000,99.9911608638651
AUS,2001,99.9916171040366
AUS,2002,99.9920733442082
AUS,2003,99.9925295843797
AUS,2004,99.9929858245512
AUS,2005,99.9934420647228
AUS,2006,99.9938983048943
AUS,2007,99.9943545450659
AUS,2008,99.9948107852374
AUS,2009,99.995267025408907
AUS,2010,99.9957232655805
AUS,2011,99.996179505752
AUS,2012,99.9966357459236
AUS,2013,99.9970919860951
AUS,2014,99.9975482262667
AUS,2015,99.9980044664382
AUS,2016,99.9984607066097
AUS,2017,99.9989169467813
AUS,2018,99.9993731869528
AUS,2019,99.9998294271244
AUS,2020,100
AUS,2021,100
AUS,2022,100
AUS,2023,100
AUS,2024,100
AUT,2000,99.9999792345879
AUT,2001,99.9999909725854
AUT,2002,100
AUT,2003,99.9983790003902
AUT,2004,99.996535576376
AUT,2005,99.9947064734973
AUT,2006,99.9928944921009
AUT,2007,99.9911017476995
AUT,2008,99.9893276003394
AUT,2009,99.9875707536701
AUT,2010,99.9858335152594
AUT,2011,99.9841152637766
AUT,2012,99.982312100595
AUT,2013,99.9804519832307
AUT,2014,99.9785877606259
AUT,2015,99.9767095192409
AUT,2016,99.9748167576783
AUT,2017,99.9729077052186
AUT,2018,99.9728166060806
AUT,2019,99.9727130295408
AUT,2020,99.9726022326155
AUT,2021,99.9724908948366
AUT,2022,99.9723650796655
AUT,2023,99.9722421586423
AUT,2024,99.9721024074429
AZE,2000,68.3537161993918
AZE,2001,69.4110838151646
AZE,2002,70.4645166968746
AZE,2003,71.514349403103
AZE,2004,72.5604073968308
AZE,2005,73.9007809135916
AZE,2006,75.2446071207106
AZE,2007,76.5920244999871
AZE,2008,77.9427910031062
AZE,2009,79.2970479678594
AZE,2010,80.6565618814243
AZE,2011,82.0209823776921
AZE,2012,83.3900771954371
AZE,2013,84.7637227824749
AZE,2014,86.1415854877427
AZE,2015,87.5234598194959
AZE,2016,88.9091129023182
AZE,2017,90.2983404004094
AZE,2018,91.6909287439115
AZE,2019,93.0865984611418
AZE,2020,94.4852164889199
AZE,2021,95.8663117734363
AZE,2022,96.9106527966691
AZE,2023,97.9482163589564
AZE,2024,98.9785069136854
BDI,2000,45.8832028889367
BDI,2001,45.9762261657477
BDI,2002,46.0714530473161
BDI,2003,46.1690271798233
BDI,2004,46.0744530371063
BDI,2005,45.9780778470214
BDI,2006,45.8797490696037
BDI,2007,45.7793823625363
BDI,2008,45.6767816936833
BDI,2009,45.5719158266356
BDI,2010,45.4645083129414
BDI,2011,45.354450786345
BDI,2012,45.2416177840798
BDI,2013,45.125751746761
BDI,2014,45.0067757440714
BDI,2015,44.8844503584829
BDI,2016,44.7585847024572
BDI,2017,44.6289841238283
BDI,2018,44.4954380894811
BDI,2019,44.3577388229315
BDI,2020,44.4548070620661
BDI,2021,44.5545225988873
BDI,2022,44.6569603684061
BDI,2023,44.6456125902738
BDI,2024,44.6339890793582
BEL,2000,99.484629951934
BEL,2001,99.4847964563623
BEL,2002,99.4849653278491
BEL,2003,99.4851241629527
BEL,2004,99.4852911508851
BEL,2005,99.4854588007365
BEL,2006,99.4856201119658
BEL,2007,99.4857808585944
BEL,2008,99.4859416700664
BEL,2009,99.4861064041689
BEL,2010,99.4861236387516
BEL,2011,99.4861332173528
BEL,2012,99.4861435479371
BEL,2013,99.4861501236866
BEL,2014,99.4861618443076
BEL,2015,99.4861641764678
BEL,2016,99.4861721928964
BEL,2017,99.4861854185217
BEL,2018,99.4861848733706
BEL,2019,99.4861954289203
BEL,2020,99.4862025266725
BEL,2021,99.486206436114
BEL,2022,99.4862152277247
BEL,2023,99.4862165648512
BEL,2024,99.486220664134
BEN,2000,8.52812393636387
BEN,2001,8.93975126867492
BEN,2002,9.37391256843619
BEN,2003,9.83877331929082
BEN,2004,10.3155921363995
BEN,2005,10.8039533008181
BEN,2006,11.3039620341641
BEN,2007,11.8157291558234
BEN,2008,12.3390077692944
BEN,2009,12.8733600744969
BEN,2010,13.4190757934874
BEN,2011,13.9760843860142
BEN,2012,14.5443123134086
BEN,2013,15.1233051054282
BEN,2014,15.7143302277075
BEN,2015,16.3169481534553
BEN,2016,16.9310972411709
BEN,2017,17.5567124078682
BEN,2018,18.1937303852969
BEN,2019,18.8420840944928
BEN,2020,19.501704357901
BEN,2021,20.1721169387367
BEN,2022,20.853650768615
BEN,2023,21.5460291941212
BEN,2024,22.248968702791
BFA,2000,8.8416258208353
BFA,2001,9.13087025476494
BFA,2002,10.0598427351821
BFA,2003,11.0080883489168
BFA,2004,11.9759949734472
BFA,2005,12.9610876994314
BFA,2006,13.9636797865369
BFA,2007,14.9188541884319
BFA,2008,15.8385590424802
BFA,2009,16.7713190117343
BFA,2010,17.717348101652
BFA,2011,18.6760821491649
BFA,2012,19.6465931645733
BFA,2013,20.6283173579476
BFA,2014,21.6210077487698
BFA,2015,22.623723352134
BFA,2016,23.6358671659231
BFA,2017,24.6558918981723
BFA,2018,25.6835548762607
BFA,2019,26.7185691114763
BFA,2020,27.7597483878875
BFA,2021,28.8068022658045
BFA,2022,29.8585926182987
BFA,2023,30.9150753845811
BFA,2024,31.7963485938203
BGD,2000,23.694677075884
BGD,2001,25.1767692981385
BGD,2002,26.6816894127761
BGD,2003,28.1772949701868
BGD,2004,29.6630423579707
BGD,2005,31.4358349503108
BGD,2006,33.2264398318266
BGD,2007,35.0339772895148
BGD,2008,36.8575848438424
BGD,2009,38.6964226448975
BGD,2010,40.550092213975
BGD,2011,42.417588032588
BGD,2012,44.297586934068804
BGD,2013,46.1890615570129
BGD,2014,48.091854377096
BGD,2015,50.0050245547683
BGD,2016,51.9283001377065
BGD,2017,53.861024982081
BGD,2018,55.8026895798661
BGD,2019,57.7528738554199
BGD,2020,59.7111659386902
BGD,2021,61.6770898454809
BGD,2022,63.6502711298232
BGD,2023,65.6304136319171
BGD,2024,67.6171751221237
BGR,2000,85.8270758424306
BGR,2001,85.8352608493331
BGR,2002,85.8462388142112
BGR,2003,85.8571204076455
BGR,2004,85.8679758462279
BGR,2005,85.8787353292987
BGR,2006,85.8894058121124
BGR,2007,85.9000132510858
BGR,2008,85.9105606214377
BGR,2009,85.921008483856
BGR,2010,85.9314028069197
BGR,2011,85.9417067262651
BGR,2012,85.9520368037234
BGR,2013,85.9623980621807
BGR,2014,85.9727585294745
BGR,2015,85.983155486804307
BGR,2016,85.9935449985972
BGR,2017,86.0039712709355
BGR,2018,86.0143608416048
BGR,2019,86.0247532488828
BGR,2020,86.0351484540034
BGR,2021,86.0455390086067
BGR,2022,86.0559026317979
BGR,2023,86.0662621462475
BGR,2024,86.0765607063355
BHR,2000,99.9393894019496
BHR,2001,99.9434088778498
BHR,2002,99.9474283537501
BHR,2003,99.9514478296503
BHR,2004,99.9554673055506
BHR,2005,99.9594867814508
BHR,2006,99.9635062573511
BHR,2007,99.9675257332513
BHR,2008,99.9715452091516
BHR,2009,99.9755646850518
BHR,2010,99.9795841609521
BHR,2011,99.9836036368523
BHR,2012,99.9876231127526
BHR,2013,99.9916425886528
BHR,2014,99.9956620645531
BHR,2015,99.9996815404533
BHR,2016,100
BHR,2017,100
BHR,2018,100
BHR,2019,100
BHR,2020,100
BHR,2021,100
BHR,2022,100
BHR,2023,100
BHR,2024,100
BHS,2000,92.9767147467029
BHS,2001,92.9788412178291
BHS,2002,92.9792508409001
BHS,2003,92.9779436159161
BHS,2004,92.974919542877
BHS,2005,92.9701786217826
BHS,2006,92.9637208526333
BHS,2007,92.9555462354289
BHS,2008,92.9456547701693
BHS,2009,92.9340464568545
BHS,2010,92.9207212954847
BHS,2011,92.9056792860598
BHS,2012,92.8889204285797
BHS,2013,93.1626284658143
BHS,2014,93.436336503049
BHS,2015,93.7100445402837
BHS,2016,93.7100445402837
BHS,2017,93.7100445402837
BHS,2018,93.7100445402837
BHS,2019,93.7100445402837
BHS,2020,NA
BHS,2021,NA
BHS,2022,NA
BHS,2023,NA
BHS,2024,NA
BIH,2000,95.0784435393171
BIH,2001,95.0879638199528
BIH,2002,95.0981431878974
BIH,2003,95.1088597606974
BIH,2004,95.1202453648273
BIH,2005,95.1357940491604
BIH,2006,95.1516329661408
BIH,2007,95.1678945136016
BIH,2008,95.1844586275953
BIH,2009,95.20132167847
BIH,2010,95.2184837600235
BIH,2011,95.2360155321308
BIH,2012,95.2539082676635
BIH,2013,95.2720361490621
BIH,2014,95.2905317745254
BIH,2015,95.3129339341419
BIH,2016,95.3361467691692
BIH,2017,95.360235583008
BIH,2018,95.3850620124746
BIH,2019,NA
BIH,2020,NA
BIH,2021,NA
BIH,2022,NA
BIH,2023,NA
BIH,2024,NA
BLR,2000,91.9136871793446
BLR,2001,91.8950406947121
BLR,2002,91.8772136566358
BLR,2003,91.8592816297479
BLR,2004,92.3080167229921
BLR,2005,92.7606037607482
BLR,2006,93.2164038239813
BLR,2007,93.6735706995362
BLR,2008,94.1325479318341
BLR,2009,94.5970585071849
BLR,2010,95.0666547452999
BLR,2011,95.5392069475239
BLR,2012,96.0160380409651
BLR,2013,96.4967422557482
BLR,2014,96.9807658359305
BLR,2015,97.4677528685491
BLR,2016,97.9567271053164
BLR,2017,98.4471393205969
BLR,2018,98.9391988814901
BLR,2019,99.4338632205589
BLR,2020,99.5940049296976
BLR,2021,99.6591219571066
BLR,2022,99.6897638568081
BLR,2023,99.7199437262096
BLR,2024,99.7473526999237
BLZ,2000,83.9950793415802
BLZ,2001,83.9981236500007
BLZ,2002,84.0010582579802
BLZ,2003,84.0038792244829
BLZ,2004,84.0065922016108
BLZ,2005,83.9996958672325
BLZ,2006,83.9933189485274
BLZ,2007,83.9874657603305
BLZ,2008,83.9821223616587
BLZ,2009,83.977302195762
BLZ,2010,83.972997548098
BLZ,2011,83.9708984759609
BLZ,2012,83.9714754365874
BLZ,2013,83.9751251055118
BLZ,2014,83.9821211094783
BLZ,2015,83.9929567244339
BLZ,2016,84.0080355199731
BLZ,2017,84.027602259463
BLZ,2018,84.0520275827063
BLZ,2019,84.0839153038299
BLZ,2020,84.1193982319828
BLZ,2021,84.1586414948366
BLZ,2022,84.2021316466722
BLZ,2023,84.2497280854857
BLZ,2024,84.3017658171591
BMU,2000,99.9791403999453
BMU,2001,99.9770577444815
BMU,2002,99.9749750890177
BMU,2003,99.972892433554
BMU,2004,99.9708097780902
BMU,2005,99.9687271226264
BMU,2006,99.9666444671626
BMU,2007,99.9645618116988
BMU,2008,99.962479156235
BMU,2009,99.9603965007712
BMU,2010,99.9583138453074
BMU,2011,99.9562311898436
BMU,2012,99.9541485343798
BMU,2013,99.952065878916
BMU,2014,99.9499832234522
BMU,2015,99.9479005679884
BMU,2016,99.9458179125246
BMU,2017,99.9437352570609
BMU,2018,99.9416526015971
BMU,2019,99.9416526015971
BMU,2020,99.9416526015971
BMU,2021,99.9416526015971
BMU,2022,99.9416526015971
BMU,2023,99.9416526015971
BMU,2024,99.9416526015971
BOL,2000,34.9158555656195
BOL,2001,36.1069276710251
BOL,2002,37.2788771085079
BOL,2003,38.442320447364
BOL,2004,39.6007187610011
BOL,2005,40.7534588124944
BOL,2006,41.9015542609366
BOL,2007,43.4810447232478
BOL,2008,45.0792272443347
BOL,2009,46.6950103282874
BOL,2010,48.3285858519966
BOL,2011,49.9801309822713
BOL,2012,51.6491998600636
BOL,2013,53.3191514172046
BOL,2014,54.9966309177459
BOL,2015,56.6920160774471
BOL,2016,58.4055072099322
BOL,2017,60.1364043539165
BOL,2018,61.8863758501478
BOL,2019,63.6552770936558
BOL,2020,65.4426819747995
BOL,2021,67.2484529429256
BOL,2022,69.0727323107113
BOL,2023,70.4335419312464
BOL,2024,71.5839204142996
BRA,2000,73.3661541884085
BRA,2001,74.2359273551558
BRA,2002,75.086752161079
BRA,2003,75.9322033943991
BRA,2004,76.7719281688316
BRA,2005,77.6060442876745
BRA,2006,78.4350490232115
BRA,2007,79.2590292856141
BRA,2008,80.0780747503367
BRA,2009,80.8914821354002
BRA,2010,81.7001428038359
BRA,2011,82.5075308980562
BRA,2012,83.3102185091362
BRA,2013,84.1075664930758
BRA,2014,84.9007604089727
BRA,2015,85.6891694067484
BRA,2016,86.4725409994878
BRA,2017,87.2513460581389
BRA,2018,88.0250303307035
BRA,2019,88.7943635272571
BRA,2020,89.5591441286736
BRA,2021,90.3198016289812
BRA,2022,91.0196550646128
BRA,2023,91.7128476214348
BRA,2024,92.4012701604853
BRB,2000,89.6408774970221
BRB,2001,90.0296586370686
BRB,2002,90.4184397771151
BRB,2003,90.8072209171617
BRB,2004,91.1960020572082
BRB,2005,91.5847831972547
BRB,2006,91.9735643373012
BRB,2007,92.3623454773478
BRB,2008,92.7511266173943
BRB,2009,93.1399077574408
BRB,2010,93.5286888974873
BRB,2011,93.9174700375338
BRB,2012,94.3062511775803
BRB,2013,94.6950323176268
BRB,2014,95.0838134576733
BRB,2015,95.4725945977198
BRB,2016,95.8613757377664
BRB,2017,96.2501568778129
BRB,2018,96.6389380178594
BRB,2019,97.0277191579059
BRB,2020,97.3312392700884
BRB,2021,97.3330327442074
BRB,2022,98.0924623115578
BRB,2023,98.0924623115578
BRB,2024,98.0924623115578
BRN,2000,72.7148465774726
BRN,2001,73.9314819787646
BRN,2002,75.1481173800566
BRN,2003,76.3647527813482
BRN,2004,77.5813881826402
BRN,2005,78.7980235839323
BRN,2006,80.0146589852238
BRN,2007,81.2312943865159
BRN,2008,82.4479297878079
BRN,2009,83.6645651890999
BRN,2010,84.8812005903915
BRN,2011,86.0978359916835
BRN,2012,87.3144713929755
BRN,2013,88.5311067942671
BRN,2014,89.7477421955591
BRN,2015,90.9643775968511
BRN,2016,92.1810129981427
BRN,2017,93.3976483994347
BRN,2018,94.6142838007268
BRN,2019,95.8309192020188
BRN,2020,97.0475546033103
BRN,2021,98.2641900046024
BRN,2022,99.4808254058944
BRN,2023,100
BRN,2024,100
BTN,2000,44.0519313998862
BTN,2001,44.4113711801723
BTN,2002,46.6649669760176
BTN,2003,48.8831966104405
BTN,2004,51.0646518155056
BTN,2005,53.1957068456674
BTN,2006,55.1902160222257
BTN,2007,57.1569433731048
BTN,2008,59.0952861405735
BTN,2009,61.0391347142958
BTN,2010,62.9550752421624
BTN,2011,64.8429159627493
BTN,2012,66.7004803420863
BTN,2013,68.5280843950493
BTN,2014,70.3262594115748
BTN,2015,72.0956866215508
BTN,2016,73.8369686889029
BTN,2017,75.5507698570494
BTN,2018,77.2378421749847
BTN,2019,78.8989372535781
BTN,2020,80.5347803811223
BTN,2021,82.1461906791953
BTN,2022,83.7339782184806
BTN,2023,85.2990010822165
BTN,2024,86.8421082075035
BWA,2000,53.7395555164228
BWA,2001,54.7451404334018
BWA,2002,55.6040876882088
BWA,2003,56.4322629301627
BWA,2004,57.2488048403831
BWA,2005,58.0524375220249
BWA,2006,58.8441205990319
BWA,2007,59.9949103231663
BWA,2008,61.1111581446206
BWA,2009,62.1889472021203
BWA,2010,63.2298770256248
BWA,2011,64.2325786938522
BWA,2012,65.037275052661
BWA,2013,65.7908304969597
BWA,2014,66.5214936855642
BWA,2015,67.2288878869323
BWA,2016,67.9129615984092
BWA,2017,68.5731443566445
BWA,2018,69.2069921595304
BWA,2019,69.8150599678289
BWA,2020,70.3974291175514
BWA,2021,70.9542350453954
BWA,2022,71.4864919930582
BWA,2023,71.9941392506475
BWA,2024,72.115456599001
CAF,2000,20.5939671158027
CAF,2001,20.5472812527442
CAF,2002,20.5005930190466
CAF,2003,20.4536055406808
CAF,2004,20.4063183359002
CAF,2005,19.9721484876891
CAF,2006,19.5450443579564
CAF,2007,19.1248924348841
CAF,2008,18.7110288344225
CAF,2009,18.3030854351949
CAF,2010,17.9009516216973
CAF,2011,17.5040118095515
CAF,2012,17.1121597682915
CAF,2013,16.7250416550218
CAF,2014,16.3420825760043
CAF,2015,15.9631877672806
CAF,2016,15.5882414691861
CAF,2017,15.2164870297134
CAF,2018,14.8478356260426
CAF,2019,14.481982156805
CAF,2020,14.1186349646869
CAF,2021,13.7575074575386
CAF,2022,13.8462941483121
CAF,2023,13.939220081887
CAF,2024,14.0362838980325
CAN,2000,99.8666796985606
CAN,2001,99.8688346973746
CAN,2002,99.869342983024
CAN,2003,99.8698601366665
CAN,2004,99.8703662409249
CAN,2005,99.8639583203514
CAN,2006,99.8430162755526
CAN,2007,99.7607606816524
CAN,2008,99.6782742849719
CAN,2009,99.5955583039344
CAN,2010,99.5126181540999
CAN,2011,99.4293838454061
CAN,2012,99.3455544247407
CAN,2013,99.2616780948354
CAN,2014,99.1777500183005
CAN,2015,99.0937780508687
CAN,2016,99.0097526693879
CAN,2017,98.9256763278337
CAN,2018,98.84154412867
CAN,2019,98.7573247700797
CAN,2020,98.6730086081464
CAN,2021,98.5885671606396
CAN,2022,98.5883597851291
CAN,2023,98.5881318805776
CAN,2024,98.5878834990178
CEB,2000,91.72307550069156
CEB,2001,88.35885930964335
CEB,2002,88.66310271429494
CEB,2003,88.92997017650774
CEB,2004,89.1932364863796
CEB,2005,89.46237367504571
CEB,2006,89.91115324551598
CEB,2007,90.38595621463432
CEB,2008,90.8648413939551
CEB,2009,91.31982166391792
CEB,2010,91.76149193196406
CEB,2011,92.20220052109642
CEB,2012,92.63221714583631
CEB,2013,93.06386525796096
CEB,2014,93.4927942949864
CEB,2015,93.95171525376736
CEB,2016,94.41602480949774
CEB,2017,94.78004268729627
CEB,2018,95.05054483968469
CEB,2019,95.2616627039685
CEB,2020,95.45290704508965
CEB,2021,95.6343078030199
CEB,2022,95.83850440511932
CEB,2023,96.04115370028889
CEB,2024,96.0479885305529
CHE,2000,99.8809744521453
CHE,2001,99.8809658313733
CHE,2002,99.8809871491783
CHE,2003,99.8810032241511
CHE,2004,99.8810219544494
CHE,2005,99.8810375348048
CHE,2006,99.8810597647058
CHE,2007,99.8810759344812
CHE,2008,99.8810918351395
CHE,2009,99.8811142742757
CHE,2010,99.8811300380304
CHE,2011,99.884002235061
CHE,2012,99.8868750975179
CHE,2013,99.889735714421107
CHE,2014,99.8925900927449
CHE,2015,99.8954458615596
CHE,2016,99.8982917124867
CHE,2017,99.8998756361922
CHE,2018,99.8998706855138
CHE,2019,99.8998728058584
CHE,2020,99.8998740977632
CHE,2021,99.8998704339259
CHE,2022,99.8998753786739
CHE,2023,99.8998744202541
CHE,2024,99.8998709349206
CHI,2000,NA
CHI,2001,NA
CHI,2002,NA
CHI,2003,NA
CHI,2004,NA
CHI,2005,NA
CHI,2006,NA
CHI,2007,NA
CHI,2008,NA
