iso3,year,dtp3
NAM,2014,88
NAM,2015,92
NAM,2016,85
NAM,2017,88
NAM,2018,89
NAM,2019,87
NAM,2020,93
NAM,2021,94
NAM,2022,84
NAM,2023,83
NAM,2024,74
NER,2000,34
NER,2001,36
NER,2002,39
NER,2003,41
NER,2004,43
NER,2005,45
NER,2006,52
NER,2007,58
NER,2008,67
NER,2009,71
NER,2010,70
NER,2011,75
NER,2012,73
NER,2013,75
NER,2014,82
NER,2015,84
NER,2016,80
NER,2017,85
NER,2018,79
NER,2019,81
NER,2020,81
NER,2021,82
NER,2022,84
NER,2023,85
NER,2024,86
NGA,2000,29
NGA,2001,27
NGA,2002,25
NGA,2003,29
NGA,2004,33
NGA,2005,36
NGA,2006,40
NGA,2007,42
NGA,2008,53
NGA,2009,63
NGA,2010,56
NGA,2011,53
NGA,2012,36
NGA,2013,39
NGA,2014,43
NGA,2015,42
NGA,2016,53
NGA,2017,55
NGA,2018,61
NGA,2019,66
NGA,2020,62
NGA,2021,61
NGA,2022,59
NGA,2023,67
NGA,2024,67
NIU,2000,99
NIU,2001,99
NIU,2002,99
NIU,2003,95
NIU,2004,99
NIU,2005,85
NIU,2006,99
NIU,2007,99
NIU,2008,99
NIU,2009,99
NIU,2010,99
NIU,2011,99
NIU,2012,99
NIU,2013,99
NIU,2014,99
NIU,2015,99
NIU,2016,99
NIU,2017,99
NIU,2018,99
NIU,2019,99
NIU,2020,99
NIU,2021,99
NIU,2022,99
NIU,2023,99
NIU,2024,99
NLD,2000,97
NLD,2001,97
NLD,2002,97
NLD,2003,98
NLD,2004,98
NLD,2005,96
NLD,2006,96
NLD,2007,97
NLD,2008,97
NLD,2009,97
NLD,2010,97
NLD,2011,97
NLD,2012,97
NLD,2013,97
NLD,2014,96
NLD,2015,95
NLD,2016,95
NLD,2017,94
NLD,2018,93
NLD,2019,94
NLD,2020,94
NLD,2021,95
NLD,2022,93
NLD,2023,92
NLD,2024,91
NOR,2000,90
NOR,2001,91
NOR,2002,93
NOR,2003,92
NOR,2004,92
NOR,2005,91
NOR,2006,94
NOR,2007,93
NOR,2008,94
NOR,2009,94
NOR,2010,93
NOR,2011,94
NOR,2012,95
NOR,2013,94
NOR,2014,93
NOR,2015,95
NOR,2016,96
NOR,2017,96
NOR,2018,96
NOR,2019,97
NOR,2020,97
NOR,2021,97
NOR,2022,97
NOR,2023,96
NOR,2024,97
NPL,2000,74
NPL,2001,72
NPL,2002,72
NPL,2003,78
NPL,2004,80
NPL,2005,75
NPL,2006,89
NPL,2007,82
NPL,2008,82
NPL,2009,95
NPL,2010,93
NPL,2011,92
NPL,2012,90
NPL,2013,92
NPL,2014,92
NPL,2015,91
NPL,2016,87
NPL,2017,90
NPL,2018,91
NPL,2019,93
NPL,2020,84
NPL,2021,91
NPL,2022,90
NPL,2023,94
NPL,2024,97
NRU,2000,44
NRU,2001,95
NRU,2002,80
NRU,2003,80
NRU,2004,80
NRU,2005,80
NRU,2006,72
NRU,2007,99
NRU,2008,99
NRU,2009,99
NRU,2010,99
NRU,2011,99
NRU,2012,79
NRU,2013,87
NRU,2014,95
NRU,2015,91
NRU,2016,97
NRU,2017,87
NRU,2018,90
NRU,2019,96
NRU,2020,95
NRU,2021,98
NRU,2022,99
NRU,2023,99
NRU,2024,99
NZL,2000,90
NZL,2001,90
NZL,2002,90
NZL,2003,90
NZL,2004,89
NZL,2005,89
NZL,2006,89
NZL,2007,88
NZL,2008,89
NZL,2009,92
NZL,2010,93
NZL,2011,95
NZL,2012,93
NZL,2013,92
NZL,2014,93
NZL,2015,92
NZL,2016,92
NZL,2017,94
NZL,2018,93
NZL,2019,92
NZL,2020,92
NZL,2021,90
NZL,2022,89
NZL,2023,88
NZL,2024,89
OMN,2000,99
OMN,2001,99
OMN,2002,99
OMN,2003,99
OMN,2004,99
OMN,2005,99
OMN,2006,98
OMN,2007,99
OMN,2008,99
OMN,2009,98
OMN,2010,99
OMN,2011,99
OMN,2012,98
OMN,2013,98
OMN,2014,99
OMN,2015,99
OMN,2016,99
OMN,2017,99
OMN,2018,99
OMN,2019,99
OMN,2020,99
OMN,2021,99
OMN,2022,99
OMN,2023,99
OMN,2024,99
PAK,2000,59
PAK,2001,61
PAK,2002,63
PAK,2003,66
PAK,2004,68
PAK,2005,63
PAK,2006,59
PAK,2007,54
PAK,2008,53
PAK,2009,52
PAK,2010,52
PAK,2011,63
PAK,2012,64
PAK,2013,65
PAK,2014,69
PAK,2015,72
PAK,2016,75
PAK,2017,75
PAK,2018,80
PAK,2019,84
PAK,2020,80
PAK,2021,83
PAK,2022,85
PAK,2023,86
PAK,2024,87
PAN,2000,98
PAN,2001,99
PAN,2002,99
PAN,2003,98
PAN,2004,95
PAN,2005,92
PAN,2006,88
PAN,2007,85
PAN,2008,86
PAN,2009,85
PAN,2010,94
PAN,2011,87
PAN,2012,85
PAN,2013,80
PAN,2014,80
PAN,2015,73
PAN,2016,86
PAN,2017,81
PAN,2018,88
PAN,2019,88
PAN,2020,74
PAN,2021,87
PAN,2022,82
PAN,2023,71
PAN,2024,72
PER,2000,98
PER,2001,90
PER,2002,95
PER,2003,94
PER,2004,86
PER,2005,77
PER,2006,94
PER,2007,93
PER,2008,93
PER,2009,93
PER,2010,93
PER,2011,91
PER,2012,95
PER,2013,88
PER,2014,88
PER,2015,90
PER,2016,90
PER,2017,89
PER,2018,89
PER,2019,88
PER,2020,72
PER,2021,82
PER,2022,82
PER,2023,84
PER,2024,80
PHL,2000,78
PHL,2001,79
PHL,2002,79
PHL,2003,84
PHL,2004,88
PHL,2005,89
PHL,2006,88
PHL,2007,87
PHL,2008,87
PHL,2009,88
PHL,2010,88
PHL,2011,89
PHL,2012,89
PHL,2013,85
PHL,2014,80
PHL,2015,76
PHL,2016,84
PHL,2017,84
PHL,2018,84
PHL,2019,84
PHL,2020,83
PHL,2021,69
PHL,2022,84
PHL,2023,89
PHL,2024,71
PLW,2000,96
PLW,2001,98
PLW,2002,99
PLW,2003,99
PLW,2004,98
PLW,2005,98
PLW,2006,98
PLW,2007,94
PLW,2008,92
PLW,2009,49
PLW,2010,69
PLW,2011,84
PLW,2012,89
PLW,2013,99
PLW,2014,95
PLW,2015,90
PLW,2016,98
PLW,2017,97
PLW,2018,95
PLW,2019,97
PLW,2020,96
PLW,2021,95
PLW,2022,94
PLW,2023,97
PLW,2024,97
PNG,2000,59
PNG,2001,55
PNG,2002,61
PNG,2003,68
PNG,2004,62
PNG,2005,72
PNG,2006,70
PNG,2007,66
PNG,2008,56
PNG,2009,64
PNG,2010,55
PNG,2011,58
PNG,2012,57
PNG,2013,60
PNG,2014,52
PNG,2015,49
PNG,2016,46
PNG,2017,36
PNG,2018,35
PNG,2019,35
PNG,2020,40
PNG,2021,32
PNG,2022,37
PNG,2023,35
PNG,2024,42
POL,2000,98
POL,2001,98
POL,2002,99
POL,2003,99
POL,2004,99
POL,2005,99
POL,2006,99
POL,2007,99
POL,2008,99
POL,2009,99
POL,2010,99
POL,2011,99
POL,2012,99
POL,2013,99
POL,2014,98
POL,2015,98
POL,2016,98
POL,2017,96
POL,2018,95
POL,2019,95
POL,2020,94
POL,2021,94
POL,2022,94
POL,2023,95
POL,2024,94
PRK,2000,56
PRK,2001,62
PRK,2002,64
PRK,2003,68
PRK,2004,72
PRK,2005,79
PRK,2006,89
PRK,2007,92
PRK,2008,92
PRK,2009,93
PRK,2010,93
PRK,2011,94
PRK,2012,96
PRK,2013,93
PRK,2014,93
PRK,2015,96
PRK,2016,96
PRK,2017,97
PRK,2018,97
PRK,2019,97
PRK,2020,97
PRK,2021,99
PRK,2022,99
PRK,2023,99
PRK,2024,99
PRT,2000,96
PRT,2001,97
PRT,2002,98
PRT,2003,99
PRT,2004,95
PRT,2005,93
PRT,2006,97
PRT,2007,97
PRT,2008,97
PRT,2009,96
PRT,2010,98
PRT,2011,97
PRT,2012,98
PRT,2013,98
PRT,2014,98
PRT,2015,98
PRT,2016,98
PRT,2017,98
PRT,2018,99
PRT,2019,99
PRT,2020,99
PRT,2021,99
PRT,2022,99
PRT,2023,99
PRT,2024,99
PRY,2000,86
PRY,2001,89
PRY,2002,87
PRY,2003,86
PRY,2004,92
PRY,2005,96
PRY,2006,98
PRY,2007,95
PRY,2008,89
PRY,2009,86
PRY,2010,91
PRY,2011,92
PRY,2012,91
PRY,2013,91
PRY,2014,93
PRY,2015,92
PRY,2016,92
PRY,2017,91
PRY,2018,88
PRY,2019,86
PRY,2020,79
PRY,2021,70
PRY,2022,69
PRY,2023,71
PRY,2024,80
PSE,2000,93
PSE,2001,97
PSE,2002,97
PSE,2003,98
PSE,2004,96
PSE,2005,96
PSE,2006,96
PSE,2007,99
PSE,2008,96
PSE,2009,97
PSE,2010,99
PSE,2011,99
PSE,2012,97
PSE,2013,99
PSE,2014,99
PSE,2015,99
PSE,2016,99
PSE,2017,99
PSE,2018,99
PSE,2019,99
PSE,2020,98
PSE,2021,95
PSE,2022,98
PSE,2023,88
PSE,2024,88
QAT,2000,80
QAT,2001,93
QAT,2002,96
QAT,2003,92
QAT,2004,96
QAT,2005,97
QAT,2006,96
QAT,2007,94
QAT,2008,97
QAT,2009,99
QAT,2010,97
QAT,2011,93
QAT,2012,92
QAT,2013,97
QAT,2014,89
QAT,2015,99
QAT,2016,98
QAT,2017,97
QAT,2018,98
QAT,2019,98
QAT,2020,89
QAT,2021,98
QAT,2022,98
QAT,2023,95
QAT,2024,96
ROU,2000,99
ROU,2001,99
ROU,2002,98
ROU,2003,97
ROU,2004,97
ROU,2005,97
ROU,2006,97
ROU,2007,96
ROU,2008,96
ROU,2009,95
ROU,2010,94
ROU,2011,89
ROU,2012,91
ROU,2013,92
ROU,2014,94
ROU,2015,89
ROU,2016,89
ROU,2017,82
ROU,2018,86
ROU,2019,88
ROU,2020,87
ROU,2021,86
ROU,2022,85
ROU,2023,79
ROU,2024,79
RUS,2000,96
RUS,2001,96
RUS,2002,97
RUS,2003,96
RUS,2004,97
RUS,2005,98
RUS,2006,98
RUS,2007,98
RUS,2008,98
RUS,2009,98
RUS,2010,97
RUS,2011,97
RUS,2012,97
RUS,2013,97
RUS,2014,97
RUS,2015,97
RUS,2016,97
RUS,2017,97
RUS,2018,97
RUS,2019,97
RUS,2020,97
RUS,2021,97
RUS,2022,97
RUS,2023,97
RUS,2024,97
RWA,2000,90
RWA,2001,77
RWA,2002,88
RWA,2003,96
RWA,2004,89
RWA,2005,95
RWA,2006,99
RWA,2007,97
RWA,2008,97
RWA,2009,97
RWA,2010,97
RWA,2011,97
RWA,2012,98
RWA,2013,98
RWA,2014,98
RWA,2015,98
RWA,2016,98
RWA,2017,98
RWA,2018,97
RWA,2019,98
RWA,2020,91
RWA,2021,88
RWA,2022,98
RWA,2023,94
RWA,2024,98
SAU,2000,95
SAU,2001,97
SAU,2002,95
SAU,2003,95
SAU,2004,96
SAU,2005,96
SAU,2006,96
SAU,2007,96
SAU,2008,98
SAU,2009,98
SAU,2010,98
SAU,2011,98
SAU,2012,98
SAU,2013,98
SAU,2014,98
SAU,2015,98
SAU,2016,98
SAU,2017,98
SAU,2018,96
SAU,2019,96
SAU,2020,95
SAU,2021,97
SAU,2022,98
SAU,2023,97
SAU,2024,97
SDN,2000,62
SDN,2001,66
SDN,2002,60
SDN,2003,69
SDN,2004,74
SDN,2005,78
SDN,2006,78
SDN,2007,84
SDN,2008,86
SDN,2009,81
SDN,2010,90
SDN,2011,93
SDN,2012,92
SDN,2013,93
SDN,2014,94
SDN,2015,93
SDN,2016,93
SDN,2017,95
SDN,2018,93
SDN,2019,93
SDN,2020,90
SDN,2021,84
SDN,2022,84
SDN,2023,51
SDN,2024,39
SEN,2000,52
SEN,2001,52
SEN,2002,60
SEN,2003,73
SEN,2004,87
SEN,2005,84
SEN,2006,89
SEN,2007,94
SEN,2008,88
SEN,2009,86
SEN,2010,89
SEN,2011,92
SEN,2012,91
SEN,2013,92
SEN,2014,89
SEN,2015,89
SEN,2016,93
SEN,2017,93
SEN,2018,92
SEN,2019,91
SEN,2020,83
SEN,2021,85
SEN,2022,93
SEN,2023,92
SEN,2024,91
SGP,2000,98
SGP,2001,96
SGP,2002,94
SGP,2003,96
SGP,2004,95
SGP,2005,96
SGP,2006,95
SGP,2007,97
SGP,2008,97
SGP,2009,97
SGP,2010,96
SGP,2011,96
SGP,2012,97
SGP,2013,97
SGP,2014,96
SGP,2015,96
SGP,2016,97
SGP,2017,96
SGP,2018,97
SGP,2019,97
SGP,2020,98
SGP,2021,98
SGP,2022,97
SGP,2023,98
SGP,2024,97
SLB,2000,86
SLB,2001,84
SLB,2002,78
SLB,2003,84
SLB,2004,90
SLB,2005,89
SLB,2006,99
SLB,2007,88
SLB,2008,85
SLB,2009,86
SLB,2010,83
SLB,2011,91
SLB,2012,92
SLB,2013,83
SLB,2014,77
SLB,2015,87
SLB,2016,94
SLB,2017,83
SLB,2018,85
SLB,2019,94
SLB,2020,94
SLB,2021,87
SLB,2022,89
SLB,2023,84
SLB,2024,87
SLE,2000,44
SLE,2001,38
SLE,2002,53
SLE,2003,73
SLE,2004,65
SLE,2005,65
SLE,2006,64
SLE,2007,64
SLE,2008,77
SLE,2009,84
SLE,2010,86
SLE,2011,89
SLE,2012,91
SLE,2013,92
SLE,2014,83
SLE,2015,86
SLE,2016,84
SLE,2017,90
SLE,2018,93
SLE,2019,95
SLE,2020,91
SLE,2021,92
SLE,2022,91
SLE,2023,91
SLE,2024,91
SLV,2000,99
SLV,2001,92
SLV,2002,81
SLV,2003,94
SLV,2004,90
SLV,2005,89
SLV,2006,96
SLV,2007,99
SLV,2008,98
SLV,2009,91
SLV,2010,89
SLV,2011,89
SLV,2012,93
SLV,2013,92
SLV,2014,94
SLV,2015,94
SLV,2016,98
SLV,2017,92
SLV,2018,89
SLV,2019,96
SLV,2020,89
SLV,2021,97
SLV,2022,95
SLV,2023,96
SLV,2024,95
SMR,2000,98
SMR,2001,97
SMR,2002,96
SMR,2003,96
SMR,2004,95
SMR,2005,96
SMR,2006,92
SMR,2007,91
SMR,2008,91
SMR,2009,90
SMR,2010,90
SMR,2011,92
SMR,2012,89
SMR,2013,86
SMR,2014,84
SMR,2015,85
SMR,2016,86
SMR,2017,88
SMR,2018,90
SMR,2019,88
SMR,2020,89
SMR,2021,90
SMR,2022,92
SMR,2023,91
SMR,2024,88
SOM,2000,33
SOM,2001,33
SOM,2002,40
SOM,2003,40
SOM,2004,30
SOM,2005,35
SOM,2006,26
SOM,2007,40
SOM,2008,31
SOM,2009,42
SOM,2010,45
SOM,2011,41
SOM,2012,42
SOM,2013,44
SOM,2014,46
SOM,2015,48
SOM,2016,49
SOM,2017,51
SOM,2018,53
SOM,2019,57
SOM,2020,55
SOM,2021,62
SOM,2022,71
SOM,2023,69
SOM,2024,70
SRB,2000,95
SRB,2001,93
SRB,2002,95
SRB,2003,89
SRB,2004,88
SRB,2005,98
SRB,2006,92
SRB,2007,94
SRB,2008,95
SRB,2009,95
SRB,2010,91
SRB,2011,94
SRB,2012,91
SRB,2013,95
SRB,2014,93
SRB,2015,95
SRB,2016,93
SRB,2017,95
SRB,2018,97
SRB,2019,97
SRB,2020,92
SRB,2021,91
SRB,2022,92
SRB,2023,93
SRB,2024,95
SSD,2000,NA
SSD,2001,NA
SSD,2002,NA
SSD,2003,NA
SSD,2004,NA
SSD,2005,NA
SSD,2006,NA
SSD,2007,NA
SSD,2008,NA
SSD,2009,NA
SSD,2010,NA
SSD,2011,61
SSD,2012,63
SSD,2013,53
SSD,2014,50
SSD,2015,46
SSD,2016,45
SSD,2017,52
SSD,2018,59
SSD,2019,61
SSD,2020,67
SSD,2021,69
SSD,2022,73
SSD,2023,73
SSD,2024,73
STP,2000,82
STP,2001,92
STP,2002,92
STP,2003,94
STP,2004,96
STP,2005,97
STP,2006,97
STP,2007,97
STP,2008,99
STP,2009,98
STP,2010,98
STP,2011,96
STP,2012,96
STP,2013,97
STP,2014,95
STP,2015,96
STP,2016,96
STP,2017,95
STP,2018,95
STP,2019,95
STP,2020,96
STP,2021,97
STP,2022,92
STP,2023,87
STP,2024,87
SUR,2000,71
SUR,2001,68
SUR,2002,73
SUR,2003,75
SUR,2004,85
SUR,2005,83
SUR,2006,84
SUR,2007,84
SUR,2008,85
SUR,2009,87
SUR,2010,94
SUR,2011,80
SUR,2012,76
SUR,2013,77
SUR,2014,71
SUR,2015,73
SUR,2016,77
SUR,2017,67
SUR,2018,81
SUR,2019,77
SUR,2020,51
SUR,2021,72
SUR,2022,77
SUR,2023,72
SUR,2024,69
SVK,2000,99
SVK,2001,99
SVK,2002,99
SVK,2003,99
SVK,2004,99
SVK,2005,99
SVK,2006,99
SVK,2007,99
SVK,2008,99
SVK,2009,99
SVK,2010,99
SVK,2011,99
SVK,2012,99
SVK,2013,98
SVK,2014,97
SVK,2015,96
SVK,2016,96
SVK,2017,96
SVK,2018,97
SVK,2019,97
SVK,2020,97
SVK,2021,97
SVK,2022,97
SVK,2023,96
SVK,2024,96
SVN,2000,91
SVN,2001,92
SVN,2002,93
SVN,2003,95
SVN,2004,94
SVN,2005,95
SVN,2006,97
SVN,2007,97
SVN,2008,97
SVN,2009,96
SVN,2010,96
SVN,2011,96
SVN,2012,96
SVN,2013,95
SVN,2014,95
SVN,2015,95
SVN,2016,94
SVN,2017,94
SVN,2018,93
SVN,2019,95
SVN,2020,95
SVN,2021,86
SVN,2022,89
SVN,2023,89
SVN,2024,90
SWE,2000,99
SWE,2001,99
SWE,2002,99
SWE,2003,99
SWE,2004,99
SWE,2005,98
SWE,2006,98
SWE,2007,98
SWE,2008,98
SWE,2009,98
SWE,2010,98
SWE,2011,98
SWE,2012,98
SWE,2013,98
SWE,2014,98
SWE,2015,98
SWE,2016,98
SWE,2017,97
SWE,2018,97
SWE,2019,98
SWE,2020,97
SWE,2021,98
SWE,2022,94
SWE,2023,94
SWE,2024,96
SWZ,2000,84
SWZ,2001,84
SWZ,2002,85
SWZ,2003,85
SWZ,2004,86
SWZ,2005,86
SWZ,2006,87
SWZ,2007,87
SWZ,2008,88
SWZ,2009,88
SWZ,2010,89
SWZ,2011,91
SWZ,2012,95
SWZ,2013,98
SWZ,2014,98
SWZ,2015,90
SWZ,2016,90
SWZ,2017,90
SWZ,2018,90
SWZ,2019,90
SWZ,2020,83
SWZ,2021,77
SWZ,2022,97
SWZ,2023,85
SWZ,2024,84
SYC,2000,98
SYC,2001,96
SYC,2002,99
SYC,2003,99
SYC,2004,99
SYC,2005,99
SYC,2006,99
SYC,2007,99
SYC,2008,99
SYC,2009,99
SYC,2010,99
SYC,2011,99
SYC,2012,98
SYC,2013,98
SYC,2014,99
SYC,2015,97
SYC,2016,96
SYC,2017,97
SYC,2018,99
SYC,2019,99
SYC,2020,97
SYC,2021,94
SYC,2022,97
SYC,2023,97
SYC,2024,94
SYR,2000,86
SYR,2001,83
SYR,2002,86
SYR,2003,85
SYR,2004,84
SYR,2005,83
SYR,2006,82
SYR,2007,82
SYR,2008,81
SYR,2009,81
SYR,2010,81
SYR,2011,72
SYR,2012,58
SYR,2013,54
SYR,2014,56
SYR,2015,54
SYR,2016,55
SYR,2017,61
SYR,2018,60
SYR,2019,67
SYR,2020,62
SYR,2021,61
SYR,2022,59
SYR,2023,66
SYR,2024,73
TCD,2000,38
TCD,2001,26
TCD,2002,25
TCD,2003,23
TCD,2004,22
TCD,2005,26
TCD,2006,41
TCD,2007,29
TCD,2008,19
TCD,2009,26
TCD,2010,40
TCD,2011,33
TCD,2012,40
TCD,2013,39
TCD,2014,36
TCD,2015,42
TCD,2016,41
TCD,2017,41
TCD,2018,47
TCD,2019,53
TCD,2020,55
TCD,2021,62
TCD,2022,66
TCD,2023,67
TCD,2024,68
TGO,2000,64
TGO,2001,50
TGO,2002,59
TGO,2003,72
TGO,2004,71
TGO,2005,82
TGO,2006,84
TGO,2007,82
TGO,2008,81
TGO,2009,78
TGO,2010,83
TGO,2011,85
TGO,2012,84
TGO,2013,84
TGO,2014,84
TGO,2015,82
TGO,2016,82
TGO,2017,84
TGO,2018,82
TGO,2019,86
TGO,2020,85
TGO,2021,87
TGO,2022,86
TGO,2023,90
TGO,2024,90
THA,2000,97
THA,2001,96
THA,2002,96
THA,2003,98
THA,2004,98
THA,2005,98
THA,2006,98
THA,2007,98
THA,2008,99
THA,2009,99
THA,2010,99
THA,2011,99
THA,2012,99
THA,2013,99
THA,2014,99
THA,2015,99
THA,2016,99
THA,2017,99
THA,2018,97
THA,2019,97
THA,2020,97
THA,2021,92
THA,2022,92
THA,2023,92
THA,2024,92
TJK,2000,83
TJK,2001,85
TJK,2002,85
TJK,2003,85
TJK,2004,86
TJK,2005,84
TJK,2006,83
TJK,2007,86
TJK,2008,86
TJK,2009,93
TJK,2010,93
TJK,2011,96
TJK,2012,94
TJK,2013,96
TJK,2014,97
TJK,2015,96
TJK,2016,96
TJK,2017,97
TJK,2018,96
TJK,2019,97
TJK,2020,97
TJK,2021,97
TJK,2022,97
TJK,2023,96
TJK,2024,97
TKM,2000,97
TKM,2001,95
TKM,2002,98
TKM,2003,83
TKM,2004,97
TKM,2005,99
TKM,2006,98
TKM,2007,98
TKM,2008,96
TKM,2009,96
TKM,2010,96
TKM,2011,97
TKM,2012,97
TKM,2013,98
TKM,2014,98
TKM,2015,99
TKM,2016,98
TKM,2017,99
TKM,2018,99
TKM,2019,99
TKM,2020,98
TKM,2021,97
TKM,2022,98
TKM,2023,98
TKM,2024,98
TLS,2000,NA
TLS,2001,NA
TLS,2002,54
TLS,2003,55
TLS,2004,57
TLS,2005,55
TLS,2006,63
TLS,2007,70
TLS,2008,79
TLS,2009,72
TLS,2010,72
TLS,2011,67
TLS,2012,83
TLS,2013,82
TLS,2014,77
TLS,2015,76
TLS,2016,79
TLS,2017,83
TLS,2018,83
TLS,2019,83
TLS,2020,83
TLS,2021,83
TLS,2022,83
TLS,2023,83
TLS,2024,83
TON,2000,95
TON,2001,94
TON,2002,90
TON,2003,98
TON,2004,99
TON,2005,99
TON,2006,99
TON,2007,99
TON,2008,99
TON,2009,99
TON,2010,99
TON,2011,99
TON,2012,95
TON,2013,99
TON,2014,98
TON,2015,96
TON,2016,96
TON,2017,99
TON,2018,99
TON,2019,99
TON,2020,99
TON,2021,99
TON,2022,99
TON,2023,99
TON,2024,99
TTO,2000,90
TTO,2001,91
TTO,2002,96
TTO,2003,91
TTO,2004,94
TTO,2005,95
TTO,2006,92
TTO,2007,88
TTO,2008,90
TTO,2009,90
TTO,2010,90
TTO,2011,90
TTO,2012,92
TTO,2013,92
TTO,2014,92
TTO,2015,96
TTO,2016,97
TTO,2017,89
TTO,2018,99
TTO,2019,93
TTO,2020,96
TTO,2021,94
TTO,2022,93
TTO,2023,96
TTO,2024,92
TUN,2000,97
TUN,2001,98
TUN,2002,96
TUN,2003,95
TUN,2004,97
TUN,2005,98
TUN,2006,99
TUN,2007,98
TUN,2008,99
TUN,2009,99
TUN,2010,98
TUN,2011,98
TUN,2012,97
TUN,2013,98
TUN,2014,98
TUN,2015,98
TUN,2016,98
TUN,2017,98
TUN,2018,97
TUN,2019,98
TUN,2020,97
TUN,2021,97
TUN,2022,97
TUN,2023,97
TUN,2024,97
TUR,2000,85
TUR,2001,88
TUR,2002,78
TUR,2003,68
TUR,2004,85
TUR,2005,90
TUR,2006,90
TUR,2007,96
TUR,2008,96
TUR,2009,96
TUR,2010,97
TUR,2011,97
TUR,2012,97
TUR,2013,98
TUR,2014,96
TUR,2015,97
TUR,2016,98
TUR,2017,96
TUR,2018,98
TUR,2019,99
TUR,2020,98
TUR,2021,95
TUR,2022,99
TUR,2023,99
TUR,2024,99
TUV,2000,82
TUV,2001,96
TUV,2002,98
TUV,2003,93
TUV,2004,98
TUV,2005,93
TUV,2006,97
TUV,2007,97
TUV,2008,99
TUV,2009,88
TUV,2010,89
TUV,2011,96
TUV,2012,97
TUV,2013,90
TUV,2014,89
TUV,2015,96
TUV,2016,94
TUV,2017,96
TUV,2018,89
TUV,2019,92
TUV,2020,95
TUV,2021,94
TUV,2022,91
TUV,2023,94
TUV,2024,94
TZA,2000,79
TZA,2001,87
TZA,2002,89
TZA,2003,95
TZA,2004,95
TZA,2005,90
TZA,2006,90
TZA,2007,83
TZA,2008,86
TZA,2009,85
TZA,2010,91
TZA,2011,90
TZA,2012,92
TZA,2013,91
TZA,2014,97
TZA,2015,96
TZA,2016,92
TZA,2017,90
TZA,2018,89
TZA,2019,91
TZA,2020,91
TZA,2021,86
TZA,2022,87
TZA,2023,83
TZA,2024,83
UGA,2000,52
UGA,2001,55
UGA,2002,57
UGA,2003,59
UGA,2004,62
UGA,2005,64
UGA,2006,64
UGA,2007,73
UGA,2008,71
UGA,2009,79
UGA,2010,80
UGA,2011,82
UGA,2012,83
UGA,2013,84
UGA,2014,85
UGA,2015,89
UGA,2016,93
UGA,2017,94
UGA,2018,93
UGA,2019,93
UGA,2020,89
UGA,2021,91
UGA,2022,89
UGA,2023,91
UGA,2024,91
UKR,2000,99
UKR,2001,99
UKR,2002,99
UKR,2003,97
UKR,2004,99
UKR,2005,96
UKR,2006,98
UKR,2007,98
UKR,2008,90
UKR,2009,71
UKR,2010,52
UKR,2011,50
UKR,2012,76
UKR,2013,76
UKR,2014,23
UKR,2015,23
UKR,2016,19
UKR,2017,50
UKR,2018,69
UKR,2019,80
UKR,2020,81
UKR,2021,78
UKR,2022,73
UKR,2023,83
UKR,2024,88
URY,2000,90
URY,2001,94
URY,2002,95
URY,2003,91
URY,2004,94
URY,2005,96
URY,2006,95
URY,2007,94
URY,2008,94
URY,2009,95
URY,2010,95
URY,2011,95
URY,2012,95
URY,2013,95
URY,2014,95
URY,2015,95
URY,2016,95
URY,2017,93
URY,2018,91
URY,2019,94
URY,2020,92
URY,2021,91
URY,2022,94
URY,2023,95
URY,2024,94
USA,2000,94
USA,2001,94
USA,2002,94
USA,2003,96
USA,2004,96
USA,2005,96
USA,2006,96
USA,2007,96
USA,2008,96
USA,2009,95
USA,2010,95
USA,2011,96
USA,2012,94
USA,2013,94
USA,2014,95
USA,2015,95
USA,2016,95
USA,2017,94
USA,2018,94
USA,2019,94
USA,2020,93
USA,2021,94
USA,2022,94
USA,2023,94
USA,2024,94
UZB,2000,99
UZB,2001,99
UZB,2002,99
UZB,2003,98
UZB,2004,99
UZB,2005,99
UZB,2006,96
UZB,2007,96
UZB,2008,98
UZB,2009,98
UZB,2010,99
UZB,2011,99
UZB,2012,99
UZB,2013,99
UZB,2014,99
UZB,2015,99
UZB,2016,99
UZB,2017,99
UZB,2018,98
UZB,2019,96
UZB,2020,95
UZB,2021,98
UZB,2022,99
UZB,2023,99
UZB,2024,90
VCT,2000,98
VCT,2001,99
VCT,2002,99
VCT,2003,99
VCT,2004,99
VCT,2005,99
VCT,2006,99
VCT,2007,99
VCT,2008,99
VCT,2009,99
VCT,2010,99
VCT,2011,96
VCT,2012,96
VCT,2013,97
VCT,2014,98
VCT,2015,99
VCT,2016,99
VCT,2017,99
VCT,2018,97
VCT,2019,97
VCT,2020,97
VCT,2021,92
VCT,2022,99
VCT,2023,94
VCT,2024,99
VEN,2000,77
VEN,2001,70
VEN,2002,65
VEN,2003,68
VEN,2004,86
VEN,2005,87
VEN,2006,71
VEN,2007,62
VEN,2008,50
VEN,2009,84
VEN,2010,78
VEN,2011,78
VEN,2012,81
VEN,2013,82
VEN,2014,78
VEN,2015,87
VEN,2016,84
VEN,2017,66
VEN,2018,60
VEN,2019,64
VEN,2020,54
VEN,2021,56
VEN,2022,43
VEN,2023,54
VEN,2024,62
VNM,2000,96
VNM,2001,96
VNM,2002,75
VNM,2003,99
VNM,2004,96
VNM,2005,95
VNM,2006,94
VNM,2007,92
VNM,2008,93
VNM,2009,96
VNM,2010,93
