iso3,year,u5mr
MLT,2019,6.1
MLT,2020,6
MLT,2021,5.8
MLT,2022,5.6
MLT,2023,5.5
MLT,2024,5.3
MMR,2000,88.9
MMR,2001,86.5
MMR,2002,84.1
MMR,2003,81.6
MMR,2004,79.1
MMR,2005,76.3
MMR,2006,73.6
MMR,2007,70.8
MMR,2008,101.7
MMR,2009,65.1
MMR,2010,62.4
MMR,2011,59.7
MMR,2012,57
MMR,2013,54.6
MMR,2014,52.4
MMR,2015,50.5
MMR,2016,48.7
MMR,2017,46.8
MMR,2018,45.2
MMR,2019,43.6
MMR,2020,42.1
MMR,2021,40.8
MMR,2022,39.5
MMR,2023,38.1
MMR,2024,36.9
MNA,2000,78.15406054819084
MNA,2001,75.37209380750774
MNA,2002,72.84266092260766
MNA,2003,70.54687436339331
MNA,2004,68.04435571080931
MNA,2005,65.78285284208636
MNA,2006,63.88289832141639
MNA,2007,61.85594917439714
MNA,2008,60.06053908600584
MNA,2009,58.3663299864853
MNA,2010,56.60600446996196
MNA,2011,54.84218870916854
MNA,2012,53.364958552870945
MNA,2013,51.57083951262525
MNA,2014,49.81620568781129
MNA,2015,48.36951618099068
MNA,2016,46.84927279698886
MNA,2017,45.77089917528069
MNA,2018,45.031107386159526
MNA,2019,43.9889081854891
MNA,2020,42.729427175982224
MNA,2021,41.712288012450685
MNA,2022,40.52609630288763
MNA,2023,39.65097292528874
MNA,2024,38.22020778068336
MNE,2000,14.2
MNE,2001,13.7
MNE,2002,13
MNE,2003,12.2
MNE,2004,11.4
MNE,2005,10.6
MNE,2006,9.7
MNE,2007,8.9
MNE,2008,8.1
MNE,2009,7.4
MNE,2010,6.7
MNE,2011,6.1
MNE,2012,5.5
MNE,2013,5
MNE,2014,4.6
MNE,2015,4.2
MNE,2016,3.9
MNE,2017,3.6
MNE,2018,3.3
MNE,2019,3.1
MNE,2020,2.9
MNE,2021,2.8
MNE,2022,2.6
MNE,2023,2.5
MNE,2024,2.4
MNG,2000,62.5
MNG,2001,57.7
MNG,2002,52.9
MNG,2003,48.5
MNG,2004,44.3
MNG,2005,40.5
MNG,2006,37
MNG,2007,33.8
MNG,2008,31
MNG,2009,28.5
MNG,2010,26.3
MNG,2011,24.4
MNG,2012,22.8
MNG,2013,21.5
MNG,2014,20.4
MNG,2015,19.4
MNG,2016,18.4
MNG,2017,17.4
MNG,2018,16.4
MNG,2019,15.6
MNG,2020,14.8
MNG,2021,14.3
MNG,2022,13.9
MNG,2023,13.6
MNG,2024,13.4
MNP,2000,NA
MNP,2001,NA
MNP,2002,NA
MNP,2003,NA
MNP,2004,NA
MNP,2005,NA
MNP,2006,NA
MNP,2007,NA
MNP,2008,NA
MNP,2009,NA
MNP,2010,NA
MNP,2011,NA
MNP,2012,NA
MNP,2013,NA
MNP,2014,NA
MNP,2015,NA
MNP,2016,NA
MNP,2017,NA
MNP,2018,NA
MNP,2019,NA
MNP,2020,NA
MNP,2021,NA
MNP,2022,NA
MNP,2023,NA
MNP,2024,NA
MOZ,2000,164.6
MOZ,2001,155.7
MOZ,2002,147.5
MOZ,2003,139.8
MOZ,2004,132.5
MOZ,2005,125.7
MOZ,2006,118.8
MOZ,2007,110.7
MOZ,2008,104.4
MOZ,2009,98.3
MOZ,2010,95.6
MOZ,2011,91.1
MOZ,2012,86.5
MOZ,2013,82.9
MOZ,2014,79.7
MOZ,2015,75.8
MOZ,2016,73.3
MOZ,2017,72
MOZ,2018,70.2
MOZ,2019,68.6
MOZ,2020,67.6
MOZ,2021,65.5
MOZ,2022,63.9
MOZ,2023,61.7
MOZ,2024,59.4
MRT,2000,98
MRT,2001,93.4
MRT,2002,88.2
MRT,2003,82.8
MRT,2004,77.5
MRT,2005,72.5
MRT,2006,68.1
MRT,2007,64.3
MRT,2008,61.3
MRT,2009,58.8
MRT,2010,56.8
MRT,2011,55.1
MRT,2012,53.5
MRT,2013,52.1
MRT,2014,50.6
MRT,2015,49.1
MRT,2016,47.7
MRT,2017,46.2
MRT,2018,44.7
MRT,2019,43.4
MRT,2020,42
MRT,2021,40.7
MRT,2022,39.4
MRT,2023,38.1
MRT,2024,36.9
MUS,2000,18.8
MUS,2001,17.5
MUS,2002,16.6
MUS,2003,16
MUS,2004,15.7
MUS,2005,15.6
MUS,2006,15.4
MUS,2007,15.2
MUS,2008,15
MUS,2009,14.9
MUS,2010,14.8
MUS,2011,14.9
MUS,2012,15
MUS,2013,14.9
MUS,2014,14.7
MUS,2015,14.5
MUS,2016,14.6
MUS,2017,15
MUS,2018,15.4
MUS,2019,15.7
MUS,2020,15.8
MUS,2021,15.7
MUS,2022,15.5
MUS,2023,15.4
MUS,2024,15.4
MWI,2000,171
MWI,2001,239
MWI,2002,143.2
MWI,2003,130
MWI,2004,118.7
MWI,2005,109.7
MWI,2006,102.7
MWI,2007,96.9
MWI,2008,91
MWI,2009,85.3
MWI,2010,80.1
MWI,2011,74
MWI,2012,67.9
MWI,2013,62.9
MWI,2014,60
MWI,2015,57.4
MWI,2016,55.8
MWI,2017,53.8
MWI,2018,52
MWI,2019,51.3
MWI,2020,50.4
MWI,2021,50
MWI,2022,50.1
MWI,2023,49.6
MWI,2024,48.8
MYS,2000,9.9
MYS,2001,9.3
MYS,2002,8.8
MYS,2003,8.6
MYS,2004,8.4
MYS,2005,8.3
MYS,2006,8.3
MYS,2007,8.3
MYS,2008,8.2
MYS,2009,8.2
MYS,2010,8.1
MYS,2011,8.1
MYS,2012,8
MYS,2013,8
MYS,2014,8.1
MYS,2015,8.2
MYS,2016,8.2
MYS,2017,8.2
MYS,2018,8.2
MYS,2019,8.2
MYS,2020,8.2
MYS,2021,8.2
MYS,2022,8.2
MYS,2023,8.3
MYS,2024,8.3
NAC,2000,8.3
NAC,2001,8.2
NAC,2002,8.1
NAC,2003,8
NAC,2004,7.9
NAC,2005,7.8
NAC,2006,7.7
NAC,2007,7.6
NAC,2008,7.5
NAC,2009,7.3
NAC,2010,7.2
NAC,2011,7
NAC,2012,6.9
NAC,2013,6.8
NAC,2014,6.7
NAC,2015,6.6
NAC,2016,6.6
NAC,2017,6.5
NAC,2018,6.4
NAC,2019,6.4
NAC,2020,6.4
NAC,2021,6.4
NAC,2022,6.4
NAC,2023,6.4
NAC,2024,6.4
NAM,2000,78.2
NAM,2001,77.6
NAM,2002,76.6
NAM,2003,75.6
NAM,2004,74.4
NAM,2005,71
NAM,2006,66
NAM,2007,62
NAM,2008,57.5
NAM,2009,53.2
NAM,2010,50.3
NAM,2011,50
NAM,2012,52.6
NAM,2013,50.8
NAM,2014,50
NAM,2015,51.8
NAM,2016,51.4
NAM,2017,49.8
NAM,2018,48.5
NAM,2019,46.6
NAM,2020,44.8
NAM,2021,43.2
NAM,2022,41.6
NAM,2023,41.1
NAM,2024,39.5
NCL,2000,NA
NCL,2001,NA
NCL,2002,NA
NCL,2003,NA
NCL,2004,NA
NCL,2005,NA
NCL,2006,NA
NCL,2007,NA
NCL,2008,NA
NCL,2009,NA
NCL,2010,NA
NCL,2011,NA
NCL,2012,NA
NCL,2013,NA
NCL,2014,NA
NCL,2015,NA
NCL,2016,NA
NCL,2017,NA
NCL,2018,NA
NCL,2019,NA
NCL,2020,NA
NCL,2021,NA
NCL,2022,NA
NCL,2023,NA
NCL,2024,NA
NER,2000,227.9
NER,2001,217.4
NER,2002,205.9
NER,2003,194.1
NER,2004,182.4
NER,2005,171.4
NER,2006,161.6
NER,2007,153.1
NER,2008,146
NER,2009,140.3
NER,2010,136
NER,2011,132.7
NER,2012,130.3
NER,2013,128.3
NER,2014,126.8
NER,2015,125.4
NER,2016,124.3
NER,2017,123.1
NER,2018,121.9
NER,2019,120.8
NER,2020,119.5
NER,2021,118
NER,2022,116
NER,2023,113.5
NER,2024,110.7
NGA,2000,177.3
NGA,2001,170.5
NGA,2002,163.9
NGA,2003,157.4
NGA,2004,151.4
NGA,2005,145.8
NGA,2006,140.9
NGA,2007,136.5
NGA,2008,132.5
NGA,2009,129.2
NGA,2010,126.3
NGA,2011,123.8
NGA,2012,121.6
NGA,2013,119.9
NGA,2014,118.7
NGA,2015,117.8
NGA,2016,117.4
NGA,2017,117.2
NGA,2018,117.2
NGA,2019,117.4
NGA,2020,117.4
NGA,2021,117.6
NGA,2022,117.5
NGA,2023,116.8
NGA,2024,115.6
NIC,2000,37.1
NIC,2001,35.3
NIC,2002,33.8
NIC,2003,32.4
NIC,2004,31.1
NIC,2005,29.7
NIC,2006,28.4
NIC,2007,27.1
NIC,2008,25.8
NIC,2009,24.5
NIC,2010,23.2
NIC,2011,21.9
NIC,2012,20.6
NIC,2013,19.4
NIC,2014,18.3
NIC,2015,17.2
NIC,2016,16.1
NIC,2017,15.3
NIC,2018,14.6
NIC,2019,14.3
NIC,2020,14.2
NIC,2021,14.2
NIC,2022,14.3
NIC,2023,13.8
NIC,2024,11.2
NLD,2000,6.2
NLD,2001,6
NLD,2002,5.9
NLD,2003,5.7
NLD,2004,5.5
NLD,2005,5.3
NLD,2006,5.1
NLD,2007,4.9
NLD,2008,4.7
NLD,2009,4.6
NLD,2010,4.4
NLD,2011,4.3
NLD,2012,4.2
NLD,2013,4.2
NLD,2014,4.1
NLD,2015,4.1
NLD,2016,4.1
NLD,2017,4
NLD,2018,4
NLD,2019,4
NLD,2020,4
NLD,2021,4
NLD,2022,4
NLD,2023,3.9
NLD,2024,3.9
NOR,2000,4.9
NOR,2001,4.7
NOR,2002,4.6
NOR,2003,4.4
NOR,2004,4.2
NOR,2005,4.1
NOR,2006,3.9
NOR,2007,3.7
NOR,2008,3.6
NOR,2009,3.4
NOR,2010,3.3
NOR,2011,3.1
NOR,2012,3
NOR,2013,2.9
NOR,2014,2.8
NOR,2015,2.7
NOR,2016,2.6
NOR,2017,2.5
NOR,2018,2.5
NOR,2019,2.4
NOR,2020,2.4
NOR,2021,2.4
NOR,2022,2.4
NOR,2023,2.4
NOR,2024,2.5
NPL,2000,78.7
NPL,2001,74.3
NPL,2002,70.2
NPL,2003,66.5
NPL,2004,63.1
NPL,2005,60
NPL,2006,57.3
NPL,2007,54.7
NPL,2008,52.4
NPL,2009,50.1
NPL,2010,47.9
NPL,2011,45.8
NPL,2012,43.7
NPL,2013,41.7
NPL,2014,39.7
NPL,2015,37.8
NPL,2016,36
NPL,2017,34.2
NPL,2018,32.6
NPL,2019,31
NPL,2020,29.6
NPL,2021,28.3
NPL,2022,27.1
NPL,2023,26.1
NPL,2024,25.1
NRU,2000,41.1
NRU,2001,39.4
NRU,2002,37.9
NRU,2003,36.5
NRU,2004,35.2
NRU,2005,34
NRU,2006,32.7
NRU,2007,31.4
NRU,2008,29.8
NRU,2009,28.2
NRU,2010,26.4
NRU,2011,24.6
NRU,2012,22.7
NRU,2013,20.9
NRU,2014,19.2
NRU,2015,17.5
NRU,2016,15.9
NRU,2017,14.4
NRU,2018,13.1
NRU,2019,12
NRU,2020,10.9
NRU,2021,10
NRU,2022,9.3
NRU,2023,8.7
NRU,2024,8.3
NZL,2000,7.4
NZL,2001,7.2
NZL,2002,7
NZL,2003,6.9
NZL,2004,6.7
NZL,2005,6.6
NZL,2006,6.5
NZL,2007,6.4
NZL,2008,6.4
NZL,2009,6.3
NZL,2010,6.2
NZL,2011,6.1
NZL,2012,6
NZL,2013,5.9
NZL,2014,5.8
NZL,2015,5.6
NZL,2016,5.5
NZL,2017,5.4
NZL,2018,5.3
NZL,2019,5.2
NZL,2020,5.1
NZL,2021,5
NZL,2022,5
NZL,2023,4.9
NZL,2024,4.7
OED,2000,13.490642257494965
OED,2001,12.913273367735835
OED,2002,12.332161938151348
OED,2003,11.751365613604944
OED,2004,11.294688798636063
OED,2005,10.842795493527849
OED,2006,10.362608672228863
OED,2007,9.94498031482296
OED,2008,9.562410487042932
OED,2009,9.28419539882045
OED,2010,8.921896276680766
OED,2011,8.69271975908628
OED,2012,8.42946117167397
OED,2013,8.242043278100923
OED,2014,8.019016093322778
OED,2015,7.8194840832408925
OED,2016,7.610127309661974
OED,2017,7.451574083458118
OED,2018,7.317241424217786
OED,2019,7.21198030537372
OED,2020,7.097051764621645
OED,2021,6.966832230673905
OED,2022,6.883482628046947
OED,2023,7.1165633495837985
OED,2024,6.713405833456043
OMN,2000,16.5
OMN,2001,15.5
OMN,2002,14.6
OMN,2003,13.9
OMN,2004,13.3
OMN,2005,12.9
OMN,2006,12.5
OMN,2007,12.2
OMN,2008,12
OMN,2009,11.9
OMN,2010,11.7
OMN,2011,11.6
OMN,2012,11.4
OMN,2013,11.3
OMN,2014,11.2
OMN,2015,11.1
OMN,2016,11
OMN,2017,11
OMN,2018,10.9
OMN,2019,10.8
OMN,2020,10.7
OMN,2021,10.6
OMN,2022,10.5
OMN,2023,10.4
OMN,2024,10.3
OSS,2000,65.4295252718068
OSS,2001,64.89703442554956
OSS,2002,63.60844485106692
OSS,2003,62.183252266344496
OSS,2004,60.284861648880906
OSS,2005,58.337564960843046
OSS,2006,54.84439610776819
OSS,2007,52.172994730481896
OSS,2008,50.03409918158044
OSS,2009,47.76216271536381
OSS,2010,44.9563981042654
OSS,2011,41.79390329900821
OSS,2012,39.87022609011793
OSS,2013,38.69296562086623
OSS,2014,37.705672638027686
OSS,2015,36.362767123932336
OSS,2016,34.861527500307716
OSS,2017,34.06876976156382
OSS,2018,32.900928923293456
OSS,2019,32.45358174748533
OSS,2020,31.672297055082772
OSS,2021,30.59457610927552
OSS,2022,30.22019977691411
OSS,2023,29.517920526928958
OSS,2024,28.79175710907658
PAK,2000,107.9
PAK,2001,105.1
PAK,2002,102.5
PAK,2003,100.1
PAK,2004,98
PAK,2005,96
PAK,2006,94.2
PAK,2007,92.3
PAK,2008,90.5
PAK,2009,88.5
PAK,2010,86.5
PAK,2011,84.3
PAK,2012,82
PAK,2013,79.6
PAK,2014,77.2
PAK,2015,74.8
PAK,2016,72.4
PAK,2017,70.1
PAK,2018,67.9
PAK,2019,65.8
PAK,2020,63.7
PAK,2021,61.7
PAK,2022,59.7
PAK,2023,57.8
PAK,2024,56
PAN,2000,25.7
PAN,2001,25
PAN,2002,24.2
PAN,2003,23.4
PAN,2004,22.6
PAN,2005,21.9
PAN,2006,21.2
PAN,2007,20.5
PAN,2008,19.8
PAN,2009,19.2
PAN,2010,18.7
PAN,2011,18.3
PAN,2012,17.9
PAN,2013,17.5
PAN,2014,17.3
PAN,2015,17.1
PAN,2016,17
PAN,2017,16.7
PAN,2018,16.3
PAN,2019,15.9
PAN,2020,15.5
PAN,2021,15.2
PAN,2022,15.1
PAN,2023,15.1
PAN,2024,15.3
PER,2000,38.3
PER,2001,35.3
PER,2002,32.7
PER,2003,30.4
PER,2004,28.4
PER,2005,26.6
PER,2006,25
PER,2007,23.6
PER,2008,22.3
PER,2009,21.2
PER,2010,20.2
PER,2011,19.3
PER,2012,18.5
PER,2013,17.8
PER,2014,17.2
PER,2015,16.6
PER,2016,16.1
PER,2017,15.7
PER,2018,15.3
PER,2019,14.9
PER,2020,14.5
PER,2021,14.1
PER,2022,13.7
PER,2023,13.3
PER,2024,12.9
PHL,2000,36.8
PHL,2001,36
PHL,2002,35.2
PHL,2003,34.4
PHL,2004,33.6
PHL,2005,32.8
PHL,2006,32
PHL,2007,31.3
PHL,2008,30.7
PHL,2009,30.1
PHL,2010,29.5
PHL,2011,29
PHL,2012,28.6
PHL,2013,28.3
PHL,2014,28
PHL,2015,27.9
PHL,2016,27.8
PHL,2017,27.8
PHL,2018,27.9
PHL,2019,28
PHL,2020,28
PHL,2021,27.9
PHL,2022,27.5
PHL,2023,27
PHL,2024,26.5
PLW,2000,26.5
PLW,2001,25.5
PLW,2002,24.6
PLW,2003,23.7
PLW,2004,22.9
PLW,2005,22.1
PLW,2006,21.3
PLW,2007,20.6
PLW,2008,20.1
PLW,2009,19.7
PLW,2010,19.5
PLW,2011,19.5
PLW,2012,19.7
PLW,2013,20.1
PLW,2014,20.6
PLW,2015,21.3
PLW,2016,21.9
PLW,2017,22.5
PLW,2018,22.9
PLW,2019,23
PLW,2020,22.9
PLW,2021,22.7
PLW,2022,22.4
PLW,2023,21.9
PLW,2024,21.4
PNG,2000,72
PNG,2001,70.8
PNG,2002,69.6
PNG,2003,68.4
PNG,2004,67.2
PNG,2005,65.9
PNG,2006,64.6
PNG,2007,63.2
PNG,2008,61.8
PNG,2009,60.3
PNG,2010,58.9
PNG,2011,57.5
PNG,2012,56.1
PNG,2013,54.7
PNG,2014,53.3
PNG,2015,57.3
PNG,2016,50.4
PNG,2017,48.9
PNG,2018,47.5
PNG,2019,46.1
PNG,2020,44.7
PNG,2021,43.2
PNG,2022,41.9
PNG,2023,40.6
PNG,2024,39.4
POL,2000,9.3
POL,2001,8.8
POL,2002,8.4
POL,2003,8.1
POL,2004,7.8
POL,2005,7.6
POL,2006,7.3
POL,2007,7
POL,2008,6.7
POL,2009,6.3
POL,2010,6
POL,2011,5.7
POL,2012,5.4
POL,2013,5.2
POL,2014,5
POL,2015,4.9
POL,2016,4.8
POL,2017,4.6
POL,2018,4.5
POL,2019,4.5
POL,2020,4.4
POL,2021,4.4
POL,2022,4.3
POL,2023,4.3
POL,2024,4.2
PRE,2000,153.00662935938576
PRE,2001,148.8364525223899
PRE,2002,141.18227692525525
PRE,2003,135.11749790246859
PRE,2004,129.7695095364534
PRE,2005,121.59120549169462
PRE,2006,115.83317929255087
PRE,2007,111.10532635560683
PRE,2008,106.67548931687185
PRE,2009,104.89855968278493
PRE,2010,99.68693690571982
PRE,2011,99.72900609991956
PRE,2012,93.53233196674084
PRE,2013,90.36454304729912
PRE,2014,89.73475592931466
PRE,2015,88.00827115122469
PRE,2016,86.62160267272937
PRE,2017,85.8918608835943
PRE,2018,82.3130203380837
PRE,2019,81.34801065238808
PRE,2020,79.29190525060548
PRE,2021,78.55460841269982
PRE,2022,79.7149340894285
PRE,2023,76.07329425757318
PRE,2024,74.46018729478976
PRI,2000,NA
PRI,2001,NA
PRI,2002,NA
PRI,2003,NA
PRI,2004,NA
PRI,2005,NA
PRI,2006,NA
PRI,2007,NA
PRI,2008,NA
PRI,2009,NA
PRI,2010,NA
PRI,2011,NA
PRI,2012,NA
PRI,2013,NA
PRI,2014,NA
PRI,2015,NA
PRI,2016,NA
PRI,2017,NA
PRI,2018,NA
PRI,2019,NA
PRI,2020,NA
PRI,2021,NA
PRI,2022,NA
PRI,2023,NA
PRI,2024,NA
PRK,2000,100.2
PRK,2001,99
PRK,2002,97.8
PRK,2003,34.5
PRK,2004,33.8
PRK,2005,33.3
PRK,2006,32.8
PRK,2007,32.4
PRK,2008,31
PRK,2009,30
PRK,2010,28.7
PRK,2011,27.2
PRK,2012,25.7
PRK,2013,24.1
PRK,2014,22.6
PRK,2015,21.4
PRK,2016,20.6
PRK,2017,19.1
PRK,2018,18.4
PRK,2019,17.7
PRK,2020,17.4
PRK,2021,17.4
PRK,2022,17.7
PRK,2023,18
PRK,2024,16.7
PRT,2000,7.2
PRT,2001,6.6
PRT,2002,6
PRT,2003,5.5
PRT,2004,5
PRT,2005,4.7
PRT,2006,4.4
PRT,2007,4.2
PRT,2008,4
PRT,2009,3.9
PRT,2010,3.8
PRT,2011,3.7
PRT,2012,3.7
PRT,2013,3.6
PRT,2014,3.6
PRT,2015,3.6
PRT,2016,3.6
PRT,2017,3.6
PRT,2018,3.5
PRT,2019,3.5
PRT,2020,3.4
PRT,2021,3.3
PRT,2022,3.3
PRT,2023,3.2
PRT,2024,3.2
PRY,2000,33.6
PRY,2001,32.8
PRY,2002,32
PRY,2003,31.3
PRY,2004,30.5
PRY,2005,29.7
PRY,2006,28.9
PRY,2007,28.2
PRY,2008,27.3
PRY,2009,26.5
PRY,2010,25.7
PRY,2011,24.9
PRY,2012,24.2
PRY,2013,23.4
PRY,2014,22.7
PRY,2015,21.9
PRY,2016,21.2
PRY,2017,20.5
PRY,2018,19.9
PRY,2019,19.2
PRY,2020,18.6
PRY,2021,18
PRY,2022,17.5
PRY,2023,16.9
PRY,2024,16.3
PSE,2000,30.3
PSE,2001,29.4
PSE,2002,28.5
PSE,2003,27.7
PSE,2004,26.8
PSE,2005,26
PSE,2006,25.1
PSE,2007,24.3
PSE,2008,23.5
PSE,2009,22.7
PSE,2010,21.9
PSE,2011,21.1
PSE,2012,20.3
PSE,2013,19.6
PSE,2014,21.9
PSE,2015,18.2
PSE,2016,17.5
PSE,2017,16.9
PSE,2018,16.3
PSE,2019,15.7
PSE,2020,15.2
PSE,2021,14.6
PSE,2022,14.1
PSE,2023,41.9
PSE,2024,37.9
PSS,2000,28.41778110694965
PSS,2001,28.013295994962636
PSS,2002,27.891139219631253
PSS,2003,27.374614450715317
PSS,2004,27.275753619167304
PSS,2005,27.169463778697168
PSS,2006,27.089525723472672
PSS,2007,26.867652221087567
PSS,2008,26.509661866395994
PSS,2009,26.676242429992254
PSS,2010,25.62756263517674
PSS,2011,25.137819364570568
PSS,2012,24.612251454236393
PSS,2013,24.227777348040657
PSS,2014,23.938467673901368
PSS,2015,23.82746812721499
PSS,2016,23.834208986480245
PSS,2017,23.940274908752038
PSS,2018,24.11383612400919
PSS,2019,24.50154721202477
PSS,2020,24.295592618428564
PSS,2021,24.19842981760507
PSS,2022,23.94668111968374
PSS,2023,23.54653155169107
PSS,2024,23.06308082095736
PST,2000,7.276250649341822
PST,2001,7.069959553728543
PST,2002,6.902663186804956
PST,2003,6.7482014678225335
PST,2004,6.626964573066623
PST,2005,6.468668457647914
PST,2006,6.332822961750806
PST,2007,6.161999409788126
PST,2008,6.020572012866746
PST,2009,5.8901746414079685
PST,2010,5.681483481441331
PST,2011,5.573776405706462
PST,2012,5.412819264873359
PST,2013,5.309228324569905
PST,2014,5.210944235254244
PST,2015,5.151576044063491
PST,2016,5.061269258860406
PST,2017,4.974081204262216
PST,2018,4.9066724418554335
PST,2019,4.886687192856855
PST,2020,4.8582134423463845
PST,2021,4.841434347760527
PST,2022,4.863974697976072
PST,2023,4.863679074558073
PST,2024,4.861204040017024
PYF,2000,NA
PYF,2001,NA
PYF,2002,NA
PYF,2003,NA
PYF,2004,NA
PYF,2005,NA
PYF,2006,NA
PYF,2007,NA
PYF,2008,NA
PYF,2009,NA
PYF,2010,NA
PYF,2011,NA
PYF,2012,NA
PYF,2013,NA
PYF,2014,NA
PYF,2015,NA
PYF,2016,NA
PYF,2017,NA
PYF,2018,NA
PYF,2019,NA
PYF,2020,NA
PYF,2021,NA
PYF,2022,NA
PYF,2023,NA
PYF,2024,NA
QAT,2000,12.5
QAT,2001,12
QAT,2002,11.6
QAT,2003,11.2
QAT,2004,10.8
QAT,2005,10.4
QAT,2006,10.1
QAT,2007,9.8
QAT,2008,9.6
QAT,2009,9.3
QAT,2010,9.1
QAT,2011,8.9
QAT,2012,8.7
QAT,2013,8.4
QAT,2014,8.1
QAT,2015,7.8
QAT,2016,7.5
QAT,2017,7.1
QAT,2018,6.8
QAT,2019,6.6
QAT,2020,6.3
QAT,2021,6.2
QAT,2022,6.1
QAT,2023,6
QAT,2024,5.9
ROU,2000,21.4
ROU,2001,20.6
ROU,2002,20.2
ROU,2003,19.9
ROU,2004,19.3
ROU,2005,18.2
ROU,2006,16.7
ROU,2007,15.2
ROU,2008,13.9
ROU,2009,13
ROU,2010,12.4
ROU,2011,11.8
ROU,2012,11.2
ROU,2013,10.6
ROU,2014,9.9
ROU,2015,9.2
ROU,2016,8.5
ROU,2017,7.9
ROU,2018,7.3
ROU,2019,6.8
ROU,2020,6.5
ROU,2021,6.4
ROU,2022,6.6
ROU,2023,6.9
ROU,2024,7.3
RUS,2000,19.4
RUS,2001,18.4
RUS,2002,17.3
RUS,2003,16.1
RUS,2004,15
RUS,2005,13.9
RUS,2006,12.8
RUS,2007,12
RUS,2008,11.3
RUS,2009,10.7
RUS,2010,10.4
RUS,2011,10.2
RUS,2012,9.9
RUS,2013,9.5
RUS,2014,8.9
RUS,2015,8.2
RUS,2016,7.5
RUS,2017,6.9
RUS,2018,6.4
RUS,2019,6
RUS,2020,5.7
RUS,2021,5.5
RUS,2022,5.4
RUS,2023,5.3
RUS,2024,5.2
RWA,2000,184.2
RWA,2001,166.5
RWA,2002,149.1
RWA,2003,132.7
RWA,2004,117.5
RWA,2005,104.5
RWA,2006,93.4
RWA,2007,84.1
RWA,2008,76
RWA,2009,69.1
RWA,2010,63.3
RWA,2011,58.1
RWA,2012,54.2
RWA,2013,51.4
RWA,2014,49.2
RWA,2015,47.3
RWA,2016,45.8
RWA,2017,44.7
RWA,2018,43.7
RWA,2019,42.7
RWA,2020,41.6
RWA,2021,40.6
RWA,2022,39.7
RWA,2023,38.8
RWA,2024,37.7
SAS,2000,90
SAS,2001,86.1
SAS,2002,82.4
SAS,2003,78.9
SAS,2004,75.6
SAS,2005,72
SAS,2006,68.7
SAS,2007,65.5
SAS,2008,62.4
SAS,2009,59.4
SAS,2010,56.3
SAS,2011,53.4
SAS,2012,50.5
SAS,2013,47.7
SAS,2014,45.1
SAS,2015,42.6
SAS,2016,40.3
SAS,2017,38.1
SAS,2018,36
SAS,2019,34.1
SAS,2020,32.4
SAS,2021,30.8
SAS,2022,29.3
SAS,2023,28
SAS,2024,26.8
SAU,2000,21.9
SAU,2001,20.6
SAU,2002,19.4
SAU,2003,18.4
SAU,2004,17.3
SAU,2005,16.3
SAU,2006,15.4
SAU,2007,14.5
SAU,2008,13.7
SAU,2009,12.9
SAU,2010,12.1
SAU,2011,11.4
SAU,2012,10.8
SAU,2013,10.1
SAU,2014,9.6
SAU,2015,9
SAU,2016,8.5
SAU,2017,8
SAU,2018,7.6
SAU,2019,7.2
SAU,2020,6.9
SAU,2021,6.7
SAU,2022,6.4
SAU,2023,6.2
SAU,2024,6
SDN,2000,102
SDN,2001,98.6
SDN,2002,95.2
SDN,2003,91.9
SDN,2004,101.1
SDN,2005,98.8
SDN,2006,83
SDN,2007,80.4
SDN,2008,77.9
SDN,2009,75.5
SDN,2010,73.4
SDN,2011,71.3
SDN,2012,69.3
SDN,2013,67.3
SDN,2014,65.4
SDN,2015,63.5
SDN,2016,61.6
SDN,2017,59.7
SDN,2018,57.8
SDN,2019,56.1
SDN,2020,54.3
SDN,2021,52.7
SDN,2022,51
SDN,2023,63.1
SDN,2024,61.6
SEN,2000,128.9
SEN,2001,121.7
SEN,2002,113.2
SEN,2003,104.2
SEN,2004,95.5
SEN,2005,87.6
SEN,2006,80.8
SEN,2007,75
SEN,2008,70.1
SEN,2009,66.1
SEN,2010,62.8
SEN,2011,60
SEN,2012,57.6
SEN,2013,55.5
SEN,2014,53.7
SEN,2015,52.2
SEN,2016,50.8
SEN,2017,49.4
SEN,2018,47.9
SEN,2019,46.2
SEN,2020,44.2
SEN,2021,42.2
SEN,2022,40.1
SEN,2023,38.2
SEN,2024,36.5
SGP,2000,3.9
SGP,2001,3.6
SGP,2002,3.4
SGP,2003,3.2
SGP,2004,3.1
SGP,2005,3
SGP,2006,2.9
SGP,2007,2.9
SGP,2008,2.8
SGP,2009,2.8
SGP,2010,2.8
SGP,2011,2.8
SGP,2012,2.8
SGP,2013,2.8
SGP,2014,2.7
SGP,2015,2.7
SGP,2016,2.6
SGP,2017,2.6
SGP,2018,2.5
SGP,2019,2.5
SGP,2020,2.4
SGP,2021,2.4
SGP,2022,2.5
SGP,2023,2.6
SGP,2024,2.7
SLB,2000,30.5
SLB,2001,30.2
SLB,2002,29.8
SLB,2003,29.6
SLB,2004,29.3
SLB,2005,29.1
SLB,2006,28.8
SLB,2007,28.4
SLB,2008,28
SLB,2009,27.6
SLB,2010,27.2
SLB,2011,26.7
SLB,2012,26.2
SLB,2013,25.8
SLB,2014,25.4
SLB,2015,25
SLB,2016,24.6
SLB,2017,24.1
SLB,2018,23.6
SLB,2019,23.1
SLB,2020,22.5
SLB,2021,21.9
SLB,2022,21.3
