iso3,year,u5mr
IND,2020,33
IND,2021,31.2
IND,2022,29.5
IND,2023,28
IND,2024,26.6
INX,2000,NA
INX,2001,NA
INX,2002,NA
INX,2003,NA
INX,2004,NA
INX,2005,NA
INX,2006,NA
INX,2007,NA
INX,2008,NA
INX,2009,NA
INX,2010,NA
INX,2011,NA
INX,2012,NA
INX,2013,NA
INX,2014,NA
INX,2015,NA
INX,2016,NA
INX,2017,NA
INX,2018,NA
INX,2019,NA
INX,2020,NA
INX,2021,NA
INX,2022,NA
INX,2023,NA
INX,2024,NA
IRL,2000,7.2
IRL,2001,6.9
IRL,2002,6.5
IRL,2003,6.1
IRL,2004,5.6
IRL,2005,5.2
IRL,2006,4.8
IRL,2007,4.6
IRL,2008,4.4
IRL,2009,4.3
IRL,2010,4.2
IRL,2011,4.1
IRL,2012,4
IRL,2013,3.9
IRL,2014,3.8
IRL,2015,3.7
IRL,2016,3.6
IRL,2017,3.5
IRL,2018,3.4
IRL,2019,3.4
IRL,2020,3.5
IRL,2021,3.6
IRL,2022,3.7
IRL,2023,3.8
IRL,2024,3.9
IRN,2000,36.4
IRN,2001,34.3
IRN,2002,32.3
IRN,2003,30.3
IRN,2004,28.3
IRN,2005,26.5
IRN,2006,24.7
IRN,2007,23.1
IRN,2008,21.7
IRN,2009,20.4
IRN,2010,19.3
IRN,2011,18.3
IRN,2012,17.5
IRN,2013,16.8
IRN,2014,16.1
IRN,2015,15.5
IRN,2016,14.9
IRN,2017,14.4
IRN,2018,13.9
IRN,2019,13.4
IRN,2020,13
IRN,2021,12.6
IRN,2022,12.1
IRN,2023,11.7
IRN,2024,11.3
IRQ,2000,44.3
IRQ,2001,43.4
IRQ,2002,42.5
IRQ,2003,41.6
IRQ,2004,40.7
IRQ,2005,39.7
IRQ,2006,38.8
IRQ,2007,37.7
IRQ,2008,36.7
IRQ,2009,35.6
IRQ,2010,34.5
IRQ,2011,33.4
IRQ,2012,32.4
IRQ,2013,31.3
IRQ,2014,30.3
IRQ,2015,29.3
IRQ,2016,28.4
IRQ,2017,27.5
IRQ,2018,26.5
IRQ,2019,25.7
IRQ,2020,24.9
IRQ,2021,24
IRQ,2022,23.3
IRQ,2023,22.5
IRQ,2024,21.8
ISL,2000,3.9
ISL,2001,3.7
ISL,2002,3.5
ISL,2003,3.3
ISL,2004,3.2
ISL,2005,3.1
ISL,2006,2.9
ISL,2007,2.8
ISL,2008,2.8
ISL,2009,2.7
ISL,2010,2.7
ISL,2011,2.6
ISL,2012,2.6
ISL,2013,2.6
ISL,2014,2.6
ISL,2015,2.6
ISL,2016,2.6
ISL,2017,2.7
ISL,2018,2.7
ISL,2019,2.8
ISL,2020,2.8
ISL,2021,2.9
ISL,2022,2.9
ISL,2023,2.9
ISL,2024,2.8
ISR,2000,6.9
ISR,2001,6.6
ISR,2002,6.4
ISR,2003,6.1
ISR,2004,5.8
ISR,2005,5.6
ISR,2006,5.3
ISR,2007,5.1
ISR,2008,4.9
ISR,2009,4.7
ISR,2010,4.6
ISR,2011,4.4
ISR,2012,4.3
ISR,2013,4.1
ISR,2014,4
ISR,2015,3.9
ISR,2016,3.8
ISR,2017,3.7
ISR,2018,3.7
ISR,2019,3.6
ISR,2020,3.5
ISR,2021,3.5
ISR,2022,3.4
ISR,2023,3.4
ISR,2024,3.3
ITA,2000,5.6
ITA,2001,5.3
ITA,2002,5.1
ITA,2003,4.8
ITA,2004,4.6
ITA,2005,4.5
ITA,2006,4.3
ITA,2007,4.2
ITA,2008,4.1
ITA,2009,4.1
ITA,2010,4
ITA,2011,3.9
ITA,2012,3.8
ITA,2013,3.7
ITA,2014,3.6
ITA,2015,3.5
ITA,2016,3.4
ITA,2017,3.3
ITA,2018,3.2
ITA,2019,3.1
ITA,2020,3
ITA,2021,2.9
ITA,2022,2.8
ITA,2023,2.8
ITA,2024,2.7
JAM,2000,20.5
JAM,2001,20
JAM,2002,19.6
JAM,2003,19.3
JAM,2004,19.1
JAM,2005,19.1
JAM,2006,19.1
JAM,2007,19.1
JAM,2008,19.1
JAM,2009,19.1
JAM,2010,19
JAM,2011,19
JAM,2012,18.9
JAM,2013,18.9
JAM,2014,18.8
JAM,2015,18.7
JAM,2016,18.7
JAM,2017,18.7
JAM,2018,18.7
JAM,2019,18.8
JAM,2020,18.7
JAM,2021,18.6
JAM,2022,18.4
JAM,2023,18.1
JAM,2024,17.8
JOR,2000,25.8
JOR,2001,25
JOR,2002,24.2
JOR,2003,23.5
JOR,2004,22.7
JOR,2005,22
JOR,2006,21.3
JOR,2007,20.7
JOR,2008,20.1
JOR,2009,19.5
JOR,2010,18.9
JOR,2011,18.4
JOR,2012,17.9
JOR,2013,17.4
JOR,2014,17
JOR,2015,16.5
JOR,2016,16.1
JOR,2017,15.7
JOR,2018,15.3
JOR,2019,14.9
JOR,2020,14.5
JOR,2021,14.1
JOR,2022,13.7
JOR,2023,13.3
JOR,2024,12.9
JPN,2000,4.5
JPN,2001,4.3
JPN,2002,4.1
JPN,2003,4
JPN,2004,3.9
JPN,2005,3.7
JPN,2006,3.6
JPN,2007,3.5
JPN,2008,3.4
JPN,2009,3.4
JPN,2010,3.3
JPN,2011,3.3
JPN,2012,3.1
JPN,2013,3
JPN,2014,2.9
JPN,2015,2.8
JPN,2016,2.7
JPN,2017,2.6
JPN,2018,2.5
JPN,2019,2.5
JPN,2020,2.4
JPN,2021,2.4
JPN,2022,2.4
JPN,2023,2.4
JPN,2024,2.4
KAZ,2000,42.1
KAZ,2001,39.6
KAZ,2002,37.2
KAZ,2003,35.1
KAZ,2004,33
KAZ,2005,31
KAZ,2006,28.9
KAZ,2007,26.8
KAZ,2008,24.7
KAZ,2009,22.5
KAZ,2010,20.4
KAZ,2011,18.3
KAZ,2012,16.3
KAZ,2013,14.5
KAZ,2014,13
KAZ,2015,11.9
KAZ,2016,11
KAZ,2017,10.5
KAZ,2018,10.3
KAZ,2019,10.2
KAZ,2020,10.1
KAZ,2021,10
KAZ,2022,9.8
KAZ,2023,9.6
KAZ,2024,9.4
KEN,2000,95.2
KEN,2001,90.5
KEN,2002,85.6
KEN,2003,80.8
KEN,2004,76.1
KEN,2005,71.2
KEN,2006,66.8
KEN,2007,62.9
KEN,2008,58
KEN,2009,55.2
KEN,2010,53.1
KEN,2011,51.7
KEN,2012,50.7
KEN,2013,49.4
KEN,2014,48.3
KEN,2015,46.8
KEN,2016,45.5
KEN,2017,44.7
KEN,2018,43.7
KEN,2019,42.7
KEN,2020,42.1
KEN,2021,41.3
KEN,2022,40.5
KEN,2023,39.6
KEN,2024,38.8
KGZ,2000,50.8
KGZ,2001,48.1
KGZ,2002,45.5
KGZ,2003,43
KGZ,2004,40.9
KGZ,2005,39.2
KGZ,2006,37.6
KGZ,2007,35.9
KGZ,2008,33.8
KGZ,2009,31.6
KGZ,2010,29.5
KGZ,2011,27.6
KGZ,2012,26
KGZ,2013,24.7
KGZ,2014,23.5
KGZ,2015,22.3
KGZ,2016,21.1
KGZ,2017,20
KGZ,2018,19
KGZ,2019,18.3
KGZ,2020,17.8
KGZ,2021,17.5
KGZ,2022,17.3
KGZ,2023,17
KGZ,2024,16.8
KHM,2000,105.2
KHM,2001,96
KHM,2002,86.2
KHM,2003,77.5
KHM,2004,70.4
KHM,2005,64.4
KHM,2006,59.3
KHM,2007,54.9
KHM,2008,50.8
KHM,2009,47
KHM,2010,43.5
KHM,2011,40.3
KHM,2012,37.2
KHM,2013,34.5
KHM,2014,32
KHM,2015,29.6
KHM,2016,27.5
KHM,2017,25.6
KHM,2018,24.1
KHM,2019,22.8
KHM,2020,21.8
KHM,2021,20.8
KHM,2022,19.9
KHM,2023,19.1
KHM,2024,18.4
KIR,2000,65.8
KIR,2001,64.1
KIR,2002,62.5
KIR,2003,61.4
KIR,2004,60.7
KIR,2005,60.1
KIR,2006,59.7
KIR,2007,59.2
KIR,2008,58.7
KIR,2009,58.2
KIR,2010,57.7
KIR,2011,57.5
KIR,2012,57.4
KIR,2013,57.7
KIR,2014,58
KIR,2015,58.6
KIR,2016,59.1
KIR,2017,59.6
KIR,2018,59.6
KIR,2019,59.1
KIR,2020,58.3
KIR,2021,57.2
KIR,2022,55.9
KIR,2023,54.5
KIR,2024,53.1
KNA,2000,23.9
KNA,2001,22.9
KNA,2002,22
KNA,2003,21.1
KNA,2004,20.3
KNA,2005,19.7
KNA,2006,19.2
KNA,2007,18.9
KNA,2008,18.8
KNA,2009,18.7
KNA,2010,18.8
KNA,2011,18.9
KNA,2012,19.1
KNA,2013,19.3
KNA,2014,19.4
KNA,2015,19.4
KNA,2016,19.3
KNA,2017,19
KNA,2018,18.6
KNA,2019,18.2
KNA,2020,17.8
KNA,2021,17.3
KNA,2022,16.8
KNA,2023,16.4
KNA,2024,15.9
KOR,2000,7.6
KOR,2001,7.2
KOR,2002,6.8
KOR,2003,6.4
KOR,2004,6
KOR,2005,5.6
KOR,2006,5.2
KOR,2007,4.8
KOR,2008,4.5
KOR,2009,4.3
KOR,2010,4.1
KOR,2011,4
KOR,2012,3.8
KOR,2013,3.7
KOR,2014,3.6
KOR,2015,3.5
KOR,2016,3.4
KOR,2017,3.3
KOR,2018,3.2
KOR,2019,3.1
KOR,2020,3.1
KOR,2021,3
KOR,2022,2.9
KOR,2023,2.9
KOR,2024,2.8
KWT,2000,12.7
KWT,2001,12.5
KWT,2002,12.3
KWT,2003,12.2
KWT,2004,12
KWT,2005,11.8
KWT,2006,11.6
KWT,2007,11.4
KWT,2008,11.2
KWT,2009,11
KWT,2010,10.7
KWT,2011,10.3
KWT,2012,10
KWT,2013,9.6
KWT,2014,9.3
KWT,2015,9.1
KWT,2016,9
KWT,2017,8.9
KWT,2018,8.9
KWT,2019,8.9
KWT,2020,8.8
KWT,2021,8.7
KWT,2022,8.6
KWT,2023,8.4
KWT,2024,8.1
LAC,2000,34.10930803502727
LAC,2001,32.36303250312343
LAC,2002,30.711026965259748
LAC,2003,29.25451936963653
LAC,2004,27.895945693262547
LAC,2005,26.614027267164435
LAC,2006,25.484512145968733
LAC,2007,24.4539590784842
LAC,2008,23.4490298281481
LAC,2009,22.59599334844208
LAC,2010,23.426929399787362
LAC,2011,21.018751432260938
LAC,2012,20.32572704995126
LAC,2013,19.68095539112697
LAC,2014,19.10072439936138
LAC,2015,18.612384497229968
LAC,2016,18.539694556252897
LAC,2017,17.726694264104474
LAC,2018,17.298162691444972
LAC,2019,16.925369472175003
LAC,2020,16.630354387981523
LAC,2021,16.235344929052282
LAC,2022,15.904280128532248
LAC,2023,15.508500805355409
LAC,2024,15.119861685786
LAO,2000,100.1
LAO,2001,95.6
LAO,2002,91.1
LAO,2003,86.6
LAO,2004,82.1
LAO,2005,77.7
LAO,2006,73.5
LAO,2007,69.5
LAO,2008,65.5
LAO,2009,61.8
LAO,2010,58.4
LAO,2011,55.1
LAO,2012,52.1
LAO,2013,49.4
LAO,2014,46.8
LAO,2015,44.4
LAO,2016,42.2
LAO,2017,40.2
LAO,2018,38.3
LAO,2019,36.5
LAO,2020,34.8
LAO,2021,33.2
LAO,2022,31.8
LAO,2023,30.5
LAO,2024,29.4
LBN,2000,20
LBN,2001,18.9
LBN,2002,18
LBN,2003,17
LBN,2004,16.1
LBN,2005,15.3
LBN,2006,14.6
LBN,2007,14.1
LBN,2008,13.6
LBN,2009,13.2
LBN,2010,13
LBN,2011,12.8
LBN,2012,12.7
LBN,2013,12.7
LBN,2014,12.8
LBN,2015,12.9
LBN,2016,13.2
LBN,2017,13.5
LBN,2018,14
LBN,2019,14.5
LBN,2020,15.1
LBN,2021,15.7
LBN,2022,16.3
LBN,2023,17
LBN,2024,17.6
LBR,2000,194.9
LBR,2001,181.7
LBR,2002,168.6
LBR,2003,156.2
LBR,2004,144.8
LBR,2005,134.9
LBR,2006,126.5
LBR,2007,119.6
LBR,2008,114
LBR,2009,109.5
LBR,2010,105.7
LBR,2011,102.4
LBR,2012,99.5
LBR,2013,97
LBR,2014,97
LBR,2015,93.2
LBR,2016,91.5
LBR,2017,90.3
LBR,2018,89.4
LBR,2019,88.7
LBR,2020,88.3
LBR,2021,88
LBR,2022,87.8
LBR,2023,87.3
LBR,2024,86.4
LBY,2000,28.1
LBY,2001,27.3
LBY,2002,26.5
LBY,2003,25.5
LBY,2004,24.4
LBY,2005,23.1
LBY,2006,21.7
LBY,2007,20.2
LBY,2008,18.8
LBY,2009,17.6
LBY,2010,16.6
LBY,2011,19.6
LBY,2012,15
LBY,2013,14.4
LBY,2014,13.8
LBY,2015,13.3
LBY,2016,12.8
LBY,2017,12.4
LBY,2018,11.9
LBY,2019,11.6
LBY,2020,11.2
LBY,2021,10.8
LBY,2022,10.4
LBY,2023,31.7
LBY,2024,9.8
LCA,2000,18.5
LCA,2001,18.4
LCA,2002,18.4
LCA,2003,18.4
LCA,2004,18.5
LCA,2005,18.5
LCA,2006,18.6
LCA,2007,18.6
LCA,2008,18.7
LCA,2009,18.8
LCA,2010,18.8
LCA,2011,18.8
LCA,2012,18.8
LCA,2013,18.8
LCA,2014,18.8
LCA,2015,18.7
LCA,2016,18.6
LCA,2017,18.5
LCA,2018,18.4
LCA,2019,18.2
LCA,2020,18.1
LCA,2021,17.9
LCA,2022,17.7
LCA,2023,17.5
LCA,2024,17.2
LCN,2000,32.7
LCN,2001,31
LCN,2002,29.5
LCN,2003,28.1
LCN,2004,26.8
LCN,2005,25.6
LCN,2006,24.6
LCN,2007,23.6
LCN,2008,22.7
LCN,2009,21.8
LCN,2010,22.7
LCN,2011,20.4
LCN,2012,19.8
LCN,2013,19.2
LCN,2014,18.7
LCN,2015,18.3
LCN,2016,18.5
LCN,2017,17.8
LCN,2018,17.4
LCN,2019,17
LCN,2020,16.7
LCN,2021,16.4
LCN,2022,16
LCN,2023,15.7
LCN,2024,15.4
LDC,2000,135.4517908039087
LDC,2001,131.32841545956748
LDC,2002,124.03828013283758
LDC,2003,118.42024503038557
LDC,2004,113.52081394987046
LDC,2005,105.83981686482194
LDC,2006,100.45763576768637
LDC,2007,95.87326178720897
LDC,2008,92.82472760957337
LDC,2009,90.199391714479
LDC,2010,85.68996883748129
LDC,2011,85.40563066054305
LDC,2012,78.96831076301274
LDC,2013,75.60251931828238
LDC,2014,74.80258372902094
LDC,2015,72.81001259482551
LDC,2016,71.054277919873
LDC,2017,70.07961566524496
LDC,2018,66.20884322187345
LDC,2019,64.98948420464593
LDC,2020,62.76095754919694
LDC,2021,64.19446502549056
LDC,2022,65.20738999565339
LDC,2023,59.91423566958171
LDC,2024,57.96367186379219
LIC,2000,150
LIC,2001,147.4
LIC,2002,138.7
LIC,2003,131.5
LIC,2004,126.9
LIC,2005,116.7
LIC,2006,110.8
LIC,2007,105.8
LIC,2008,101.1
LIC,2009,102.3
LIC,2010,94.8
LIC,2011,98.5
LIC,2012,88.9
LIC,2013,85.4
LIC,2014,86.2
LIC,2015,84.9
LIC,2016,83.6
LIC,2017,83.5
LIC,2018,77.9
LIC,2019,76.9
LIC,2020,73.9
LIC,2021,73.3
LIC,2022,76.7
LIC,2023,70.5
LIC,2024,68.8
LIE,2000,NA
LIE,2001,NA
LIE,2002,NA
LIE,2003,NA
LIE,2004,NA
LIE,2005,NA
LIE,2006,NA
LIE,2007,NA
LIE,2008,NA
LIE,2009,NA
LIE,2010,NA
LIE,2011,NA
LIE,2012,NA
LIE,2013,NA
LIE,2014,NA
LIE,2015,NA
LIE,2016,NA
LIE,2017,NA
LIE,2018,NA
LIE,2019,NA
LIE,2020,NA
LIE,2021,NA
LIE,2022,NA
LIE,2023,NA
LIE,2024,NA
LKA,2000,16.3
LKA,2001,15.8
LKA,2002,15.5
LKA,2003,15.2
LKA,2004,29
LKA,2005,14
LKA,2006,13.3
LKA,2007,12.6
LKA,2008,12
LKA,2009,21.5
LKA,2010,11.2
LKA,2011,10.8
LKA,2012,10.3
LKA,2013,9.8
LKA,2014,9.2
LKA,2015,8.7
LKA,2016,8.3
LKA,2017,7.9
LKA,2018,7.6
LKA,2019,7.2
LKA,2020,6.9
LKA,2021,6.6
LKA,2022,6.3
LKA,2023,6.1
LKA,2024,5.9
LMC,2000,97.8
LMC,2001,94.1
LMC,2002,90.4
LMC,2003,86.8
LMC,2004,83.5
LMC,2005,80.2
LMC,2006,77.2
LMC,2007,74.2
LMC,2008,71.9
LMC,2009,68.7
LMC,2010,66.4
LMC,2011,63.7
LMC,2012,61.3
LMC,2013,59.1
LMC,2014,57.1
LMC,2015,55.3
LMC,2016,53.5
LMC,2017,52
LMC,2018,50.6
LMC,2019,49.3
LMC,2020,48.1
LMC,2021,47
LMC,2022,46
LMC,2023,44.9
LMC,2024,43.8
LMY,2000,83.38568736832983
LMY,2001,81.0114760953915
LMY,2002,77.6075518007386
LMY,2003,74.39225446888771
LMY,2004,71.68247305568836
LMY,2005,67.84899436423233
LMY,2006,64.86170717544213
LMY,2007,62.113975160244095
LMY,2008,59.713464977851736
LMY,2009,57.65089390302793
LMY,2010,55.25459124391359
LMY,2011,53.93900977239876
LMY,2012,50.77540666699152
LMY,2013,49.15615923022758
LMY,2014,47.841426387416234
LMY,2015,46.81502179559281
LMY,2016,45.420857808318765
LMY,2017,44.5413837946826
LMY,2018,43.759083667015126
LMY,2019,43.146615328295354
LMY,2020,42.89081944719544
LMY,2021,42.67856781348238
LMY,2022,42.97366374932747
LMY,2023,41.68393512290319
LMY,2024,40.73083582896477
LSO,2000,108.3
LSO,2001,110.3
LSO,2002,112.1
LSO,2003,113.2
LSO,2004,113.9
LSO,2005,114.6
LSO,2006,114.7
LSO,2007,111.9
LSO,2008,111.6
LSO,2009,99.1
LSO,2010,90.9
LSO,2011,85.2
LSO,2012,81.4
LSO,2013,79.3
LSO,2014,77.6
LSO,2015,75.1
LSO,2016,71.4
LSO,2017,70.1
LSO,2018,68.8
LSO,2019,68.1
LSO,2020,66.3
LSO,2021,64
LSO,2022,62
LSO,2023,61.3
LSO,2024,60
LTE,2000,34.01439211843614
LTE,2001,31.82915936374843
LTE,2002,29.624624669632805
LTE,2003,26.727513387691403
LTE,2004,25.026233077609103
LTE,2005,23.066640618367703
LTE,2006,21.423063755531842
LTE,2007,19.941020590709467
LTE,2008,18.59118427146017
LTE,2009,17.537759125726076
LTE,2010,16.31953495320029
LTE,2011,15.437095089291917
LTE,2012,14.492022260525749
LTE,2013,13.71656017765717
LTE,2014,12.963930913128008
LTE,2015,12.286319981792456
LTE,2016,11.70397376339737
LTE,2017,11.014489927828052
LTE,2018,10.622397482105045
LTE,2019,10.209210734268995
LTE,2020,10.046273119554368
LTE,2021,9.799890820067873
LTE,2022,9.626949585910452
LTE,2023,9.324576789816662
LTE,2024,8.98518770267021
LTU,2000,10.7
LTU,2001,10.3
LTU,2002,9.9
LTU,2003,9.6
LTU,2004,9.3
LTU,2005,9
LTU,2006,8.6
LTU,2007,8
LTU,2008,7.3
LTU,2009,6.7
LTU,2010,6.1
LTU,2011,5.6
LTU,2012,5.3
LTU,2013,5.1
LTU,2014,5.1
LTU,2015,5
LTU,2016,4.8
LTU,2017,4.5
LTU,2018,4.2
LTU,2019,3.9
LTU,2020,3.7
LTU,2021,3.6
LTU,2022,3.5
LTU,2023,3.4
LTU,2024,3.4
LUX,2000,4.7
LUX,2001,4.4
LUX,2002,4.2
LUX,2003,3.9
LUX,2004,3.7
LUX,2005,3.5
LUX,2006,3.3
LUX,2007,3.1
LUX,2008,3
LUX,2009,2.9
LUX,2010,2.8
LUX,2011,2.7
LUX,2012,2.7
LUX,2013,2.6
LUX,2014,2.6
LUX,2015,2.5
LUX,2016,2.5
LUX,2017,2.5
LUX,2018,2.4
LUX,2019,2.4
LUX,2020,2.4
LUX,2021,2.3
LUX,2022,2.3
LUX,2023,2.2
LUX,2024,2.2
LVA,2000,14.3
LVA,2001,13.4
LVA,2002,12.6
LVA,2003,11.9
LVA,2004,11.1
LVA,2005,10.5
LVA,2006,9.9
LVA,2007,9.3
LVA,2008,8.8
LVA,2009,8.3
LVA,2010,7.7
LVA,2011,7.2
LVA,2012,6.6
LVA,2013,6.1
LVA,2014,5.6
LVA,2015,5.1
LVA,2016,4.8
LVA,2017,4.5
LVA,2018,4.2
LVA,2019,3.9
LVA,2020,3.6
LVA,2021,3.3
LVA,2022,3
LVA,2023,2.8
LVA,2024,2.5
MAC,2000,NA
MAC,2001,NA
MAC,2002,NA
MAC,2003,NA
MAC,2004,NA
MAC,2005,NA
MAC,2006,NA
MAC,2007,NA
MAC,2008,NA
MAC,2009,NA
MAC,2010,NA
MAC,2011,NA
MAC,2012,NA
MAC,2013,NA
MAC,2014,NA
MAC,2015,NA
MAC,2016,NA
MAC,2017,NA
MAC,2018,NA
MAC,2019,NA
MAC,2020,NA
MAC,2021,NA
MAC,2022,NA
MAC,2023,NA
MAC,2024,NA
MAF,2000,NA
MAF,2001,NA
MAF,2002,NA
MAF,2003,NA
MAF,2004,NA
MAF,2005,NA
MAF,2006,NA
MAF,2007,NA
MAF,2008,NA
MAF,2009,NA
MAF,2010,NA
MAF,2011,NA
MAF,2012,NA
MAF,2013,NA
MAF,2014,NA
MAF,2015,NA
MAF,2016,NA
MAF,2017,NA
MAF,2018,NA
MAF,2019,NA
MAF,2020,NA
MAF,2021,NA
MAF,2022,NA
MAF,2023,NA
MAF,2024,NA
MAR,2000,52.4
MAR,2001,50.2
MAR,2002,48
MAR,2003,45.8
MAR,2004,43.6
MAR,2005,41.4
MAR,2006,39.2
MAR,2007,36.9
MAR,2008,34.8
MAR,2009,32.8
MAR,2010,30.9
MAR,2011,29.2
MAR,2012,27.5
MAR,2013,26
MAR,2014,24.5
MAR,2015,23.1
MAR,2016,21.9
MAR,2017,20.8
MAR,2018,19.9
MAR,2019,19.1
MAR,2020,18.3
MAR,2021,17.6
MAR,2022,17
MAR,2023,16.3
MAR,2024,15.7
MCO,2000,5.2
MCO,2001,5
MCO,2002,4.8
MCO,2003,4.7
MCO,2004,4.6
MCO,2005,4.5
MCO,2006,4.4
MCO,2007,4.3
MCO,2008,4.2
MCO,2009,4.1
MCO,2010,4
MCO,2011,3.9
MCO,2012,3.8
MCO,2013,3.7
MCO,2014,3.6
MCO,2015,3.5
MCO,2016,3.4
MCO,2017,3.3
MCO,2018,3.2
MCO,2019,3.1
MCO,2020,3
MCO,2021,2.9
MCO,2022,2.8
MCO,2023,2.7
MCO,2024,2.7
MDA,2000,31.4
MDA,2001,28.5
MDA,2002,25.8
MDA,2003,23.4
MDA,2004,21.5
MDA,2005,20.1
MDA,2006,19
MDA,2007,18.2
MDA,2008,17.7
MDA,2009,17.2
MDA,2010,16.8
MDA,2011,16.5
MDA,2012,16.2
MDA,2013,16
MDA,2014,15.8
MDA,2015,15.6
MDA,2016,15.5
MDA,2017,15.4
MDA,2018,15.4
MDA,2019,15.5
MDA,2020,15.6
MDA,2021,15.8
MDA,2022,16
MDA,2023,16.2
MDA,2024,16.5
MDG,2000,104.4
MDG,2001,99.8
MDG,2002,95.6
MDG,2003,91.6
MDG,2004,87.8
MDG,2005,84.1
MDG,2006,80.8
MDG,2007,77.6
MDG,2008,74.8
MDG,2009,72.4
MDG,2010,70.3
MDG,2011,68.6
MDG,2012,67.3
MDG,2013,66.4
MDG,2014,65.7
MDG,2015,65.3
MDG,2016,64.9
MDG,2017,64.9
MDG,2018,64.9
MDG,2019,65
MDG,2020,65.1
MDG,2021,65
MDG,2022,64.5
MDG,2023,63.6
MDG,2024,62.4
MDV,2000,39.5
MDV,2001,35.1
MDV,2002,31.1
MDV,2003,27.4
MDV,2004,27.2
MDV,2005,21.6
MDV,2006,19.4
MDV,2007,17.6
MDV,2008,16.1
MDV,2009,14.9
MDV,2010,13.8
MDV,2011,12.9
MDV,2012,12.1
MDV,2013,11.3
MDV,2014,10.6
MDV,2015,9.9
MDV,2016,9.2
MDV,2017,8.6
MDV,2018,8
MDV,2019,7.4
MDV,2020,6.9
MDV,2021,6.4
MDV,2022,6
MDV,2023,5.7
MDV,2024,5.4
MEA,2000,75
MEA,2001,72.4
MEA,2002,69.9
MEA,2003,67.7
MEA,2004,65.4
MEA,2005,63.2
MEA,2006,61.3
MEA,2007,59.4
MEA,2008,57.6
MEA,2009,55.9
MEA,2010,54.2
MEA,2011,52.5
MEA,2012,51.1
MEA,2013,49.4
MEA,2014,47.6
MEA,2015,46.2
MEA,2016,44.6
MEA,2017,43.5
MEA,2018,42.7
MEA,2019,41.9
MEA,2020,40.8
MEA,2021,39.8
MEA,2022,38.7
MEA,2023,37.8
MEA,2024,36.4
MEX,2000,27.4
MEX,2001,26.2
MEX,2002,25
MEX,2003,23.9
MEX,2004,23
MEX,2005,22.1
MEX,2006,21.3
MEX,2007,20.7
MEX,2008,20
MEX,2009,19.5
MEX,2010,18.9
MEX,2011,18.4
MEX,2012,17.9
MEX,2013,17.5
MEX,2014,17
MEX,2015,16.6
MEX,2016,16.2
MEX,2017,15.8
MEX,2018,15.4
MEX,2019,15
MEX,2020,14.6
MEX,2021,14.2
MEX,2022,13.8
MEX,2023,13.4
MEX,2024,13.1
MHL,2000,42.7
MHL,2001,42.7
MHL,2002,42.5
MHL,2003,42.2
MHL,2004,41.8
MHL,2005,41.3
MHL,2006,40.9
MHL,2007,40.4
MHL,2008,40
MHL,2009,39.5
MHL,2010,39
MHL,2011,38.4
MHL,2012,37.8
MHL,2013,37
MHL,2014,36.1
MHL,2015,35.2
MHL,2016,34.2
MHL,2017,33.2
MHL,2018,32.2
MHL,2019,31.2
MHL,2020,30.3
MHL,2021,29.4
MHL,2022,28.5
MHL,2023,27.6
MHL,2024,26.7
MIC,2000,74.59872492131092
MIC,2001,72.0649704249996
MIC,2002,69.20145852756069
MIC,2003,66.3635807828835
MIC,2004,63.776246017823766
MIC,2005,60.692325732494126
MIC,2006,58.02945091764797
MIC,2007,55.50684868612837
MIC,2008,53.36745479629169
MIC,2009,50.852983776328394
MIC,2010,48.974356687611305
MIC,2011,46.90826445559094
MIC,2012,44.60785918140628
MIC,2013,43.16082965737725
MIC,2014,41.42595843721851
MIC,2015,40.32139415293389
MIC,2016,38.83858797427333
MIC,2017,37.635451044786336
MIC,2018,37.361080877311124
MIC,2019,36.60445984554965
MIC,2020,36.49455400072277
MIC,2021,36.128431696668365
MIC,2022,35.66983170741501
MIC,2023,35.1557275458505
MIC,2024,34.25055819451146
MKD,2000,16
MKD,2001,15.1
MKD,2002,14.5
MKD,2003,14.2
MKD,2004,14
MKD,2005,13.7
MKD,2006,13.1
MKD,2007,12.3
MKD,2008,11.5
MKD,2009,10.8
MKD,2010,10.4
MKD,2011,10.2
MKD,2012,10.4
MKD,2013,10.7
MKD,2014,11.1
MKD,2015,11.1
MKD,2016,10.6
MKD,2017,9.6
MKD,2018,8.4
MKD,2019,7.1
MKD,2020,6
MKD,2021,5.1
MKD,2022,4.2
MKD,2023,3.4
MKD,2024,2.8
MLI,2000,189.9
MLI,2001,183.9
MLI,2002,177.7
MLI,2003,171.7
MLI,2004,165.8
MLI,2005,160.1
MLI,2006,154.6
MLI,2007,149.2
MLI,2008,144
MLI,2009,138.9
MLI,2010,133.8
MLI,2011,128.8
MLI,2012,123.9
MLI,2013,119.1
MLI,2014,114.4
MLI,2015,109.7
MLI,2016,105.1
MLI,2017,100.6
MLI,2018,96.2
MLI,2019,91.9
MLI,2020,87.6
MLI,2021,83.6
MLI,2022,79.7
MLI,2023,76.2
MLI,2024,73
MLT,2000,7.6
MLT,2001,7.4
MLT,2002,7.2
MLT,2003,7.1
MLT,2004,7
MLT,2005,6.9
MLT,2006,6.9
MLT,2007,6.9
MLT,2008,6.9
MLT,2009,6.9
MLT,2010,6.9
MLT,2011,6.8
MLT,2012,6.8
MLT,2013,6.7
MLT,2014,6.7
MLT,2015,6.6
MLT,2016,6.5
MLT,2017,6.4
MLT,2018,6.3
