term,estimate,std.error,statistic,p.value,conf.low,conf.high,term_clean
dtp3,-0.9685085613057758,0.16510701208434397,-5.865944450687647,4.291914256269622e-7,-1.3006610266167205,-0.6363560959948311,DTP3 coverage
log_gdp_pc,-16.54014841843339,6.066574430556012,-2.72643954306804,0.008969122523744221,-28.744521979940004,-4.335774856926777,Log GDP per capita
log_health_exp_pc,10.328674338531831,6.061255152041386,1.7040487620873723,0.0949757571026755,-1.8649982148830944,22.522346891946757,Log health expenditure per capita
fertility,13.402966029203178,3.933072997975052,3.4077592854502607,0.001352036646723512,5.490643735720178,21.31528832268618,Total fertility rate
basic_water,-0.06231237612692464,0.2768558136147147,-0.2250715826167964,0.8228993278063893,-0.6192744328372629,0.49464968058341363,Basic water access
basic_sanitation,-0.0634434030214468,0.1330410089303925,-0.4768710304552831,0.6356638131499037,-0.3310873906742009,0.2042005846313073,Basic sanitation access
